Unnamed: 0,t,dist,I,coll,var
547,56.0,5604.198970915268,250,vanilla,fixed
548,112.0,5142.024159428878,250,vanilla,fixed
549,84.0,5772.229432483059,250,vanilla,fixed
550,83.0,5171.80680465919,250,vanilla,fixed
551,79.0,4992.042318012212,250,vanilla,fixed
552,78.0,5331.42585026026,250,vanilla,fixed
553,49.0,5249.981384305274,250,vanilla,fixed
554,77.0,5208.307138670285,250,vanilla,fixed
555,48.0,5532.3515539325645,250,vanilla,fixed
556,127.0,5664.745526475554,250,vanilla,fixed
557,75.0,5404.795828626407,250,vanilla,fixed
558,51.0,5648.317222237418,250,vanilla,fixed
559,66.0,5383.847734782365,250,vanilla,fixed
560,120.0,5167.922059309124,250,vanilla,fixed
561,72.0,4711.929011333661,250,vanilla,fixed
562,52.0,5080.517371634794,250,vanilla,fixed
563,33.0,4961.033088202895,250,vanilla,fixed
564,38.0,5534.416258303254,250,vanilla,fixed
565,64.0,5374.55785053441,250,vanilla,fixed
566,60.0,5064.332095352215,250,vanilla,fixed
567,75.0,5617.392273363349,250,vanilla,fixed
568,81.0,5634.827624364449,250,vanilla,fixed
569,71.0,5751.5787832696,250,vanilla,fixed
570,74.0,5007.71173205692,250,vanilla,fixed
571,81.0,5263.176996402478,250,vanilla,fixed
572,81.0,4896.566496241934,250,vanilla,fixed
573,76.0,4739.616388018574,250,vanilla,fixed
574,65.0,5382.489383578765,250,vanilla,fixed
575,59.0,5206.112959059189,250,vanilla,fixed
576,49.0,5166.28476905882,250,vanilla,fixed
577,55.0,5022.70437561785,250,vanilla,fixed
578,67.0,4733.312964225079,250,vanilla,fixed
579,64.0,4616.107510185357,250,vanilla,fixed
580,130.0,5456.757930807888,250,vanilla,fixed
581,53.0,5028.696243040818,250,vanilla,fixed
582,60.0,5126.664902888202,250,vanilla,fixed
583,81.0,4821.241442939259,250,vanilla,fixed
584,64.0,4299.948148184667,250,vanilla,fixed
585,72.0,5425.753529428538,250,vanilla,fixed
586,64.0,5685.796040705416,250,vanilla,fixed
587,82.0,4411.659191773803,250,vanilla,fixed
588,76.0,5085.212532913161,250,vanilla,fixed
589,73.0,4876.242547735102,250,vanilla,fixed
590,80.0,5136.57183459959,250,vanilla,fixed
591,80.0,4910.8149746001445,250,vanilla,fixed
592,53.0,5842.421501263851,250,vanilla,fixed
593,67.0,5733.112810457697,250,vanilla,fixed
594,55.0,5890.8950562218015,250,vanilla,fixed
595,82.0,5128.773127321142,250,vanilla,fixed
596,78.0,5363.347846946668,250,vanilla,fixed
597,71.0,4979.050089328439,250,vanilla,fixed
598,77.0,5274.8983889114725,250,vanilla,fixed
599,63.0,5172.294200157498,250,vanilla,fixed
600,74.0,10678.54946952421,500,vanilla,fixed
601,75.0,10789.434264815594,500,vanilla,fixed
602,80.0,10600.531199381012,500,vanilla,fixed
603,85.0,10108.44460115259,500,vanilla,fixed
604,89.0,11119.56553787355,500,vanilla,fixed
605,56.0,11074.647511161324,500,vanilla,fixed
606,62.0,10203.668459462076,500,vanilla,fixed
607,74.0,10999.465740650769,500,vanilla,fixed
608,81.0,10749.286188815784,500,vanilla,fixed
609,66.0,11296.45074469179,500,vanilla,fixed
610,82.0,10890.225801635375,500,vanilla,fixed
611,76.0,10313.708700336812,500,vanilla,fixed
612,83.0,10919.203529993065,500,vanilla,fixed
613,49.0,11261.373318878514,500,vanilla,fixed
614,84.0,10151.083328998697,500,vanilla,fixed
615,55.0,9817.20895732934,500,vanilla,fixed
616,78.0,10445.717609815578,500,vanilla,fixed
617,46.0,11467.636708095168,500,vanilla,fixed
618,96.0,10182.118100671649,500,vanilla,fixed
619,82.0,9397.810360820153,500,vanilla,fixed
620,88.0,10617.101889581403,500,vanilla,fixed
621,75.0,10248.300803670663,500,vanilla,fixed
622,70.0,11302.49884248897,500,vanilla,fixed
623,78.0,10149.778647198087,500,vanilla,fixed
624,66.0,10635.41950761503,500,vanilla,fixed
625,73.0,10359.705171157206,500,vanilla,fixed
626,69.0,10365.841197404616,500,vanilla,fixed
627,70.0,9837.221443027403,500,vanilla,fixed
628,38.0,10319.783658282828,500,vanilla,fixed
629,66.0,10867.738420311956,500,vanilla,fixed
630,90.0,10354.502162079303,500,vanilla,fixed
631,78.0,10952.985986022248,500,vanilla,fixed
632,85.0,11007.91379593794,500,vanilla,fixed
633,56.0,10898.732485955265,500,vanilla,fixed
634,82.0,11429.301607115684,500,vanilla,fixed
635,77.0,10919.64472803703,500,vanilla,fixed
636,48.0,9941.813424301748,500,vanilla,fixed
637,50.0,10510.315012074803,500,vanilla,fixed
638,71.0,10327.199612909764,500,vanilla,fixed
639,75.0,11004.344681063583,500,vanilla,fixed
640,67.0,11185.90290491949,500,vanilla,fixed
641,87.0,10141.48141269232,500,vanilla,fixed
642,92.0,10572.427226635764,500,vanilla,fixed
643,86.0,9918.692225873328,500,vanilla,fixed
644,79.0,9918.658887328764,500,vanilla,fixed
645,90.0,10203.588537312024,500,vanilla,fixed
646,44.0,10326.049269093428,500,vanilla,fixed
647,79.0,10373.48005337396,500,vanilla,fixed
648,83.0,11861.273986410542,500,vanilla,fixed
649,66.0,10631.796782329477,500,vanilla,fixed
650,56.0,10881.498021558227,500,vanilla,fixed
651,78.0,10029.68601129688,500,vanilla,fixed
652,82.0,10110.661652551396,500,vanilla,fixed
653,38.0,10553.123702335408,500,vanilla,fixed
654,45.0,10444.25308055976,500,vanilla,fixed
655,75.0,10279.73183416871,500,vanilla,fixed
656,86.0,10070.10945161176,500,vanilla,fixed
657,79.0,10442.92785460359,500,vanilla,fixed
658,79.0,11131.559454765642,500,vanilla,fixed
659,65.0,11042.779429773904,500,vanilla,fixed
660,54.0,10565.52025536584,500,vanilla,fixed
661,85.0,10965.671732402185,500,vanilla,fixed
662,84.0,10329.900525562718,500,vanilla,fixed
663,86.0,11376.45774072599,500,vanilla,fixed
664,78.0,10744.446288734258,500,vanilla,fixed
665,80.0,9981.020413008777,500,vanilla,fixed
666,66.0,9695.151332845988,500,vanilla,fixed
667,83.0,10601.241978428685,500,vanilla,fixed
668,87.0,9941.257441238184,500,vanilla,fixed
669,47.0,10832.91735659638,500,vanilla,fixed
670,77.0,10983.73924966245,500,vanilla,fixed
671,71.0,10660.496265145452,500,vanilla,fixed
672,79.0,10144.567396276118,500,vanilla,fixed
673,77.0,10310.220214893248,500,vanilla,fixed
674,77.0,10440.623722931809,500,vanilla,fixed
675,85.0,10361.35318871606,500,vanilla,fixed
676,78.0,10665.845260902604,500,vanilla,fixed
677,65.0,10045.572484899689,500,vanilla,fixed
678,54.0,10445.186302137765,500,vanilla,fixed
679,61.0,10396.39418995896,500,vanilla,fixed
680,77.0,10732.627740784435,500,vanilla,fixed
681,85.0,10290.179507449777,500,vanilla,fixed
682,58.0,10653.25266306524,500,vanilla,fixed
683,87.0,10232.964346473156,500,vanilla,fixed
684,54.0,11126.693752707692,500,vanilla,fixed
685,76.0,10934.223970249206,500,vanilla,fixed
686,77.0,10425.498061868771,500,vanilla,fixed
687,68.0,11427.553880583908,500,vanilla,fixed
688,84.0,10882.678590410358,500,vanilla,fixed
689,67.0,11344.963835012017,500,vanilla,fixed
690,93.0,11237.318137934508,500,vanilla,fixed
691,78.0,10886.756443532784,500,vanilla,fixed
692,55.0,10618.52858961036,500,vanilla,fixed
693,79.0,10563.205115195591,500,vanilla,fixed
694,89.0,10000.112891390932,500,vanilla,fixed
695,75.0,10909.094703303568,500,vanilla,fixed
696,84.0,10541.2762884555,500,vanilla,fixed
697,73.0,10196.491650415996,500,vanilla,fixed
698,72.0,11602.911896851132,500,vanilla,fixed
699,66.0,10942.679622538066,500,vanilla,fixed
700,76.0,10556.026116738403,500,vanilla,fixed
701,78.0,10517.974594534677,500,vanilla,fixed
702,79.0,10126.497127708091,500,vanilla,fixed
703,47.0,10533.483065527054,500,vanilla,fixed
704,82.0,10286.206847020636,500,vanilla,fixed
705,68.0,10496.76619914546,500,vanilla,fixed
706,74.0,10563.379884971062,500,vanilla,fixed
707,82.0,10799.91652201428,500,vanilla,fixed
708,82.0,10567.498419505537,500,vanilla,fixed
709,80.0,10886.801013228063,500,vanilla,fixed
710,88.0,10571.997283203564,500,vanilla,fixed
711,68.0,10889.92690822536,500,vanilla,fixed
712,69.0,11465.764396646004,500,vanilla,fixed
713,143.0,10398.989437056443,500,vanilla,fixed
714,83.0,11007.805570162564,500,vanilla,fixed
715,81.0,11339.569904097669,500,vanilla,fixed
716,51.0,10732.064183222968,500,vanilla,fixed
717,58.0,10270.478137145028,500,vanilla,fixed
718,85.0,10672.137990179082,500,vanilla,fixed
719,68.0,10011.071312839773,500,vanilla,fixed
720,68.0,10765.085801841698,500,vanilla,fixed
721,46.0,10519.201153018616,500,vanilla,fixed
722,69.0,9975.728245169468,500,vanilla,fixed
723,80.0,11049.72873199208,500,vanilla,fixed
724,84.0,10410.61022554068,500,vanilla,fixed
725,71.0,10065.730957011432,500,vanilla,fixed
726,64.0,10656.10169929864,500,vanilla,fixed
727,84.0,10481.506673881064,500,vanilla,fixed
728,75.0,11551.746727158185,500,vanilla,fixed
729,84.0,10568.860297048774,500,vanilla,fixed
730,57.0,11432.705210634422,500,vanilla,fixed
731,53.0,9710.559989853748,500,vanilla,fixed
732,65.0,10766.25747962464,500,vanilla,fixed
733,65.0,10701.822955549082,500,vanilla,fixed
734,74.0,10380.63704818026,500,vanilla,fixed
735,75.0,10143.42132903404,500,vanilla,fixed
736,79.0,10686.258848738426,500,vanilla,fixed
737,53.0,10533.168424417174,500,vanilla,fixed
738,55.0,10448.17136311929,500,vanilla,fixed
739,82.0,10689.089774857011,500,vanilla,fixed
740,85.0,9991.22793174452,500,vanilla,fixed
741,56.0,10700.319645761305,500,vanilla,fixed
742,78.0,10205.716582636249,500,vanilla,fixed
743,70.0,10557.173393971709,500,vanilla,fixed
744,58.0,10200.87686811509,500,vanilla,fixed
745,68.0,10502.231068494786,500,vanilla,fixed
746,75.0,10677.267154922276,500,vanilla,fixed
747,78.0,10667.994154381897,500,vanilla,fixed
748,74.0,11628.812058729496,500,vanilla,fixed
749,68.0,10733.34881283949,500,vanilla,fixed
750,85.0,9814.13743866494,500,vanilla,fixed
751,75.0,10635.892707161438,500,vanilla,fixed
752,83.0,11087.419657856366,500,vanilla,fixed
753,80.0,10244.63571021338,500,vanilla,fixed
754,83.0,11005.418488614698,500,vanilla,fixed
755,48.0,9758.494947773925,500,vanilla,fixed
756,51.0,11121.529615072704,500,vanilla,fixed
757,154.0,10621.79536928353,500,vanilla,fixed
758,86.0,10391.633842730032,500,vanilla,fixed
759,69.0,10802.234093758694,500,vanilla,fixed
760,77.0,10238.12471608598,500,vanilla,fixed
761,80.0,11048.906728225127,500,vanilla,fixed
762,65.0,10310.250619506607,500,vanilla,fixed
763,80.0,10758.76277262943,500,vanilla,fixed
764,77.0,10404.348798817551,500,vanilla,fixed
765,79.0,10705.168832203251,500,vanilla,fixed
766,78.0,10193.721253085989,500,vanilla,fixed
767,80.0,9948.219029311964,500,vanilla,fixed
768,82.0,11633.972912770285,500,vanilla,fixed
769,53.0,9748.628656124043,500,vanilla,fixed
770,57.0,9550.958995825868,500,vanilla,fixed
771,83.0,10972.308478877056,500,vanilla,fixed
772,71.0,10974.82125588968,500,vanilla,fixed
773,85.0,10505.378668367131,500,vanilla,fixed
774,82.0,10306.62086397453,500,vanilla,fixed
775,79.0,10344.711778488538,500,vanilla,fixed
776,68.0,10446.923019052869,500,vanilla,fixed
777,84.0,10631.115983375284,500,vanilla,fixed
778,63.0,10640.952220297868,500,vanilla,fixed
779,78.0,10766.359304854215,500,vanilla,fixed
780,66.0,10256.18407441613,500,vanilla,fixed
781,79.0,10246.4128052988,500,vanilla,fixed
782,74.0,10600.883662109683,500,vanilla,fixed
783,80.0,10821.326396112972,500,vanilla,fixed
784,75.0,10629.182520834303,500,vanilla,fixed
785,64.0,10774.417349921465,500,vanilla,fixed
786,85.0,10436.739644453475,500,vanilla,fixed
787,69.0,10438.162137308458,500,vanilla,fixed
788,52.0,10883.37639080992,500,vanilla,fixed
789,83.0,9917.07279033629,500,vanilla,fixed
790,55.0,11857.946627520563,500,vanilla,fixed
791,80.0,10960.181051405942,500,vanilla,fixed
792,65.0,10590.1673752953,500,vanilla,fixed
793,84.0,10866.89730526198,500,vanilla,fixed
794,85.0,10448.970492374005,500,vanilla,fixed
795,66.0,10837.333721168698,500,vanilla,fixed
796,81.0,10162.564613100669,500,vanilla,fixed
797,73.0,10559.42895703826,500,vanilla,fixed
798,60.0,9656.407624653822,500,vanilla,fixed
799,65.0,10545.341830380292,500,vanilla,fixed
800,74.0,22461.79758804244,1000,vanilla,fixed
801,72.0,22069.894422763507,1000,vanilla,fixed
802,44.0,21918.99071980398,1000,vanilla,fixed
803,78.0,20896.998637622717,1000,vanilla,fixed
804,78.0,22049.46875976317,1000,vanilla,fixed
805,86.0,20320.339138185995,1000,vanilla,fixed
806,70.0,21180.412581671702,1000,vanilla,fixed
807,86.0,21354.58111129276,1000,vanilla,fixed
808,84.0,20307.2502131861,1000,vanilla,fixed
809,87.0,20816.13403652509,1000,vanilla,fixed
810,65.0,20616.958100027063,1000,vanilla,fixed
811,80.0,20890.074623426037,1000,vanilla,fixed
812,80.0,20723.681416852312,1000,vanilla,fixed
813,77.0,21777.210111375683,1000,vanilla,fixed
814,68.0,20805.412239010784,1000,vanilla,fixed
815,85.0,21073.705948194307,1000,vanilla,fixed
816,75.0,21243.2784869143,1000,vanilla,fixed
817,129.0,20647.505165519266,1000,vanilla,fixed
818,77.0,22261.883252801388,1000,vanilla,fixed
819,82.0,21136.41334997188,1000,vanilla,fixed
820,53.0,22077.537435684622,1000,vanilla,fixed
821,75.0,20071.19793682516,1000,vanilla,fixed
822,82.0,22102.87162951124,1000,vanilla,fixed
823,45.0,20653.844224568475,1000,vanilla,fixed
824,89.0,20423.047244096604,1000,vanilla,fixed
825,79.0,21409.588798710505,1000,vanilla,fixed
826,49.0,20812.66777664165,1000,vanilla,fixed
827,73.0,20178.973807156308,1000,vanilla,fixed
828,70.0,22182.94546481231,1000,vanilla,fixed
829,82.0,20782.086883300988,1000,vanilla,fixed
830,85.0,22371.83234909853,1000,vanilla,fixed
831,58.0,21121.267678859294,1000,vanilla,fixed
832,86.0,20688.31293038565,1000,vanilla,fixed
833,139.0,20431.3706402649,1000,vanilla,fixed
834,77.0,21210.642470983003,1000,vanilla,fixed
835,66.0,20295.621526017305,1000,vanilla,fixed
836,77.0,19920.76457973436,1000,vanilla,fixed
837,69.0,20337.452911800305,1000,vanilla,fixed
838,55.0,22201.0127970795,1000,vanilla,fixed
839,75.0,21428.37654996987,1000,vanilla,fixed
840,87.0,20603.44669293097,1000,vanilla,fixed
841,71.0,21257.06696635708,1000,vanilla,fixed
842,70.0,20557.087966093688,1000,vanilla,fixed
843,76.0,21403.657193057825,1000,vanilla,fixed
844,84.0,21830.79808480353,1000,vanilla,fixed
845,57.0,21465.09016125831,1000,vanilla,fixed
846,78.0,21492.20763798824,1000,vanilla,fixed
847,68.0,21679.377082466937,1000,vanilla,fixed
848,74.0,21519.246860958832,1000,vanilla,fixed
849,75.0,21377.658178280497,1000,vanilla,fixed
850,66.0,21545.92359592926,1000,vanilla,fixed
851,68.0,21639.298291502164,1000,vanilla,fixed
852,81.0,21097.48961984484,1000,vanilla,fixed
853,78.0,21952.9466160944,1000,vanilla,fixed
854,88.0,22533.23878229657,1000,vanilla,fixed
855,64.0,21125.738775225225,1000,vanilla,fixed
856,76.0,19957.74119060857,1000,vanilla,fixed
857,42.0,21044.51151000198,1000,vanilla,fixed
858,70.0,21711.216499024216,1000,vanilla,fixed
859,77.0,21246.6257746567,1000,vanilla,fixed
860,78.0,21880.38297774482,1000,vanilla,fixed
861,83.0,20934.560116496687,1000,vanilla,fixed
862,69.0,21744.275694561027,1000,vanilla,fixed
863,68.0,21164.67555255209,1000,vanilla,fixed
864,51.0,21551.486610400258,1000,vanilla,fixed
865,67.0,22759.69141342007,1000,vanilla,fixed
866,80.0,22033.389981262077,1000,vanilla,fixed
867,68.0,22174.767112386737,1000,vanilla,fixed
868,68.0,22104.61102917822,1000,vanilla,fixed
869,51.0,21456.55770876024,1000,vanilla,fixed
870,74.0,21297.816563526303,1000,vanilla,fixed
871,74.0,20624.311301551294,1000,vanilla,fixed
872,81.0,19454.086278568477,1000,vanilla,fixed
873,72.0,19717.91989454836,1000,vanilla,fixed
874,79.0,20703.68116612089,1000,vanilla,fixed
875,73.0,19833.81853891797,1000,vanilla,fixed
876,72.0,21744.244069496333,1000,vanilla,fixed
877,72.0,21238.296227726016,1000,vanilla,fixed
878,71.0,21107.888987738774,1000,vanilla,fixed
879,75.0,20499.689567404334,1000,vanilla,fixed
880,75.0,20021.482568118776,1000,vanilla,fixed
881,73.0,21308.301114153204,1000,vanilla,fixed
882,83.0,22631.89377860505,1000,vanilla,fixed
883,31.0,20264.63796355217,1000,vanilla,fixed
884,73.0,21146.084374687573,1000,vanilla,fixed
885,74.0,21579.213912838622,1000,vanilla,fixed
886,79.0,21286.25162071894,1000,vanilla,fixed
887,60.0,19342.840334287983,1000,vanilla,fixed
888,59.0,20632.097491155997,1000,vanilla,fixed
889,65.0,20135.66895718495,1000,vanilla,fixed
890,78.0,20938.78505623581,1000,vanilla,fixed
891,83.0,20326.226163038467,1000,vanilla,fixed
892,75.0,20509.308073200624,1000,vanilla,fixed
893,112.0,20481.539816614077,1000,vanilla,fixed
894,78.0,21007.700499220588,1000,vanilla,fixed
895,73.0,20499.633166745614,1000,vanilla,fixed
896,67.0,20275.849929050382,1000,vanilla,fixed
897,74.0,20199.8458483849,1000,vanilla,fixed
898,74.0,21757.160857890183,1000,vanilla,fixed
899,83.0,20911.029483660936,1000,vanilla,fixed
900,65.0,20835.52614110925,1000,vanilla,fixed
901,50.0,20907.67157933664,1000,vanilla,fixed
902,81.0,21002.456557476296,1000,vanilla,fixed
903,73.0,20055.738734614133,1000,vanilla,fixed
904,60.0,21898.06196336915,1000,vanilla,fixed
905,65.0,20697.12148001205,1000,vanilla,fixed
906,68.0,21270.69208698782,1000,vanilla,fixed
907,71.0,21673.880453849008,1000,vanilla,fixed
908,78.0,20526.482916972436,1000,vanilla,fixed
909,87.0,21100.12477656814,1000,vanilla,fixed
910,61.0,21288.472891300764,1000,vanilla,fixed
911,80.0,21407.001130920908,1000,vanilla,fixed
912,79.0,22299.547390189306,1000,vanilla,fixed
913,80.0,20671.54506949899,1000,vanilla,fixed
914,81.0,20198.82304561398,1000,vanilla,fixed
915,53.0,20340.283335356533,1000,vanilla,fixed
916,83.0,20964.492294287906,1000,vanilla,fixed
917,71.0,20815.18120619863,1000,vanilla,fixed
918,81.0,21536.36462527156,1000,vanilla,fixed
919,65.0,21649.530848395232,1000,vanilla,fixed
920,65.0,21241.51547478012,1000,vanilla,fixed
921,83.0,21210.225498202977,1000,vanilla,fixed
922,60.0,21518.113368760824,1000,vanilla,fixed
923,66.0,21021.190436493245,1000,vanilla,fixed
924,80.0,21112.648347196904,1000,vanilla,fixed
925,74.0,21254.89299516882,1000,vanilla,fixed
926,133.0,21391.30925193918,1000,vanilla,fixed
927,80.0,21109.87065784633,1000,vanilla,fixed
928,76.0,21171.60848298073,1000,vanilla,fixed
929,76.0,21335.65965785353,1000,vanilla,fixed
930,85.0,21430.528986131,1000,vanilla,fixed
931,79.0,21778.80237062103,1000,vanilla,fixed
932,86.0,21659.682824753934,1000,vanilla,fixed
933,77.0,20770.23689566025,1000,vanilla,fixed
934,71.0,22468.56397145767,1000,vanilla,fixed
935,60.0,21936.854506073563,1000,vanilla,fixed
936,87.0,21518.70048030817,1000,vanilla,fixed
937,63.0,21973.18627347751,1000,vanilla,fixed
938,77.0,20975.079484207352,1000,vanilla,fixed
939,68.0,20774.74332358888,1000,vanilla,fixed
940,84.0,21100.99044386403,1000,vanilla,fixed
941,75.0,21877.77975235265,1000,vanilla,fixed
942,82.0,21027.419346693277,1000,vanilla,fixed
943,80.0,21754.323178003124,1000,vanilla,fixed
944,82.0,22775.38771779788,1000,vanilla,fixed
945,80.0,20358.060799154064,1000,vanilla,fixed
946,78.0,20949.34032928113,1000,vanilla,fixed
947,69.0,21744.585271178017,1000,vanilla,fixed
948,74.0,20720.01563439284,1000,vanilla,fixed
949,81.0,20593.412829528825,1000,vanilla,fixed
950,78.0,20855.515658407054,1000,vanilla,fixed
951,69.0,20268.93901927593,1000,vanilla,fixed
952,62.0,20656.242459941703,1000,vanilla,fixed
953,76.0,21004.127100341066,1000,vanilla,fixed
954,63.0,21895.09743900756,1000,vanilla,fixed
955,63.0,22507.481572225726,1000,vanilla,fixed
956,60.0,20001.323003168705,1000,vanilla,fixed
957,88.0,22936.11524386251,1000,vanilla,fixed
958,66.0,20840.976458664823,1000,vanilla,fixed
959,59.0,21633.842524883963,1000,vanilla,fixed
960,126.0,20236.505799125916,1000,vanilla,fixed
961,85.0,21430.326638049948,1000,vanilla,fixed
962,81.0,20588.22985365352,1000,vanilla,fixed
963,82.0,20562.488926007783,1000,vanilla,fixed
964,72.0,21172.992621156016,1000,vanilla,fixed
965,78.0,20308.709136213474,1000,vanilla,fixed
966,59.0,21874.07420851336,1000,vanilla,fixed
967,75.0,21780.593786939746,1000,vanilla,fixed
968,81.0,21687.581440741396,1000,vanilla,fixed
969,66.0,22025.48948493198,1000,vanilla,fixed
970,85.0,21114.13270228847,1000,vanilla,fixed
971,75.0,20925.499035136007,1000,vanilla,fixed
972,63.0,22106.510722098606,1000,vanilla,fixed
973,74.0,21102.666780260097,1000,vanilla,fixed
974,63.0,21087.701966610966,1000,vanilla,fixed
975,63.0,19211.318425233123,1000,vanilla,fixed
976,61.0,21198.75984977377,1000,vanilla,fixed
977,79.0,21870.25448130044,1000,vanilla,fixed
978,79.0,20797.620186497526,1000,vanilla,fixed
979,71.0,21536.71943790629,1000,vanilla,fixed
980,52.0,21438.002858862536,1000,vanilla,fixed
981,81.0,21847.583589944432,1000,vanilla,fixed
982,78.0,21266.93048715804,1000,vanilla,fixed
983,83.0,20418.439735617063,1000,vanilla,fixed
984,78.0,20148.90851660701,1000,vanilla,fixed
985,75.0,21972.80809849196,1000,vanilla,fixed
986,64.0,20979.828757849555,1000,vanilla,fixed
987,57.0,21753.22196318116,1000,vanilla,fixed
988,116.0,21858.40958324242,1000,vanilla,fixed
989,66.0,21363.66786210842,1000,vanilla,fixed
990,64.0,20863.85898772873,1000,vanilla,fixed
991,51.0,21407.701562892835,1000,vanilla,fixed
992,67.0,22408.82627475173,1000,vanilla,fixed
993,80.0,22077.42125152822,1000,vanilla,fixed
994,41.0,21069.601241870685,1000,vanilla,fixed
995,82.0,20815.9120564532,1000,vanilla,fixed
996,85.0,21697.014919238554,1000,vanilla,fixed
997,70.0,21099.590052488005,1000,vanilla,fixed
998,71.0,20384.027457212575,1000,vanilla,fixed
999,71.0,21027.00748022928,1000,vanilla,fixed
1000,56.0,1178.704288626912,50,vanilla,free_v
1001,55.0,861.8750471177784,50,vanilla,free_v
1002,73.0,1471.396549863824,50,vanilla,free_v
1003,93.0,4359.198400398086,50,vanilla,free_v
1004,68.0,2031.076428870397,50,vanilla,free_v
1005,58.0,1271.434547972713,50,vanilla,free_v
1006,65.0,997.0955485623552,50,vanilla,free_v
1007,72.0,1271.3629227273696,50,vanilla,free_v
1008,102.0,2064.080971392324,50,vanilla,free_v
1009,164.0,846.7948707753962,50,vanilla,free_v
1010,75.0,1024.5927888253725,50,vanilla,free_v
1011,60.0,1238.4911941461446,50,vanilla,free_v
1012,53.0,995.3605846403924,50,vanilla,free_v
1013,72.0,1006.04767823714,50,vanilla,free_v
1014,95.0,1327.4536678793409,50,vanilla,free_v
1015,36.0,1037.8027028553545,50,vanilla,free_v
1016,135.0,965.583723121794,50,vanilla,free_v
1017,69.0,5518.9039142235615,50,vanilla,free_v
1018,126.0,915.1330012997604,50,vanilla,free_v
1019,76.0,1254.8614907412582,50,vanilla,free_v
1020,74.0,937.259051747818,50,vanilla,free_v
1021,74.0,1130.945313058469,50,vanilla,free_v
1022,80.0,1141.3572335909903,50,vanilla,free_v
1023,91.0,924.2077265068148,50,vanilla,free_v
1024,68.0,795.8944971645768,50,vanilla,free_v
1025,65.0,1133.767795550796,50,vanilla,free_v
1026,88.0,1441.3251846263324,50,vanilla,free_v
1027,99.0,830.7587414104978,50,vanilla,free_v
1028,75.0,1007.6266567664354,50,vanilla,free_v
1029,68.0,1313.2788779960283,50,vanilla,free_v
1030,55.0,1097.0732252963794,50,vanilla,free_v
1031,100.0,1055.7340696180495,50,vanilla,free_v
1032,31.0,1036.5270353097771,50,vanilla,free_v
1033,62.0,1030.2639310587183,50,vanilla,free_v
1034,55.0,862.2159514618967,50,vanilla,free_v
1035,93.0,1285.0931163822415,50,vanilla,free_v
1036,66.0,13306.207852642105,50,vanilla,free_v
1037,93.0,1047.7837248889286,50,vanilla,free_v
1038,133.0,1198.9564847650126,50,vanilla,free_v
1039,43.0,1072.9683438176703,50,vanilla,free_v
1040,85.0,846.5264695745234,50,vanilla,free_v
1041,97.0,833.6457593592361,50,vanilla,free_v
1042,76.0,774.4682940737933,50,vanilla,free_v
1043,68.0,924.7523755246727,50,vanilla,free_v
1044,73.0,33057.00920681802,50,vanilla,free_v
1045,62.0,1096.1369339435714,50,vanilla,free_v
1046,59.0,975.4167800230144,50,vanilla,free_v
1047,73.0,953.3890458548376,50,vanilla,free_v
1048,55.0,788.1417528352498,50,vanilla,free_v
1049,60.0,1266.5567564388953,50,vanilla,free_v
1050,78.0,1529.9722419661848,50,vanilla,free_v
1051,85.0,1099.8833319595444,50,vanilla,free_v
1052,48.0,923.948101083886,50,vanilla,free_v
1053,76.0,1253.013621329122,50,vanilla,free_v
1054,75.0,1146.8395509903569,50,vanilla,free_v
1055,59.0,1114.391025928791,50,vanilla,free_v
1056,77.0,820.1374385578101,50,vanilla,free_v
1057,45.0,21063557.241811626,50,vanilla,free_v
1058,56.0,1299.5814947379674,50,vanilla,free_v
1059,99.0,1115.552332179226,50,vanilla,free_v
1060,52.0,784.6066031988559,50,vanilla,free_v
1061,82.0,1201.7688799998584,50,vanilla,free_v
1062,113.0,1201.5292690047816,50,vanilla,free_v
1063,89.0,1093.2828986772142,50,vanilla,free_v
1064,55.0,1201.6242956458486,50,vanilla,free_v
1065,66.0,1212.5929826831614,50,vanilla,free_v
1066,64.0,910.6162277379532,50,vanilla,free_v
1067,72.0,2850.526111047906,50,vanilla,free_v
1068,43.0,966.2115581447804,50,vanilla,free_v
1069,67.0,1075.2901897596585,50,vanilla,free_v
1070,116.0,1042.5201225737658,50,vanilla,free_v
1071,81.0,1180.87149120159,50,vanilla,free_v
1072,65.0,1151.7485428727978,50,vanilla,free_v
1073,142.0,980.385396273592,50,vanilla,free_v
1074,90.0,1147.871072626185,50,vanilla,free_v
1075,56.0,1113.611554272804,50,vanilla,free_v
1076,73.0,1286.818361370326,50,vanilla,free_v
1077,92.0,1032.7033506045834,50,vanilla,free_v
1078,78.0,1113.9159228456651,50,vanilla,free_v
1079,61.0,1615.9503972147236,50,vanilla,free_v
1080,132.0,1080.4124388653684,50,vanilla,free_v
1081,87.0,1081.8080392062773,50,vanilla,free_v
1082,82.0,850.0316117202929,50,vanilla,free_v
1083,71.0,1103.5246611396708,50,vanilla,free_v
1084,88.0,1029.9843253414024,50,vanilla,free_v
1085,83.0,1074.899221200218,50,vanilla,free_v
1086,44.0,1382.050313640827,50,vanilla,free_v
1087,80.0,895.476535970556,50,vanilla,free_v
1088,68.0,1113.1854107928614,50,vanilla,free_v
1089,61.0,1212.198944980944,50,vanilla,free_v
1090,60.0,1130.5715343841157,50,vanilla,free_v
1091,85.0,1078.325859566586,50,vanilla,free_v
