,t,dist,I,coll,var
148,8.0,10257.892382340757,250,collapsed,fixed
149,8.0,10838.193768620064,250,collapsed,fixed
150,7.0,20391.18883897337,500,collapsed,fixed
151,7.0,21510.41618195358,500,collapsed,fixed
152,8.0,19841.538243797397,500,collapsed,fixed
153,7.0,21310.730147083195,500,collapsed,fixed
154,8.0,21100.512140958574,500,collapsed,fixed
155,8.0,20357.382390893978,500,collapsed,fixed
156,7.0,20300.52718545388,500,collapsed,fixed
157,7.0,20188.069513268547,500,collapsed,fixed
158,7.0,19339.723260363695,500,collapsed,fixed
159,7.0,20104.82526901513,500,collapsed,fixed
160,8.0,20748.799205435338,500,collapsed,fixed
161,7.0,19952.968015567036,500,collapsed,fixed
162,7.0,19971.711171848805,500,collapsed,fixed
163,7.0,21076.466737191975,500,collapsed,fixed
164,7.0,21865.340750149924,500,collapsed,fixed
165,7.0,19740.375014147536,500,collapsed,fixed
166,8.0,20663.28532480286,500,collapsed,fixed
167,8.0,20148.870901738166,500,collapsed,fixed
168,7.0,21517.596923786386,500,collapsed,fixed
169,7.0,20756.672763078055,500,collapsed,fixed
170,7.0,20016.900395711866,500,collapsed,fixed
171,7.0,20741.54414024907,500,collapsed,fixed
172,8.0,19640.60981366776,500,collapsed,fixed
173,7.0,21409.768694916253,500,collapsed,fixed
174,7.0,19821.65487881449,500,collapsed,fixed
175,8.0,20461.631408269077,500,collapsed,fixed
176,8.0,19881.965381513415,500,collapsed,fixed
177,7.0,19885.71056900448,500,collapsed,fixed
178,8.0,20738.923630576544,500,collapsed,fixed
179,7.0,20385.30692057854,500,collapsed,fixed
180,9.0,20293.208299413043,500,collapsed,fixed
181,7.0,20596.27079116191,500,collapsed,fixed
182,7.0,21158.160473261305,500,collapsed,fixed
183,7.0,20104.167845278876,500,collapsed,fixed
184,8.0,20289.24579961402,500,collapsed,fixed
185,7.0,19916.800743101965,500,collapsed,fixed
186,8.0,19084.789826335702,500,collapsed,fixed
187,7.0,21249.171900923615,500,collapsed,fixed
188,8.0,21529.86549153451,500,collapsed,fixed
189,8.0,20039.9587070982,500,collapsed,fixed
190,7.0,21281.26362697331,500,collapsed,fixed
191,7.0,20942.972808013863,500,collapsed,fixed
192,7.0,20941.065766677748,500,collapsed,fixed
193,7.0,20831.544124925378,500,collapsed,fixed
194,7.0,20198.748722302,500,collapsed,fixed
195,7.0,19650.412710492878,500,collapsed,fixed
196,8.0,19233.814148226713,500,collapsed,fixed
197,7.0,20027.269493662032,500,collapsed,fixed
198,7.0,20126.28964127024,500,collapsed,fixed
199,7.0,19164.22988632158,500,collapsed,fixed
200,6.0,40962.618749970345,1000,collapsed,fixed
201,6.0,42693.035969887176,1000,collapsed,fixed
202,6.0,41269.72370521721,1000,collapsed,fixed
203,6.0,39329.18363011472,1000,collapsed,fixed
204,8.0,41389.50475150695,1000,collapsed,fixed
205,6.0,41392.18509814271,1000,collapsed,fixed
206,6.0,40403.87243458128,1000,collapsed,fixed
207,6.0,42662.370651480116,1000,collapsed,fixed
208,6.0,40629.671090181735,1000,collapsed,fixed
209,8.0,39105.340520374484,1000,collapsed,fixed
210,6.0,41614.687962626725,1000,collapsed,fixed
211,7.0,39474.51128599203,1000,collapsed,fixed
212,6.0,41294.963343630676,1000,collapsed,fixed
213,6.0,42112.42743221637,1000,collapsed,fixed
214,7.0,42973.54233332724,1000,collapsed,fixed
215,6.0,40559.08258141089,1000,collapsed,fixed
216,7.0,39439.19609558798,1000,collapsed,fixed
217,6.0,41969.747886065576,1000,collapsed,fixed
218,6.0,39845.63815814447,1000,collapsed,fixed
219,6.0,41707.31102360384,1000,collapsed,fixed
220,6.0,39611.344145114046,1000,collapsed,fixed
221,7.0,39943.78395645338,1000,collapsed,fixed
222,6.0,41251.526129988626,1000,collapsed,fixed
223,7.0,39344.30484321844,1000,collapsed,fixed
224,6.0,41018.46117275738,1000,collapsed,fixed
225,6.0,41410.52247137969,1000,collapsed,fixed
226,6.0,41049.37750041956,1000,collapsed,fixed
227,6.0,39718.96816956261,1000,collapsed,fixed
228,6.0,41795.14532551435,1000,collapsed,fixed
229,6.0,40875.81371762107,1000,collapsed,fixed
230,6.0,40183.4636540593,1000,collapsed,fixed
231,7.0,40794.630118760644,1000,collapsed,fixed
232,6.0,40209.02446176257,1000,collapsed,fixed
233,7.0,40550.39742003993,1000,collapsed,fixed
234,6.0,38849.80878420606,1000,collapsed,fixed
235,6.0,40405.67327708968,1000,collapsed,fixed
236,6.0,40183.57208224207,1000,collapsed,fixed
237,6.0,39662.67205912119,1000,collapsed,fixed
238,6.0,40586.95161262636,1000,collapsed,fixed
239,7.0,39277.79895051456,1000,collapsed,fixed
240,6.0,39493.41551688688,1000,collapsed,fixed
241,6.0,40156.04287885904,1000,collapsed,fixed
242,7.0,39530.531053754465,1000,collapsed,fixed
243,6.0,41308.802859480435,1000,collapsed,fixed
244,6.0,41239.01106710963,1000,collapsed,fixed
245,7.0,40780.02441961882,1000,collapsed,fixed
246,6.0,40375.3001437344,1000,collapsed,fixed
247,7.0,39957.00457674907,1000,collapsed,fixed
248,7.0,40887.34339872513,1000,collapsed,fixed
249,6.0,41045.913875530176,1000,collapsed,fixed
