,t,dist,eps,I,coll,var
0,13.0,2252.3484869859335,0.002097513302633155,50,collapsed,free_v
1,14.0,2182.9387246723413,0.002097513302633155,50,collapsed,free_v
2,12.0,2517.9030678799336,0.002097513302633155,50,collapsed,free_v
3,12.0,2481.916947398763,0.002097513302633155,50,collapsed,free_v
4,12.0,2236.6837020159883,0.002097513302633155,50,collapsed,free_v
5,11.0,3379.3329137158617,0.002097513302633155,50,collapsed,free_v
6,21.0,2100.2972628535745,0.002097513302633155,50,collapsed,free_v
7,12.0,2280.2671833384584,0.002097513302633155,50,collapsed,free_v
8,14.0,2167.5079775164736,0.002097513302633155,50,collapsed,free_v
9,12.0,2029.1933335155666,0.002097513302633155,50,collapsed,free_v
10,10.0,2141.199137786168,0.002097513302633155,50,collapsed,free_v
11,15.0,2896.9740820851525,0.002097513302633155,50,collapsed,free_v
12,10.0,3860.009270946694,0.002097513302633155,50,collapsed,free_v
13,12.0,2205.634583787226,0.002097513302633155,50,collapsed,free_v
14,12.0,1966.4999876377917,0.002097513302633155,50,collapsed,free_v
15,11.0,2407.870670546757,0.002097513302633155,50,collapsed,free_v
16,13.0,2241.325551008681,0.002097513302633155,50,collapsed,free_v
17,12.0,2406.253349563236,0.002097513302633155,50,collapsed,free_v
18,11.0,30988.60474760843,0.002097513302633155,50,collapsed,free_v
19,12.0,2096.9476191463136,0.002097513302633155,50,collapsed,free_v
20,13.0,2661.536676106978,0.002097513302633155,50,collapsed,free_v
21,12.0,2140.62742415911,0.002097513302633155,50,collapsed,free_v
22,14.0,2879.79720388786,0.002097513302633155,50,collapsed,free_v
23,11.0,2131.2817833319104,0.002097513302633155,50,collapsed,free_v
24,13.0,2269.3201272690717,0.002097513302633155,50,collapsed,free_v
25,11.0,2490.0394949210927,0.002097513302633155,50,collapsed,free_v
26,11.0,2447.3544026869067,0.002097513302633155,50,collapsed,free_v
27,12.0,2278.3955331808434,0.002097513302633155,50,collapsed,free_v
28,12.0,2315.2555780962484,0.002097513302633155,50,collapsed,free_v
29,12.0,2047.3432288296076,0.002097513302633155,50,collapsed,free_v
30,12.0,2508.965556279901,0.002097513302633155,50,collapsed,free_v
31,12.0,2305.9004292399804,0.002097513302633155,50,collapsed,free_v
32,13.0,2560.548172604998,0.002097513302633155,50,collapsed,free_v
33,12.0,2278.5286469874814,0.002097513302633155,50,collapsed,free_v
34,12.0,2418.053135204464,0.002097513302633155,50,collapsed,free_v
35,16.0,2664.2524062625703,0.002097513302633155,50,collapsed,free_v
36,12.0,2138.484893489853,0.002097513302633155,50,collapsed,free_v
37,12.0,2322.337760332907,0.002097513302633155,50,collapsed,free_v
38,11.0,3321.9000616513545,0.002097513302633155,50,collapsed,free_v
39,11.0,2544.819226507809,0.002097513302633155,50,collapsed,free_v
40,13.0,2301.941526894187,0.002097513302633155,50,collapsed,free_v
41,11.0,2553.3077988290033,0.002097513302633155,50,collapsed,free_v
42,11.0,4056.760437750258,0.002097513302633155,50,collapsed,free_v
43,12.0,2827.0553292437125,0.002097513302633155,50,collapsed,free_v
44,12.0,10849.607407835936,0.002097513302633155,50,collapsed,free_v
45,10.0,2499.2258492574792,0.002097513302633155,50,collapsed,free_v
46,11.0,2227.333622418923,0.002097513302633155,50,collapsed,free_v
47,13.0,2388.876295927218,0.002097513302633155,50,collapsed,free_v
48,10.0,2030.8446719990964,0.002097513302633155,50,collapsed,free_v
49,13.0,2731.547376455594,0.002097513302633155,50,collapsed,free_v
50,11.0,2477.0169653730345,0.002097513302633155,50,collapsed,free_v
51,12.0,5864.187826412549,0.002097513302633155,50,collapsed,free_v
52,10.0,2116.4461301331053,0.002097513302633155,50,collapsed,free_v
53,12.0,2536.972349687935,0.002097513302633155,50,collapsed,free_v
54,13.0,2338.162217643505,0.002097513302633155,50,collapsed,free_v
55,12.0,2055.7066366126155,0.002097513302633155,50,collapsed,free_v
56,11.0,3369.5811120742806,0.002097513302633155,50,collapsed,free_v
57,12.0,1995.1782823864305,0.002097513302633155,50,collapsed,free_v
58,12.0,2115.353505422885,0.002097513302633155,50,collapsed,free_v
59,13.0,2319.076972016665,0.002097513302633155,50,collapsed,free_v
60,10.0,2279.275833408958,0.002097513302633155,50,collapsed,free_v
61,12.0,2387.3671812542966,0.002097513302633155,50,collapsed,free_v
62,14.0,2321.8458773677435,0.002097513302633155,50,collapsed,free_v
63,13.0,2427.0004621589164,0.002097513302633155,50,collapsed,free_v
64,12.0,2302.0564208035657,0.002097513302633155,50,collapsed,free_v
65,14.0,2746.401795895615,0.002097513302633155,50,collapsed,free_v
66,13.0,1977.6261278375214,0.002097513302633155,50,collapsed,free_v
67,12.0,2267.2584258304564,0.002097513302633155,50,collapsed,free_v
68,11.0,2215.757392619827,0.002097513302633155,50,collapsed,free_v
69,11.0,2319.376222309313,0.002097513302633155,50,collapsed,free_v
70,12.0,2223.4613702642573,0.002097513302633155,50,collapsed,free_v
71,12.0,1945.8364161720333,0.002097513302633155,50,collapsed,free_v
72,14.0,3155.6786499077602,0.002097513302633155,50,collapsed,free_v
73,11.0,2404.1879121270817,0.002097513302633155,50,collapsed,free_v
74,11.0,19364310848.192066,0.002097513302633155,50,collapsed,free_v
75,12.0,2312.9251819579417,0.002097513302633155,50,collapsed,free_v
76,13.0,2405.1375098933636,0.002097513302633155,50,collapsed,free_v
77,13.0,2891.922939227585,0.002097513302633155,50,collapsed,free_v
78,12.0,1830.0370553233465,0.002097513302633155,50,collapsed,free_v
79,12.0,1847.0307979284748,0.002097513302633155,50,collapsed,free_v
80,12.0,2428.8524298810885,0.002097513302633155,50,collapsed,free_v
81,12.0,2580.314319091982,0.002097513302633155,50,collapsed,free_v
82,15.0,2195.593538906753,0.002097513302633155,50,collapsed,free_v
83,11.0,2384.5510671477386,0.002097513302633155,50,collapsed,free_v
84,12.0,2479.0000921526084,0.002097513302633155,50,collapsed,free_v
85,12.0,2387.185763908288,0.002097513302633155,50,collapsed,free_v
86,12.0,8616.882638527431,0.002097513302633155,50,collapsed,free_v
87,12.0,1686.8128857263807,0.002097513302633155,50,collapsed,free_v
88,12.0,2342.4422891185727,0.002097513302633155,50,collapsed,free_v
89,11.0,8264.359755889847,0.002097513302633155,50,collapsed,free_v
90,11.0,2158.445581094474,0.002097513302633155,50,collapsed,free_v
91,13.0,1759.668933109825,0.002097513302633155,50,collapsed,free_v
92,12.0,2902.3169809327146,0.002097513302633155,50,collapsed,free_v
93,12.0,2372.411058053134,0.002097513302633155,50,collapsed,free_v
94,12.0,2288.603602540056,0.002097513302633155,50,collapsed,free_v
95,14.0,2056.424407421659,0.002097513302633155,50,collapsed,free_v
96,11.0,2110.550532330071,0.002097513302633155,50,collapsed,free_v
97,13.0,1904.0105911605388,0.002097513302633155,50,collapsed,free_v
98,11.0,2638.219481982876,0.002097513302633155,50,collapsed,free_v
99,12.0,3202.7818019578913,0.002097513302633155,50,collapsed,free_v
100,12.0,4799.342463294712,0.0010430981755654776,100,collapsed,free_v
101,13.0,4273.766989918859,0.0010430981755654776,100,collapsed,free_v
102,13.0,8619.062609525514,0.0010430981755654776,100,collapsed,free_v
103,13.0,5358.64535773161,0.0010430981755654776,100,collapsed,free_v
104,12.0,5706.435921737905,0.0010430981755654776,100,collapsed,free_v
105,12.0,5686.324070511709,0.0010430981755654776,100,collapsed,free_v
106,24.0,5057.1095939312245,0.0010430981755654776,100,collapsed,free_v
107,13.0,4740.277488168085,0.0010430981755654776,100,collapsed,free_v
108,13.0,4961.583657056335,0.0010430981755654776,100,collapsed,free_v
109,14.0,4137.581425307207,0.0010430981755654776,100,collapsed,free_v
110,12.0,4039.716029712739,0.0010430981755654776,100,collapsed,free_v
111,13.0,4604.337343140389,0.0010430981755654776,100,collapsed,free_v
112,14.0,4919.909140446056,0.0010430981755654776,100,collapsed,free_v
113,13.0,4615.14242360648,0.0010430981755654776,100,collapsed,free_v
114,12.0,4530.981497620627,0.0010430981755654776,100,collapsed,free_v
115,12.0,5121.419097193621,0.0010430981755654776,100,collapsed,free_v
116,13.0,4531.421573991185,0.0010430981755654776,100,collapsed,free_v
117,13.0,4673.980331183113,0.0010430981755654776,100,collapsed,free_v
118,16.0,8101.572844584489,0.0010430981755654776,100,collapsed,free_v
119,12.0,5448.862923123038,0.0010430981755654776,100,collapsed,free_v
120,12.0,5085.890101303686,0.0010430981755654776,100,collapsed,free_v
121,13.0,13656.663078935011,0.0010430981755654776,100,collapsed,free_v
122,12.0,4285.102553390397,0.0010430981755654776,100,collapsed,free_v
123,13.0,4415.324412211495,0.0010430981755654776,100,collapsed,free_v
124,13.0,4381.277914062321,0.0010430981755654776,100,collapsed,free_v
125,16.0,4360.614993253571,0.0010430981755654776,100,collapsed,free_v
126,15.0,4634.696031131412,0.0010430981755654776,100,collapsed,free_v
127,21.0,5438.612741338111,0.0010430981755654776,100,collapsed,free_v
128,22.0,3835.6996000666154,0.0010430981755654776,100,collapsed,free_v
129,12.0,3982.8315588846885,0.0010430981755654776,100,collapsed,free_v
130,13.0,4163.530440387612,0.0010430981755654776,100,collapsed,free_v
131,14.0,329477.59799347166,0.0010430981755654776,100,collapsed,free_v
132,14.0,5052.717735955056,0.0010430981755654776,100,collapsed,free_v
133,13.0,3710.4765540667654,0.0010430981755654776,100,collapsed,free_v
134,12.0,4606.490097981318,0.0010430981755654776,100,collapsed,free_v
135,14.0,7087.833808926689,0.0010430981755654776,100,collapsed,free_v
136,12.0,4643.4601419492565,0.0010430981755654776,100,collapsed,free_v
137,15.0,4843.181967780339,0.0010430981755654776,100,collapsed,free_v
138,12.0,5103.717784489615,0.0010430981755654776,100,collapsed,free_v
139,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
140,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
141,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
142,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
143,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
144,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
145,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
146,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
147,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
148,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
149,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
150,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
151,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
152,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
153,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
154,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
155,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
156,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
157,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
158,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
159,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
160,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
161,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
162,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
163,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
164,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
165,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
166,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
167,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
168,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
169,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
170,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
171,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
172,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
173,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
174,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
175,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
176,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
177,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
178,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
179,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
180,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
181,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
182,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
183,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
184,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
185,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
186,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
187,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
188,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
189,12.0,4793.618339527263,0.0010430981755654776,100,collapsed,free_v
190,13.0,4563.585350963293,0.0010430981755654776,100,collapsed,free_v
191,12.0,5442.839069314293,0.0010430981755654776,100,collapsed,free_v
