,t,dist,I,coll,var
450,7.0,20953.3334687645,1000,collapsed,fixed
451,7.0,20289.40013563363,1000,collapsed,fixed
452,7.0,21135.778862099563,1000,collapsed,fixed
453,7.0,21720.590704117454,1000,collapsed,fixed
454,8.0,20473.914042842913,1000,collapsed,fixed
455,7.0,21251.542098803657,1000,collapsed,fixed
456,7.0,21406.19714694274,1000,collapsed,fixed
457,8.0,21959.673187322293,1000,collapsed,fixed
458,7.0,21510.699566404186,1000,collapsed,fixed
459,7.0,20628.682605718383,1000,collapsed,fixed
460,7.0,22101.992674351353,1000,collapsed,fixed
461,7.0,21419.85723716455,1000,collapsed,fixed
462,7.0,20277.87476844426,1000,collapsed,fixed
463,7.0,21622.536303029054,1000,collapsed,fixed
464,7.0,20258.92493456239,1000,collapsed,fixed
465,7.0,21956.292662271873,1000,collapsed,fixed
466,8.0,20984.650727572698,1000,collapsed,fixed
467,8.0,21183.818504687068,1000,collapsed,fixed
468,7.0,20876.24623976618,1000,collapsed,fixed
469,8.0,21989.491014460073,1000,collapsed,fixed
470,7.0,20569.79338005173,1000,collapsed,fixed
471,7.0,21934.200072327174,1000,collapsed,fixed
472,8.0,21693.379416087904,1000,collapsed,fixed
473,7.0,20248.728448057907,1000,collapsed,fixed
474,7.0,21465.53270315047,1000,collapsed,fixed
475,7.0,21650.439660973727,1000,collapsed,fixed
476,7.0,20963.410752645952,1000,collapsed,fixed
477,7.0,22230.53588936724,1000,collapsed,fixed
478,8.0,21957.927620103193,1000,collapsed,fixed
479,7.0,20962.355704207792,1000,collapsed,fixed
480,7.0,20750.288157016526,1000,collapsed,fixed
481,8.0,22403.174238217634,1000,collapsed,fixed
482,8.0,21749.060716593638,1000,collapsed,fixed
483,7.0,22380.27044322366,1000,collapsed,fixed
484,7.0,20865.956395795733,1000,collapsed,fixed
485,7.0,20545.190409805724,1000,collapsed,fixed
486,8.0,20494.59877411645,1000,collapsed,fixed
487,7.0,21478.59968009704,1000,collapsed,fixed
488,7.0,20995.073863667316,1000,collapsed,fixed
489,7.0,20906.828883097187,1000,collapsed,fixed
490,8.0,20589.91126823894,1000,collapsed,fixed
491,7.0,21215.706122805073,1000,collapsed,fixed
492,7.0,20677.908028524766,1000,collapsed,fixed
493,7.0,22160.686912120596,1000,collapsed,fixed
494,7.0,20663.4014490229,1000,collapsed,fixed
495,8.0,21553.7815061912,1000,collapsed,fixed
496,7.0,21136.988993664312,1000,collapsed,fixed
497,7.0,20258.15053114672,1000,collapsed,fixed
498,8.0,22016.03229694424,1000,collapsed,fixed
499,7.0,20612.602903577143,1000,collapsed,fixed
500,9.0,102876.36542581739,5000,collapsed,fixed
501,10.0,104406.92744721913,5000,collapsed,fixed
502,11.0,105659.26616298337,5000,collapsed,fixed
503,10.0,103076.14172767359,5000,collapsed,fixed
504,10.0,103360.93283403579,5000,collapsed,fixed
505,9.0,104147.00800467531,5000,collapsed,fixed
506,11.0,105897.6408095253,5000,collapsed,fixed
507,9.0,106572.18706685716,5000,collapsed,fixed
508,9.0,105063.45847985108,5000,collapsed,fixed
509,10.0,105681.84166062252,5000,collapsed,fixed
510,10.0,104028.10711062659,5000,collapsed,fixed
511,11.0,104653.96102609168,5000,collapsed,fixed
512,10.0,105079.56788409394,5000,collapsed,fixed
513,11.0,103954.95510484453,5000,collapsed,fixed
514,11.0,105497.11503813023,5000,collapsed,fixed
515,10.0,104404.63788469236,5000,collapsed,fixed
516,10.0,105698.11543034168,5000,collapsed,fixed
517,11.0,104087.3571683293,5000,collapsed,fixed
518,9.0,102983.22689295658,5000,collapsed,fixed
519,9.0,104441.97124550708,5000,collapsed,fixed
520,10.0,106398.29029727621,5000,collapsed,fixed
521,10.0,103658.22112391145,5000,collapsed,fixed
522,9.0,104055.57321149635,5000,collapsed,fixed
523,9.0,104391.32969061473,5000,collapsed,fixed
524,10.0,107624.31735694867,5000,collapsed,fixed
525,9.0,104171.16201244993,5000,collapsed,fixed
526,10.0,104661.14286512315,5000,collapsed,fixed
527,10.0,105097.86024544942,5000,collapsed,fixed
528,11.0,106189.9280553939,5000,collapsed,fixed
529,11.0,107496.06071592655,5000,collapsed,fixed
530,11.0,103875.19435880643,5000,collapsed,fixed
531,9.0,105602.25369219873,5000,collapsed,fixed
532,9.0,102971.12761251166,5000,collapsed,fixed
533,10.0,103643.44751330248,5000,collapsed,fixed
534,10.0,105516.48766713392,5000,collapsed,fixed
535,9.0,104870.06465078073,5000,collapsed,fixed
536,9.0,104903.5424331379,5000,collapsed,fixed
537,10.0,104054.6878582263,5000,collapsed,fixed
538,9.0,103338.59585114689,5000,collapsed,fixed
539,10.0,104328.15301645531,5000,collapsed,fixed
540,9.0,107734.23671292452,5000,collapsed,fixed
541,9.0,106097.19684997307,5000,collapsed,fixed
542,10.0,105705.2474820331,5000,collapsed,fixed
543,10.0,104822.81157146249,5000,collapsed,fixed
544,10.0,102723.31345600181,5000,collapsed,fixed
545,10.0,106136.69054074388,5000,collapsed,fixed
546,9.0,103254.25355436596,5000,collapsed,fixed
547,10.0,105564.35054592794,5000,collapsed,fixed
