,t,dist,I,coll,var
548,9.0,103977.30842171822,5000,collapsed,fixed
549,11.0,103615.16323238684,5000,collapsed,fixed
550,10.0,106836.03948039332,5000,collapsed,fixed
551,10.0,104000.94208111483,5000,collapsed,fixed
552,10.0,105591.93631594992,5000,collapsed,fixed
553,10.0,105032.46299062142,5000,collapsed,fixed
554,10.0,104769.27584356819,5000,collapsed,fixed
555,10.0,105974.06539488578,5000,collapsed,fixed
556,11.0,104985.20808203304,5000,collapsed,fixed
557,10.0,104901.8472814446,5000,collapsed,fixed
558,10.0,104826.12108194681,5000,collapsed,fixed
559,9.0,107392.87256268159,5000,collapsed,fixed
560,10.0,105860.40409728696,5000,collapsed,fixed
561,9.0,106128.32894827545,5000,collapsed,fixed
562,10.0,102751.40522182215,5000,collapsed,fixed
563,10.0,105386.54469477222,5000,collapsed,fixed
564,11.0,104138.7064420264,5000,collapsed,fixed
565,10.0,104645.16875376357,5000,collapsed,fixed
566,11.0,107303.86676668178,5000,collapsed,fixed
567,12.0,104599.66112009293,5000,collapsed,fixed
568,10.0,105463.98680773236,5000,collapsed,fixed
569,10.0,101845.67443927286,5000,collapsed,fixed
570,10.0,104376.87417867806,5000,collapsed,fixed
571,10.0,103653.99673601556,5000,collapsed,fixed
572,9.0,103615.69578029892,5000,collapsed,fixed
573,9.0,103616.49384925571,5000,collapsed,fixed
574,11.0,107830.42779561516,5000,collapsed,fixed
575,9.0,100873.21194435326,5000,collapsed,fixed
576,10.0,102752.02503213781,5000,collapsed,fixed
577,11.0,103441.67635246733,5000,collapsed,fixed
578,10.0,104583.99474156601,5000,collapsed,fixed
579,11.0,106651.47922063488,5000,collapsed,fixed
580,9.0,105185.47153501175,5000,collapsed,fixed
581,9.0,104297.99538973634,5000,collapsed,fixed
582,9.0,105436.04647429757,5000,collapsed,fixed
583,9.0,108321.62068522243,5000,collapsed,fixed
584,10.0,104851.67208713343,5000,collapsed,fixed
585,9.0,103943.71787141231,5000,collapsed,fixed
586,10.0,104191.35576656683,5000,collapsed,fixed
587,11.0,103241.38144864507,5000,collapsed,fixed
588,10.0,104028.22348718904,5000,collapsed,fixed
589,11.0,104784.61579266915,5000,collapsed,fixed
590,11.0,105678.08891425,5000,collapsed,fixed
591,10.0,104916.34762558507,5000,collapsed,fixed
592,11.0,103079.32912199643,5000,collapsed,fixed
593,9.0,106171.69441965378,5000,collapsed,fixed
594,11.0,106519.18944589504,5000,collapsed,fixed
595,9.0,106624.06314481118,5000,collapsed,fixed
596,10.0,105000.5060573723,5000,collapsed,fixed
597,10.0,105025.97807366963,5000,collapsed,fixed
598,10.0,106994.27020479,5000,collapsed,fixed
599,10.0,105615.53060153982,5000,collapsed,fixed
600,7.0,972.0547023346751,50,collapsed,free_v
601,6.0,1179.2322289262718,50,collapsed,free_v
602,6.0,1072.9150613239092,50,collapsed,free_v
603,8.0,22038.931717037303,50,collapsed,free_v
604,10.0,1081.791465635961,50,collapsed,free_v
605,9.0,2864.395752014664,50,collapsed,free_v
606,8.0,1096.5788740225914,50,collapsed,free_v
607,6.0,1143.6133929392895,50,collapsed,free_v
608,9.0,269742.0194281329,50,collapsed,free_v
609,7.0,718.3300492571311,50,collapsed,free_v
610,13.0,944.37034196235,50,collapsed,free_v
611,6.0,916.2273663094533,50,collapsed,free_v
612,5.0,883.384924467875,50,collapsed,free_v
613,6.0,872.4590290361263,50,collapsed,free_v
614,6.0,760.465262105569,50,collapsed,free_v
615,8.0,16372.527510052527,50,collapsed,free_v
616,9.0,1290.544053056414,50,collapsed,free_v
617,8.0,972.7670665149955,50,collapsed,free_v
618,7.0,1133.8637293289814,50,collapsed,free_v
619,10.0,833.0870696308934,50,collapsed,free_v
620,6.0,1119.3545824925043,50,collapsed,free_v
621,6.0,917.6188284888971,50,collapsed,free_v
622,9.0,777.1832740196015,50,collapsed,free_v
623,9.0,33608.83008550206,50,collapsed,free_v
624,6.0,940.9055283211753,50,collapsed,free_v
625,7.0,23525.854861034648,50,collapsed,free_v
626,7.0,971.204209249675,50,collapsed,free_v
627,6.0,1249.0964797288275,50,collapsed,free_v
628,9.0,27346.79040237607,50,collapsed,free_v
629,8.0,21179.045570558395,50,collapsed,free_v
630,7.0,867.1550834228842,50,collapsed,free_v
631,8.0,827.8322828570134,50,collapsed,free_v
632,6.0,1009.1341041812791,50,collapsed,free_v
633,9.0,1075.0430333828904,50,collapsed,free_v
634,6.0,1326.9167546226854,50,collapsed,free_v
635,8.0,931.3723820150481,50,collapsed,free_v
636,10.0,1156.7560780025258,50,collapsed,free_v
637,7.0,1015.3020814765107,50,collapsed,free_v
638,8.0,903.9042729407661,50,collapsed,free_v
639,6.0,1020.5527342709614,50,collapsed,free_v
640,9.0,1813.9529486212987,50,collapsed,free_v
641,8.0,985.072703747386,50,collapsed,free_v
642,7.0,1020.9827112726857,50,collapsed,free_v
643,8.0,1229.2345570525345,50,collapsed,free_v
644,6.0,1121.635627026054,50,collapsed,free_v
645,7.0,23388.12052751007,50,collapsed,free_v
646,6.0,914.9702531653147,50,collapsed,free_v
647,8.0,1289.6751777658988,50,collapsed,free_v
648,8.0,860.7010569869082,50,collapsed,free_v
649,12.0,1011.8728462033563,50,collapsed,free_v
650,8.0,1363.2441603614614,50,collapsed,free_v
651,6.0,730.0320837565375,50,collapsed,free_v
652,9.0,52325113.53359661,50,collapsed,free_v
653,8.0,971.8995461116143,50,collapsed,free_v
654,7.0,1203.5274467230447,50,collapsed,free_v
655,8.0,900.6658846170266,50,collapsed,free_v
656,6.0,95241.8339728774,50,collapsed,free_v
657,7.0,925.3388203880443,50,collapsed,free_v
658,6.0,1342.845945003613,50,collapsed,free_v
659,6.0,1472.0272523044177,50,collapsed,free_v
660,9.0,1221.5482026449793,50,collapsed,free_v
661,10.0,1196.1646517413906,50,collapsed,free_v
662,8.0,999.4707898016194,50,collapsed,free_v
663,7.0,1107.913179976676,50,collapsed,free_v
664,7.0,1098.761731415051,50,collapsed,free_v
665,8.0,1198.7439113914118,50,collapsed,free_v
666,5.0,7201.641674282972,50,collapsed,free_v
667,5.0,979.2663286770551,50,collapsed,free_v
668,6.0,873.4135839464382,50,collapsed,free_v
669,6.0,878.5289281661602,50,collapsed,free_v
670,9.0,1095.636815628314,50,collapsed,free_v
671,8.0,1420.3517273216867,50,collapsed,free_v
672,9.0,978.7433637369255,50,collapsed,free_v
673,6.0,1074.1654119096208,50,collapsed,free_v
674,5.0,884.5283434099653,50,collapsed,free_v
675,6.0,854.2712929202764,50,collapsed,free_v
676,6.0,863.50763259305,50,collapsed,free_v
677,7.0,2162.8354915363207,50,collapsed,free_v
678,7.0,1016.0149242188673,50,collapsed,free_v
679,8.0,820.3348413426831,50,collapsed,free_v
680,7.0,1094.0016955313845,50,collapsed,free_v
681,7.0,1063.8255630103722,50,collapsed,free_v
682,6.0,1057.8647917058418,50,collapsed,free_v
683,6.0,895.9814946274614,50,collapsed,free_v
684,6.0,1148.0273191230485,50,collapsed,free_v
685,11.0,4720.076713565956,50,collapsed,free_v
686,6.0,1000.7326419334318,50,collapsed,free_v
687,7.0,847.7818910576792,50,collapsed,free_v
688,6.0,652.183315461432,50,collapsed,free_v
689,8.0,1316.5449492992263,50,collapsed,free_v
690,8.0,1405.5114439325243,50,collapsed,free_v
691,11.0,2113.53273077438,50,collapsed,free_v
692,7.0,1425.4240002609495,50,collapsed,free_v
693,9.0,737.7960664720063,50,collapsed,free_v
694,6.0,963.7789424189363,50,collapsed,free_v
695,8.0,1122.8883425139118,50,collapsed,free_v
696,7.0,12280.872380679544,50,collapsed,free_v
697,10.0,1269.252341593151,50,collapsed,free_v
698,9.0,861.8862732447583,50,collapsed,free_v
699,10.0,1017.6510376039508,50,collapsed,free_v
700,7.0,2274.3095102415427,100,collapsed,free_v
701,6.0,2083.2539714762133,100,collapsed,free_v
702,6.0,1997.7777504797516,100,collapsed,free_v
703,13.0,2194.5892088060364,100,collapsed,free_v
704,7.0,2234.8211365995758,100,collapsed,free_v
705,7.0,2176.5626714585164,100,collapsed,free_v
706,9.0,2049.1169892029116,100,collapsed,free_v
707,9.0,1860885.8409387108,100,collapsed,free_v
708,10.0,2415.2662043317523,100,collapsed,free_v
709,10.0,2109.520472306519,100,collapsed,free_v
710,7.0,6643.585079407265,100,collapsed,free_v
711,6.0,2239.4510762624723,100,collapsed,free_v
712,6.0,2179.014721535719,100,collapsed,free_v
713,8.0,1802.5551154568896,100,collapsed,free_v
714,7.0,1905.888460678807,100,collapsed,free_v
715,9.0,2158.802775139439,100,collapsed,free_v
716,7.0,1908.6476252823315,100,collapsed,free_v
717,8.0,1695.1632660837547,100,collapsed,free_v
718,6.0,2059.340454755138,100,collapsed,free_v
719,6.0,2306.185320622316,100,collapsed,free_v
720,10.0,1813.5978409824977,100,collapsed,free_v
721,7.0,2289.3085473631018,100,collapsed,free_v
722,7.0,2004.5341780628085,100,collapsed,free_v
723,7.0,2274.8897866927996,100,collapsed,free_v
724,8.0,2400.013950542764,100,collapsed,free_v
725,7.0,1900.2251705417584,100,collapsed,free_v
726,14.0,2271.4128664836776,100,collapsed,free_v
727,10.0,1779.660359544565,100,collapsed,free_v
728,9.0,1898.3766484233786,100,collapsed,free_v
729,9.0,5572.06461575791,100,collapsed,free_v
730,8.0,4107.784686753979,100,collapsed,free_v
731,5.0,2097.0228257277513,100,collapsed,free_v
732,6.0,1722.0447248088844,100,collapsed,free_v
733,7.0,2222.8252884365925,100,collapsed,free_v
734,10.0,1649.8809974654266,100,collapsed,free_v
735,7.0,2299.979712082148,100,collapsed,free_v
736,6.0,7098.957168968964,100,collapsed,free_v
737,6.0,2246.9509105194893,100,collapsed,free_v
738,11.0,2181.8769928234465,100,collapsed,free_v
739,8.0,1757.0255350194686,100,collapsed,free_v
740,10.0,2281.283286202941,100,collapsed,free_v
741,7.0,108631.53955609912,100,collapsed,free_v
742,10.0,1835.3066042783105,100,collapsed,free_v
743,5.0,2218.770194503003,100,collapsed,free_v
744,12.0,2630.58447086898,100,collapsed,free_v
745,6.0,2338.5589965392983,100,collapsed,free_v
746,6.0,1749.3306023090001,100,collapsed,free_v
747,9.0,4188.806380624131,100,collapsed,free_v
748,8.0,2735.9357706063283,100,collapsed,free_v
749,9.0,2346.771891174272,100,collapsed,free_v
750,7.0,15264.20360123675,100,collapsed,free_v
751,14.0,2012.8629264006638,100,collapsed,free_v
752,7.0,1963.4922924597506,100,collapsed,free_v
753,8.0,1949.4941599308518,100,collapsed,free_v
754,7.0,2074.787410490963,100,collapsed,free_v
755,7.0,2320.060579441895,100,collapsed,free_v
756,8.0,2032.2126649899228,100,collapsed,free_v
757,8.0,1968.5407782995053,100,collapsed,free_v
758,6.0,1716.2277404473368,100,collapsed,free_v
759,8.0,1914.8184747903788,100,collapsed,free_v
760,6.0,2122.2522326831113,100,collapsed,free_v
761,6.0,2211.981922374732,100,collapsed,free_v
762,7.0,2075.050708315332,100,collapsed,free_v
763,6.0,2046.508242719281,100,collapsed,free_v
764,6.0,1771.8181180257639,100,collapsed,free_v
765,7.0,2276.3587587402903,100,collapsed,free_v
766,12.0,68989.34072218729,100,collapsed,free_v
767,8.0,1846.6477366788079,100,collapsed,free_v
768,6.0,2335.9370540081577,100,collapsed,free_v
769,10.0,36781.594493189965,100,collapsed,free_v
770,8.0,1839.6894620389216,100,collapsed,free_v
771,10.0,2282.03759773516,100,collapsed,free_v
772,6.0,2102.608299525974,100,collapsed,free_v
773,8.0,3358.4150611122136,100,collapsed,free_v
774,11.0,2063.1530339336946,100,collapsed,free_v
775,7.0,2031.5267873177659,100,collapsed,free_v
776,9.0,106087946.81536584,100,collapsed,free_v
777,7.0,2244.984474005048,100,collapsed,free_v
778,10.0,2258.6264430911856,100,collapsed,free_v
779,6.0,2697.765871381833,100,collapsed,free_v
780,6.0,3131.828562988968,100,collapsed,free_v
781,7.0,2010.9019320858545,100,collapsed,free_v
782,10.0,2057.497885672264,100,collapsed,free_v
783,9.0,2177.1213724570407,100,collapsed,free_v
784,7.0,2491.270126357394,100,collapsed,free_v
785,7.0,2406.725775417659,100,collapsed,free_v
786,8.0,1787.5903488417323,100,collapsed,free_v
787,11.0,1651.5723589461904,100,collapsed,free_v
788,10.0,1623.6588854592862,100,collapsed,free_v
789,10.0,2282.734179017908,100,collapsed,free_v
790,6.0,1901.668136160159,100,collapsed,free_v
791,9.0,1862.922608032113,100,collapsed,free_v
792,9.0,1911.8618251832372,100,collapsed,free_v
793,6.0,2174.9656748814136,100,collapsed,free_v
794,7.0,2140.2385959384123,100,collapsed,free_v
795,7.0,4919.8435625309585,100,collapsed,free_v
796,8.0,2367.707950968961,100,collapsed,free_v
797,7.0,1474.5190827822473,100,collapsed,free_v
798,8.0,1995.846553481747,100,collapsed,free_v
799,6.0,1968.5467546380933,100,collapsed,free_v
800,7.0,5067.896128169545,250,collapsed,free_v
801,10.0,5701.0167232859385,250,collapsed,free_v
802,9.0,5299.977025530779,250,collapsed,free_v
803,9.0,4822.295436058553,250,collapsed,free_v
804,13.0,5222.919665013583,250,collapsed,free_v
805,8.0,5382.461614229404,250,collapsed,free_v
806,7.0,6430.274270072685,250,collapsed,free_v
807,7.0,5085.880597547849,250,collapsed,free_v
808,9.0,5330.845955644902,250,collapsed,free_v
809,10.0,5255.111853494356,250,collapsed,free_v
810,8.0,4872.104302809387,250,collapsed,free_v
811,7.0,5644.961492479271,250,collapsed,free_v
812,9.0,5175.44194831416,250,collapsed,free_v
813,13.0,4985.4708633416585,250,collapsed,free_v
814,10.0,5948.83632862115,250,collapsed,free_v
815,13.0,5544.610497946112,250,collapsed,free_v
816,8.0,4511.974005172498,250,collapsed,free_v
817,7.0,5493.2247312353165,250,collapsed,free_v
818,8.0,5536.805551465392,250,collapsed,free_v
819,9.0,4802.7433699895155,250,collapsed,free_v
820,7.0,4734.067503646792,250,collapsed,free_v
821,10.0,5021.50554209057,250,collapsed,free_v
822,11.0,4928.4325000888775,250,collapsed,free_v
823,7.0,5095.838361685779,250,collapsed,free_v
824,8.0,5411.837418792129,250,collapsed,free_v
825,8.0,7013.049174300239,250,collapsed,free_v
826,7.0,5015.977942197152,250,collapsed,free_v
827,8.0,5539.805618645131,250,collapsed,free_v
828,8.0,4918.752863042492,250,collapsed,free_v
829,8.0,4889.781247256145,250,collapsed,free_v
830,9.0,5000.5988899508875,250,collapsed,free_v
831,8.0,4813.629233376105,250,collapsed,free_v
832,8.0,5161.5990945442045,250,collapsed,free_v
833,8.0,5446.558331110365,250,collapsed,free_v
834,8.0,5410.731568516072,250,collapsed,free_v
835,9.0,4886.91777993358,250,collapsed,free_v
836,7.0,4862.6983687915,250,collapsed,free_v
837,10.0,4848.94615617973,250,collapsed,free_v
838,8.0,6046.561801310287,250,collapsed,free_v
839,8.0,5200.6296845636925,250,collapsed,free_v
840,9.0,5992.244210310542,250,collapsed,free_v
841,8.0,5319.241483909119,250,collapsed,free_v
842,8.0,5641.82460526924,250,collapsed,free_v
843,8.0,5488.514483001622,250,collapsed,free_v
844,12.0,5410.8729208985305,250,collapsed,free_v
845,8.0,5116.286997018044,250,collapsed,free_v
846,8.0,5544.0896973898325,250,collapsed,free_v
847,9.0,5380.639135690136,250,collapsed,free_v
848,15.0,4627.9059788095665,250,collapsed,free_v
849,7.0,5508.730419393112,250,collapsed,free_v
850,9.0,5257.612005767901,250,collapsed,free_v
851,8.0,6912.491295651009,250,collapsed,free_v
852,8.0,4964.407712579725,250,collapsed,free_v
853,9.0,5141.832222567937,250,collapsed,free_v
854,8.0,4570.087264678579,250,collapsed,free_v
855,8.0,5294.766274076044,250,collapsed,free_v
856,8.0,4782.682093862147,250,collapsed,free_v
857,9.0,4633.206831032905,250,collapsed,free_v
858,7.0,4770.089326470832,250,collapsed,free_v
859,8.0,4825.579357169929,250,collapsed,free_v
860,11.0,5022.092997640754,250,collapsed,free_v
861,8.0,4988.942490481041,250,collapsed,free_v
862,8.0,5422.2624384680275,250,collapsed,free_v
863,10.0,5141.0284782240715,250,collapsed,free_v
864,11.0,4952.665895905078,250,collapsed,free_v
865,8.0,4316.077591342209,250,collapsed,free_v
866,8.0,4920.734907296795,250,collapsed,free_v
867,8.0,5438.544872034273,250,collapsed,free_v
868,8.0,4854.716110611352,250,collapsed,free_v
869,10.0,4851.8381136287635,250,collapsed,free_v
870,10.0,5390.109275229889,250,collapsed,free_v
871,8.0,4368.015076294645,250,collapsed,free_v
872,10.0,5206.329699138335,250,collapsed,free_v
873,8.0,5569.072586072871,250,collapsed,free_v
874,7.0,5120.178721142636,250,collapsed,free_v
875,9.0,4702.101468364095,250,collapsed,free_v
876,9.0,5750.981540850189,250,collapsed,free_v
877,9.0,4777.606183509675,250,collapsed,free_v
878,9.0,5300.294554900601,250,collapsed,free_v
879,8.0,5628.7283950109695,250,collapsed,free_v
880,8.0,8870.69419898187,250,collapsed,free_v
881,8.0,4867.849250805336,250,collapsed,free_v
882,9.0,5040.9694543992955,250,collapsed,free_v
883,10.0,5377.992977608471,250,collapsed,free_v
884,7.0,5455.673571223448,250,collapsed,free_v
885,8.0,5973.545171514344,250,collapsed,free_v
886,8.0,6281.043795768627,250,collapsed,free_v
887,7.0,4994.363733233034,250,collapsed,free_v
888,9.0,5080.633680207021,250,collapsed,free_v
889,9.0,5099.367713341183,250,collapsed,free_v
890,10.0,8548947.331203066,250,collapsed,free_v
891,10.0,5423.424056858475,250,collapsed,free_v
892,14.0,4889.599764550358,250,collapsed,free_v
893,10.0,4671.647197799894,250,collapsed,free_v
894,9.0,5406.263311427483,250,collapsed,free_v
895,10.0,5482.467930395008,250,collapsed,free_v
896,9.0,4340.984245716149,250,collapsed,free_v
897,8.0,6181.570357873346,250,collapsed,free_v
898,10.0,4934.994668686365,250,collapsed,free_v
899,14.0,4936.308490397744,250,collapsed,free_v
900,7.0,10910.689952977971,500,collapsed,free_v
901,7.0,10860.65635459717,500,collapsed,free_v
902,10.0,9889.591784035092,500,collapsed,free_v
903,7.0,10576.895824013554,500,collapsed,free_v
904,8.0,9648.603791390968,500,collapsed,free_v
905,7.0,10680.615659793071,500,collapsed,free_v
906,12.0,153718.91497074923,500,collapsed,free_v
907,11.0,2521207.6968922657,500,collapsed,free_v
908,13.0,10527.006038456106,500,collapsed,free_v
909,10.0,11028.695755596664,500,collapsed,free_v
910,12.0,10126.362411071523,500,collapsed,free_v
911,9.0,10641.591713252097,500,collapsed,free_v
912,9.0,10944.148991876142,500,collapsed,free_v
913,7.0,9020.060630499891,500,collapsed,free_v
914,10.0,11235.15676639844,500,collapsed,free_v
915,11.0,10577.153364120775,500,collapsed,free_v
916,8.0,9301.972089172661,500,collapsed,free_v
917,8.0,10159.957656117922,500,collapsed,free_v
918,8.0,10285.043108181695,500,collapsed,free_v
919,8.0,9914.817080168785,500,collapsed,free_v
920,8.0,10289.3030287543,500,collapsed,free_v
921,8.0,11844.726649767286,500,collapsed,free_v
922,9.0,9928.08418315138,500,collapsed,free_v
923,8.0,10374.387082352523,500,collapsed,free_v
924,9.0,11259.957098695815,500,collapsed,free_v
925,10.0,10678.940913246495,500,collapsed,free_v
926,12.0,10830.769688430728,500,collapsed,free_v
927,8.0,9537.636380753082,500,collapsed,free_v
928,10.0,11012.749632139432,500,collapsed,free_v
929,8.0,9159.393634671784,500,collapsed,free_v
930,7.0,10557.206049004262,500,collapsed,free_v
931,9.0,11044.896080520894,500,collapsed,free_v
932,11.0,11214.028851164583,500,collapsed,free_v
933,9.0,10935.478991914702,500,collapsed,free_v
934,11.0,55624.705840050556,500,collapsed,free_v
935,10.0,10274.198726730128,500,collapsed,free_v
936,8.0,11648.610788130596,500,collapsed,free_v
937,8.0,9499.075234875263,500,collapsed,free_v
938,8.0,9780.204586620252,500,collapsed,free_v
939,8.0,10492.05627836909,500,collapsed,free_v
940,10.0,9945.17573403672,500,collapsed,free_v
941,9.0,9068.360254040419,500,collapsed,free_v
942,10.0,10370.448838668797,500,collapsed,free_v
943,8.0,10078.225422892148,500,collapsed,free_v
944,8.0,9660.677937443528,500,collapsed,free_v
945,8.0,11113.247205060896,500,collapsed,free_v
946,11.0,15077.389451164603,500,collapsed,free_v
947,9.0,11237.946086687758,500,collapsed,free_v
948,8.0,11003.859603807226,500,collapsed,free_v
949,8.0,10430.207491001656,500,collapsed,free_v
950,8.0,10539.874625268107,500,collapsed,free_v
951,14.0,9227.19988920496,500,collapsed,free_v
952,11.0,10216.557632973656,500,collapsed,free_v
953,10.0,459645614.1461857,500,collapsed,free_v
954,9.0,10515.422472885772,500,collapsed,free_v
955,11.0,10752.659184702434,500,collapsed,free_v
956,8.0,11160.256473887322,500,collapsed,free_v
957,8.0,9733.546659154861,500,collapsed,free_v
958,8.0,10967.098793037492,500,collapsed,free_v
959,8.0,9472.948589979114,500,collapsed,free_v
960,8.0,10734.23278981789,500,collapsed,free_v
961,11.0,1347827.6767878553,500,collapsed,free_v
962,13.0,9812.642422021774,500,collapsed,free_v
963,8.0,10759.765000489015,500,collapsed,free_v
964,14.0,9856.738187884383,500,collapsed,free_v
965,11.0,302855611.7284052,500,collapsed,free_v
966,8.0,10351.669690702834,500,collapsed,free_v
967,8.0,10265.706945876767,500,collapsed,free_v
968,10.0,11019.703132599596,500,collapsed,free_v
969,9.0,10702.484751280188,500,collapsed,free_v
970,9.0,10555.134028456034,500,collapsed,free_v
971,8.0,10515.189287349662,500,collapsed,free_v
972,8.0,11246.785351278151,500,collapsed,free_v
973,9.0,11041.864726347616,500,collapsed,free_v
974,8.0,9748.110431386425,500,collapsed,free_v
975,10.0,9947.622784041456,500,collapsed,free_v
976,8.0,11241.835063598548,500,collapsed,free_v
977,11.0,25543934.800060205,500,collapsed,free_v
978,9.0,9974.43772343454,500,collapsed,free_v
979,8.0,9630.139282001484,500,collapsed,free_v
980,8.0,10517.403577084406,500,collapsed,free_v
981,9.0,9495.095395036,500,collapsed,free_v
982,8.0,9613.440661776713,500,collapsed,free_v
983,9.0,9933.729387982256,500,collapsed,free_v
984,10.0,10211.775385803292,500,collapsed,free_v
985,8.0,10365.872242282052,500,collapsed,free_v
986,9.0,11800.886081790253,500,collapsed,free_v
987,9.0,13463.926867598293,500,collapsed,free_v
988,9.0,10404.015332516,500,collapsed,free_v
989,9.0,10514.868580773846,500,collapsed,free_v
990,8.0,10329.12224847508,500,collapsed,free_v
991,9.0,10869.963749197377,500,collapsed,free_v
992,9.0,8658.68888579602,500,collapsed,free_v
993,8.0,10325.445943554792,500,collapsed,free_v
994,9.0,11906.366000818243,500,collapsed,free_v
995,8.0,10429.036665525073,500,collapsed,free_v
996,8.0,10448.567701731698,500,collapsed,free_v
997,8.0,10178.416944988725,500,collapsed,free_v
998,8.0,11196.372761238068,500,collapsed,free_v
999,8.0,9377.218183463156,500,collapsed,free_v
1000,9.0,22255.290627250582,1000,collapsed,free_v
1001,9.0,21544.965900807176,1000,collapsed,free_v
1002,10.0,19770.28878863394,1000,collapsed,free_v
1003,8.0,19662.824721864356,1000,collapsed,free_v
1004,10.0,18525.01161455295,1000,collapsed,free_v
1005,16.0,20772.446902119293,1000,collapsed,free_v
1006,9.0,20489.364873356302,1000,collapsed,free_v
1007,9.0,20571.937725601463,1000,collapsed,free_v
1008,9.0,21309.130180158973,1000,collapsed,free_v
1009,15.0,21980.301935199877,1000,collapsed,free_v
1010,9.0,23528.317405355163,1000,collapsed,free_v
1011,9.0,18678.489847719607,1000,collapsed,free_v
1012,9.0,20717.470397815032,1000,collapsed,free_v
1013,10.0,27835.758700143087,1000,collapsed,free_v
1014,9.0,20801.356569448395,1000,collapsed,free_v
1015,10.0,24278.750349229245,1000,collapsed,free_v
1016,9.0,22024.346577702676,1000,collapsed,free_v
1017,9.0,21300.354190741713,1000,collapsed,free_v
1018,10.0,20683.791577521544,1000,collapsed,free_v
1019,9.0,21386.50717992209,1000,collapsed,free_v
1020,9.0,21180.47436407266,1000,collapsed,free_v
1021,10.0,21390.788027431245,1000,collapsed,free_v
1022,8.0,20026.054909746796,1000,collapsed,free_v
1023,9.0,22509.18655882344,1000,collapsed,free_v
1024,9.0,21249.52229626057,1000,collapsed,free_v
1025,8.0,22110.382754064387,1000,collapsed,free_v
1026,9.0,22069.30790499345,1000,collapsed,free_v
1027,12.0,21430.0818252674,1000,collapsed,free_v
1028,10.0,159140.94267093815,1000,collapsed,free_v
1029,9.0,21618.81692035099,1000,collapsed,free_v
1030,11.0,151760.71481054675,1000,collapsed,free_v
1031,9.0,21245.730221248174,1000,collapsed,free_v
1032,11.0,21837.932480599033,1000,collapsed,free_v
1033,9.0,22485.167562075698,1000,collapsed,free_v
1034,9.0,20202.958016516277,1000,collapsed,free_v
1035,9.0,21824.11562768229,1000,collapsed,free_v
1036,8.0,21201.168707925855,1000,collapsed,free_v
1037,9.0,21071.480341538016,1000,collapsed,free_v
1038,10.0,21213.16923856589,1000,collapsed,free_v
1039,11.0,20315.453426225704,1000,collapsed,free_v
1040,9.0,22585.318618958652,1000,collapsed,free_v
1041,9.0,20907.312303212722,1000,collapsed,free_v
1042,11.0,24851.913839167086,1000,collapsed,free_v
1043,10.0,22079.47315991988,1000,collapsed,free_v
1044,9.0,20743.882030219123,1000,collapsed,free_v
1045,9.0,22311.249769300866,1000,collapsed,free_v
1046,10.0,20612.40908972035,1000,collapsed,free_v
1047,15.0,20044.155698637907,1000,collapsed,free_v
1048,9.0,21850.389107774703,1000,collapsed,free_v
1049,15.0,21343.48914626937,1000,collapsed,free_v
1050,10.0,20098.902924999067,1000,collapsed,free_v
1051,9.0,21370.315264830435,1000,collapsed,free_v
1052,11.0,20399.032356765372,1000,collapsed,free_v
1053,10.0,19109.44750604725,1000,collapsed,free_v
1054,8.0,19980.589018057028,1000,collapsed,free_v
1055,8.0,19594.682980009944,1000,collapsed,free_v
1056,9.0,21619.46053110729,1000,collapsed,free_v
1057,9.0,20722.321798834175,1000,collapsed,free_v
1058,9.0,22498.900999533336,1000,collapsed,free_v
1059,10.0,21551.787797961937,1000,collapsed,free_v
1060,9.0,21380.328198460436,1000,collapsed,free_v
1061,8.0,20461.021071464795,1000,collapsed,free_v
1062,9.0,21111.23143655794,1000,collapsed,free_v
1063,9.0,22113.455126685974,1000,collapsed,free_v
1064,8.0,19202.53801932573,1000,collapsed,free_v
1065,10.0,21308.497034787375,1000,collapsed,free_v
1066,9.0,19608.723393567863,1000,collapsed,free_v
1067,10.0,19260.973883306367,1000,collapsed,free_v
1068,11.0,21871.67997844517,1000,collapsed,free_v
1069,9.0,20882.555748590647,1000,collapsed,free_v
1070,9.0,21539.720297903623,1000,collapsed,free_v
1071,10.0,21136.311016121184,1000,collapsed,free_v
1072,11.0,18679.997503560553,1000,collapsed,free_v
1073,12.0,21911.81461013615,1000,collapsed,free_v
1074,9.0,20375.300287064652,1000,collapsed,free_v
1075,11.0,39840.5371169822,1000,collapsed,free_v
1076,11.0,20927.577721059915,1000,collapsed,free_v
1077,10.0,21367.907409024265,1000,collapsed,free_v
1078,9.0,21129.71069164237,1000,collapsed,free_v
1079,8.0,21557.391042111667,1000,collapsed,free_v
1080,9.0,21753.30379633066,1000,collapsed,free_v
1081,9.0,21954.190069697586,1000,collapsed,free_v
1082,7.0,20029.4319288976,1000,collapsed,free_v
1083,11.0,486407145.3106654,1000,collapsed,free_v
1084,9.0,21409.04007297647,1000,collapsed,free_v
1085,9.0,19174.408027966743,1000,collapsed,free_v
1086,9.0,21271.070379708777,1000,collapsed,free_v
1087,10.0,17671.85297875922,1000,collapsed,free_v
1088,8.0,18594.884938204294,1000,collapsed,free_v
1089,10.0,22070.32346930679,1000,collapsed,free_v
1090,9.0,21955.040485742917,1000,collapsed,free_v
1091,9.0,20934.18413721966,1000,collapsed,free_v
1092,9.0,20396.737049475498,1000,collapsed,free_v
