,t,dist,I,coll,var
43,11.0,1818.0629783826034,50,collapsed,fixed
44,12.0,1785.2952177969414,50,collapsed,fixed
45,14.0,1836.8159984955596,50,collapsed,fixed
46,14.0,2082.8792538698935,50,collapsed,fixed
47,11.0,1958.7001759340053,50,collapsed,fixed
48,13.0,2093.3039100888,50,collapsed,fixed
49,12.0,1746.8685207762271,50,collapsed,fixed
50,12.0,1423.9305487126985,50,collapsed,fixed
51,12.0,1998.5657330890776,50,collapsed,fixed
52,14.0,1850.7269921410932,50,collapsed,fixed
53,12.0,1914.4100704260875,50,collapsed,fixed
54,12.0,2199.82345903175,50,collapsed,fixed
55,12.0,1730.3849686759763,50,collapsed,fixed
56,13.0,1428.5703257271675,50,collapsed,fixed
57,11.0,1902.0083173411654,50,collapsed,fixed
58,11.0,1721.9758218670574,50,collapsed,fixed
59,15.0,1950.294541985102,50,collapsed,fixed
60,13.0,1553.0623739758482,50,collapsed,fixed
61,12.0,1486.8868370421656,50,collapsed,fixed
62,12.0,1787.5154643865917,50,collapsed,fixed
63,11.0,1913.4238029101125,50,collapsed,fixed
64,11.0,1829.5324256354613,50,collapsed,fixed
65,15.0,2014.6399639759738,50,collapsed,fixed
66,13.0,2026.9877871207989,50,collapsed,fixed
67,11.0,1436.329520433649,50,collapsed,fixed
68,13.0,1658.9116168962357,50,collapsed,fixed
69,12.0,1604.8105292908886,50,collapsed,fixed
70,15.0,1716.1554457111151,50,collapsed,fixed
71,13.0,1719.760912603512,50,collapsed,fixed
72,12.0,1620.1371405646612,50,collapsed,fixed
73,12.0,1998.9981950878152,50,collapsed,fixed
74,12.0,1837.6632545622904,50,collapsed,fixed
75,14.0,1777.9191365254273,50,collapsed,fixed
76,13.0,2201.3306595264216,50,collapsed,fixed
77,13.0,1775.0159723512334,50,collapsed,fixed
78,12.0,2249.8403533205164,50,collapsed,fixed
79,12.0,2020.0728594573588,50,collapsed,fixed
80,13.0,1679.2270964972442,50,collapsed,fixed
81,17.0,1488.7485954037227,50,collapsed,fixed
82,10.0,1657.6759733941692,50,collapsed,fixed
83,12.0,1725.0455814428622,50,collapsed,fixed
84,14.0,2053.064651720114,50,collapsed,fixed
85,12.0,1910.752397513188,50,collapsed,fixed
86,13.0,1894.0291755920634,50,collapsed,fixed
87,11.0,1707.823704707091,50,collapsed,fixed
88,12.0,1972.9990929295946,50,collapsed,fixed
89,11.0,1606.4015555913018,50,collapsed,fixed
90,12.0,1622.6307845482931,50,collapsed,fixed
91,19.0,1803.8393746398942,50,collapsed,fixed
92,12.0,1557.9110742213434,50,collapsed,fixed
93,11.0,2042.3362120690642,50,collapsed,fixed
94,13.0,1905.1281600822938,50,collapsed,fixed
95,12.0,1665.8827396774286,50,collapsed,fixed
96,12.0,2180.016423008081,50,collapsed,fixed
97,11.0,1828.0280107275933,50,collapsed,fixed
98,12.0,1932.4977852743275,50,collapsed,fixed
99,11.0,1750.406210122702,50,collapsed,fixed
100,10.0,3465.195062359733,100,collapsed,fixed
101,10.0,3340.0097712287657,100,collapsed,fixed
102,9.0,3139.883994398172,100,collapsed,fixed
103,8.0,3371.004901873361,100,collapsed,fixed
104,8.0,3468.522219989776,100,collapsed,fixed
105,10.0,3089.917813929816,100,collapsed,fixed
106,10.0,3331.263078548234,100,collapsed,fixed
107,10.0,3215.5354919851466,100,collapsed,fixed
108,13.0,3201.3809026785925,100,collapsed,fixed
109,9.0,3222.6515964871164,100,collapsed,fixed
110,9.0,3334.163554155362,100,collapsed,fixed
111,9.0,3505.539292650904,100,collapsed,fixed
112,10.0,3179.086507691278,100,collapsed,fixed
113,10.0,2920.4209581907444,100,collapsed,fixed
114,10.0,3787.135081641963,100,collapsed,fixed
115,10.0,3377.2050478179185,100,collapsed,fixed
116,10.0,3545.699618116021,100,collapsed,fixed
117,9.0,3065.4358724784383,100,collapsed,fixed
118,10.0,3191.733525807885,100,collapsed,fixed
119,11.0,3439.033149728846,100,collapsed,fixed
120,9.0,3037.1626515934277,100,collapsed,fixed
121,9.0,3381.183678121749,100,collapsed,fixed
122,8.0,3249.751978506815,100,collapsed,fixed
123,10.0,3635.22546096446,100,collapsed,fixed
124,10.0,3262.815227402399,100,collapsed,fixed
125,8.0,3017.5091951292707,100,collapsed,fixed
126,10.0,3707.7780395813243,100,collapsed,fixed
127,10.0,4073.958489558682,100,collapsed,fixed
128,10.0,3149.8841810194795,100,collapsed,fixed
129,10.0,3138.562441834723,100,collapsed,fixed
130,10.0,3866.5587500774936,100,collapsed,fixed
131,10.0,3480.2133140915807,100,collapsed,fixed
132,10.0,3524.3453713958397,100,collapsed,fixed
133,9.0,3360.1514733642093,100,collapsed,fixed
134,9.0,3366.2923368495785,100,collapsed,fixed
135,10.0,2800.731521558605,100,collapsed,fixed
136,9.0,3909.3042643304307,100,collapsed,fixed
137,10.0,3706.9991571508826,100,collapsed,fixed
138,9.0,2998.843529723075,100,collapsed,fixed
139,10.0,3406.661630721952,100,collapsed,fixed
140,10.0,3635.3542709013027,100,collapsed,fixed
141,10.0,3778.156980528455,100,collapsed,fixed
142,10.0,3501.376831243543,100,collapsed,fixed
143,9.0,3424.6565183562766,100,collapsed,fixed
144,9.0,2683.319871785941,100,collapsed,fixed
145,10.0,3048.192327122777,100,collapsed,fixed
146,10.0,3313.1263287723823,100,collapsed,fixed
147,10.0,3263.0285236933105,100,collapsed,fixed
148,9.0,3796.116921570544,100,collapsed,fixed
149,9.0,3003.3385150174754,100,collapsed,fixed
150,10.0,3155.950876857589,100,collapsed,fixed
151,9.0,3602.701051853073,100,collapsed,fixed
152,8.0,3392.111910328949,100,collapsed,fixed
153,10.0,3399.287349786097,100,collapsed,fixed
154,10.0,3785.399729600658,100,collapsed,fixed
155,11.0,3795.5875027993384,100,collapsed,fixed
156,11.0,3319.902943555563,100,collapsed,fixed
157,10.0,3619.290310677996,100,collapsed,fixed
158,10.0,3371.366396840825,100,collapsed,fixed
159,10.0,3142.078716403356,100,collapsed,fixed
160,9.0,3936.5889955329185,100,collapsed,fixed
161,10.0,3369.0722566145873,100,collapsed,fixed
162,10.0,3070.6441850387264,100,collapsed,fixed
163,9.0,3433.9165058257154,100,collapsed,fixed
164,10.0,3327.4093601299087,100,collapsed,fixed
165,9.0,2993.926157862146,100,collapsed,fixed
166,9.0,3002.459493031419,100,collapsed,fixed
167,11.0,3336.057351006335,100,collapsed,fixed
168,9.0,3560.1222063059695,100,collapsed,fixed
169,8.0,3232.096441090103,100,collapsed,fixed
170,9.0,3303.7176659395823,100,collapsed,fixed
171,8.0,3554.267101233446,100,collapsed,fixed
172,10.0,3506.8889998260993,100,collapsed,fixed
173,9.0,3382.642108692394,100,collapsed,fixed
174,9.0,3034.9786811426825,100,collapsed,fixed
175,11.0,3583.371494550336,100,collapsed,fixed
176,9.0,3837.3583862708806,100,collapsed,fixed
177,9.0,3667.4996191610544,100,collapsed,fixed
178,10.0,2723.4294181455707,100,collapsed,fixed
179,9.0,3353.403253118928,100,collapsed,fixed
180,10.0,3422.0636916106123,100,collapsed,fixed
181,8.0,3654.2241737732384,100,collapsed,fixed
182,9.0,3155.357380721895,100,collapsed,fixed
183,10.0,3386.5318891144593,100,collapsed,fixed
184,10.0,3344.722060816722,100,collapsed,fixed
185,9.0,3010.2053398503645,100,collapsed,fixed
186,9.0,3142.189712930826,100,collapsed,fixed
187,10.0,3016.015012249038,100,collapsed,fixed
188,9.0,3403.523364978352,100,collapsed,fixed
189,11.0,3246.1151357616704,100,collapsed,fixed
190,10.0,3376.08362358085,100,collapsed,fixed
191,10.0,3425.639671856866,100,collapsed,fixed
192,9.0,3286.2189478267137,100,collapsed,fixed
193,10.0,3785.297167206277,100,collapsed,fixed
194,10.0,3771.183324964846,100,collapsed,fixed
195,9.0,3164.0120078098957,100,collapsed,fixed
196,10.0,3485.7295629217665,100,collapsed,fixed
197,8.0,3295.821884079005,100,collapsed,fixed
198,9.0,3949.145658841126,100,collapsed,fixed
199,9.0,3159.4055863688404,100,collapsed,fixed
200,7.0,7710.459537541831,250,collapsed,fixed
201,7.0,7800.221512368884,250,collapsed,fixed
202,7.0,7581.885731270486,250,collapsed,fixed
203,7.0,8036.575750124797,250,collapsed,fixed
204,7.0,6526.21341237815,250,collapsed,fixed
205,7.0,7683.16448174224,250,collapsed,fixed
206,7.0,8318.506312983076,250,collapsed,fixed
207,7.0,7648.427837096871,250,collapsed,fixed
208,7.0,7555.366276143969,250,collapsed,fixed
209,7.0,8045.400387920225,250,collapsed,fixed
210,7.0,8603.546045963387,250,collapsed,fixed
211,7.0,8604.743724428015,250,collapsed,fixed
212,8.0,7810.234942231202,250,collapsed,fixed
213,7.0,7845.688745137759,250,collapsed,fixed
214,7.0,7693.791590563318,250,collapsed,fixed
215,7.0,8204.628358141055,250,collapsed,fixed
216,7.0,7898.061555976251,250,collapsed,fixed
217,7.0,7496.412554084713,250,collapsed,fixed
218,8.0,7989.398318364239,250,collapsed,fixed
219,7.0,8086.9861660300285,250,collapsed,fixed
220,7.0,7537.0097846376,250,collapsed,fixed
221,7.0,7388.47964001465,250,collapsed,fixed
222,7.0,8209.412256512402,250,collapsed,fixed
223,6.0,8127.822027516395,250,collapsed,fixed
224,7.0,7758.35997173061,250,collapsed,fixed
225,7.0,8337.145321833963,250,collapsed,fixed
226,6.0,8364.167846569388,250,collapsed,fixed
227,7.0,7565.728773024972,250,collapsed,fixed
228,7.0,7309.724467857494,250,collapsed,fixed
229,8.0,7185.342667758778,250,collapsed,fixed
230,7.0,7269.609485580533,250,collapsed,fixed
231,7.0,7088.3961718657265,250,collapsed,fixed
232,7.0,7778.546935794426,250,collapsed,fixed
233,7.0,8261.791118715153,250,collapsed,fixed
234,6.0,7921.35801234681,250,collapsed,fixed
235,7.0,8307.970795281895,250,collapsed,fixed
236,7.0,7497.832414999946,250,collapsed,fixed
237,7.0,7557.802048296625,250,collapsed,fixed
238,7.0,8015.737274608466,250,collapsed,fixed
239,7.0,7378.134635045612,250,collapsed,fixed
240,7.0,7602.103198060765,250,collapsed,fixed
241,7.0,7207.104801453875,250,collapsed,fixed
242,7.0,7353.7780866224775,250,collapsed,fixed
243,6.0,7465.149299777112,250,collapsed,fixed
244,6.0,7708.821479771906,250,collapsed,fixed
245,7.0,7456.629731108646,250,collapsed,fixed
246,7.0,7810.028188527358,250,collapsed,fixed
247,7.0,7760.789898337031,250,collapsed,fixed
248,7.0,7867.164214098464,250,collapsed,fixed
249,7.0,8310.211315153148,250,collapsed,fixed
250,7.0,8179.871527808306,250,collapsed,fixed
251,7.0,7641.30785605937,250,collapsed,fixed
252,7.0,8354.970164979122,250,collapsed,fixed
253,7.0,8266.606845454491,250,collapsed,fixed
254,7.0,7874.6084073435895,250,collapsed,fixed
255,7.0,8409.333512540461,250,collapsed,fixed
256,6.0,8352.242146842225,250,collapsed,fixed
257,7.0,8274.00284961454,250,collapsed,fixed
258,6.0,7888.208817997818,250,collapsed,fixed
259,8.0,7846.033312919549,250,collapsed,fixed
260,8.0,7879.020363045282,250,collapsed,fixed
261,7.0,7604.604737533747,250,collapsed,fixed
262,6.0,7402.39818687985,250,collapsed,fixed
263,7.0,8070.764986058727,250,collapsed,fixed
264,7.0,7747.15357917808,250,collapsed,fixed
265,7.0,7343.8313727153145,250,collapsed,fixed
266,7.0,8000.891684366004,250,collapsed,fixed
267,7.0,7992.812236426771,250,collapsed,fixed
268,7.0,8363.329635210335,250,collapsed,fixed
269,7.0,7136.323818048265,250,collapsed,fixed
270,7.0,7846.441513942013,250,collapsed,fixed
271,7.0,7535.616008768756,250,collapsed,fixed
272,6.0,7603.237076656906,250,collapsed,fixed
273,7.0,7976.060998104044,250,collapsed,fixed
274,7.0,7953.89542063225,250,collapsed,fixed
275,7.0,8095.2649190089805,250,collapsed,fixed
276,7.0,8073.863509957836,250,collapsed,fixed
277,7.0,7470.882333802094,250,collapsed,fixed
278,7.0,7170.503858948456,250,collapsed,fixed
279,7.0,7565.6852501794665,250,collapsed,fixed
280,6.0,7759.537297938713,250,collapsed,fixed
281,7.0,7520.6792843184,250,collapsed,fixed
282,7.0,7944.066523353929,250,collapsed,fixed
283,7.0,7953.865215267429,250,collapsed,fixed
284,7.0,8240.057248300407,250,collapsed,fixed
285,6.0,8177.103304397414,250,collapsed,fixed
286,7.0,8336.093809919583,250,collapsed,fixed
287,7.0,8657.144293059957,250,collapsed,fixed
288,7.0,7468.6767782299175,250,collapsed,fixed
289,7.0,7707.073441773913,250,collapsed,fixed
290,7.0,8216.277056127516,250,collapsed,fixed
291,7.0,8711.092263319506,250,collapsed,fixed
292,7.0,7760.148188474507,250,collapsed,fixed
293,7.0,7744.500853607016,250,collapsed,fixed
294,8.0,7477.050558316862,250,collapsed,fixed
295,6.0,7994.535213305228,250,collapsed,fixed
296,6.0,8005.873640521358,250,collapsed,fixed
297,7.0,8051.158627604956,250,collapsed,fixed
298,7.0,7470.645225162544,250,collapsed,fixed
299,7.0,7879.840258726054,250,collapsed,fixed
300,6.0,15332.641187472278,500,collapsed,fixed
301,5.0,15104.580850169692,500,collapsed,fixed
302,6.0,15509.65315907977,500,collapsed,fixed
303,6.0,15071.904493395123,500,collapsed,fixed
304,5.0,14662.630002763957,500,collapsed,fixed
305,7.0,14909.548906313721,500,collapsed,fixed
306,7.0,15186.969987645218,500,collapsed,fixed
307,6.0,15277.548429778208,500,collapsed,fixed
308,6.0,14767.032684587824,500,collapsed,fixed
309,6.0,15091.241967934488,500,collapsed,fixed
310,6.0,15180.076395988215,500,collapsed,fixed
311,6.0,14454.011656863524,500,collapsed,fixed
312,6.0,15018.195329969589,500,collapsed,fixed
313,6.0,15172.404622634056,500,collapsed,fixed
314,6.0,15184.055548928229,500,collapsed,fixed
315,6.0,16135.659390593188,500,collapsed,fixed
316,7.0,14093.03435565424,500,collapsed,fixed
317,6.0,15376.666852822527,500,collapsed,fixed
318,6.0,15531.59064427889,500,collapsed,fixed
319,6.0,15373.175949180917,500,collapsed,fixed
320,5.0,15374.872215268766,500,collapsed,fixed
321,6.0,15090.72757883859,500,collapsed,fixed
322,7.0,13975.522063727876,500,collapsed,fixed
323,5.0,16820.0757315148,500,collapsed,fixed
324,6.0,15368.17376306671,500,collapsed,fixed
325,6.0,14636.495022374105,500,collapsed,fixed
326,6.0,16493.4761947991,500,collapsed,fixed
327,6.0,15143.216917609021,500,collapsed,fixed
328,6.0,15702.217414637553,500,collapsed,fixed
329,6.0,15700.268833169264,500,collapsed,fixed
330,5.0,16140.439186213467,500,collapsed,fixed
331,6.0,16117.717593501055,500,collapsed,fixed
332,6.0,14413.495727750174,500,collapsed,fixed
333,6.0,15169.86224352265,500,collapsed,fixed
334,6.0,16115.712150547097,500,collapsed,fixed
335,6.0,14841.407822120069,500,collapsed,fixed
336,9.0,15973.089073235473,500,collapsed,fixed
337,6.0,14990.758132114104,500,collapsed,fixed
338,5.0,15041.629210424211,500,collapsed,fixed
339,6.0,15147.337501920509,500,collapsed,fixed
340,6.0,15014.671961262815,500,collapsed,fixed
341,5.0,14682.04419113124,500,collapsed,fixed
342,5.0,15271.924904046884,500,collapsed,fixed
343,6.0,15354.374578318331,500,collapsed,fixed
344,6.0,15549.912813594481,500,collapsed,fixed
345,5.0,15464.418235251233,500,collapsed,fixed
346,6.0,16129.099317928232,500,collapsed,fixed
347,6.0,15568.29968553434,500,collapsed,fixed
348,6.0,15888.997220856007,500,collapsed,fixed
349,7.0,15650.127917393804,500,collapsed,fixed
350,6.0,14206.95439783081,500,collapsed,fixed
351,5.0,16017.833885847871,500,collapsed,fixed
352,6.0,15027.524462760764,500,collapsed,fixed
353,6.0,14364.085961193827,500,collapsed,fixed
354,5.0,15117.679819431178,500,collapsed,fixed
355,6.0,15059.906892933372,500,collapsed,fixed
356,6.0,13967.031004011844,500,collapsed,fixed
357,6.0,15013.053797389402,500,collapsed,fixed
358,6.0,15102.03808045899,500,collapsed,fixed
359,5.0,15161.686933286515,500,collapsed,fixed
360,6.0,15273.837817095675,500,collapsed,fixed
361,6.0,14710.482615556099,500,collapsed,fixed
362,6.0,15249.718463434636,500,collapsed,fixed
363,6.0,15015.883931142,500,collapsed,fixed
364,6.0,15346.959560966165,500,collapsed,fixed
365,6.0,15822.949850323437,500,collapsed,fixed
366,5.0,15790.800572438828,500,collapsed,fixed
367,6.0,15242.759541164913,500,collapsed,fixed
368,5.0,16221.118066925077,500,collapsed,fixed
369,7.0,15440.18855026971,500,collapsed,fixed
370,6.0,15083.665124904735,500,collapsed,fixed
371,6.0,15227.621403045832,500,collapsed,fixed
372,6.0,16231.40786642431,500,collapsed,fixed
373,6.0,15761.100075275412,500,collapsed,fixed
374,6.0,15787.245251374276,500,collapsed,fixed
375,6.0,15843.698291182889,500,collapsed,fixed
376,6.0,15160.24121446792,500,collapsed,fixed
377,6.0,14912.480163422286,500,collapsed,fixed
378,6.0,15366.274436499147,500,collapsed,fixed
379,5.0,15583.788288165937,500,collapsed,fixed
380,6.0,14787.551404243308,500,collapsed,fixed
381,6.0,14882.432056765932,500,collapsed,fixed
382,6.0,15909.275524916156,500,collapsed,fixed
383,5.0,15831.551119379263,500,collapsed,fixed
384,6.0,15804.832872534482,500,collapsed,fixed
385,6.0,15547.926999105111,500,collapsed,fixed
386,5.0,15678.163039230287,500,collapsed,fixed
387,6.0,15302.78049085554,500,collapsed,fixed
388,6.0,14402.351402945127,500,collapsed,fixed
389,6.0,16266.643105737767,500,collapsed,fixed
390,6.0,15361.155270690171,500,collapsed,fixed
391,6.0,15450.714041548184,500,collapsed,fixed
392,6.0,15515.020594582304,500,collapsed,fixed
393,6.0,15451.543511677062,500,collapsed,fixed
394,6.0,15858.690834574176,500,collapsed,fixed
395,6.0,14619.326808483142,500,collapsed,fixed
396,6.0,15392.799477234275,500,collapsed,fixed
397,6.0,15008.08157213196,500,collapsed,fixed
398,6.0,16157.973873847572,500,collapsed,fixed
399,6.0,16090.045647098174,500,collapsed,fixed
400,6.0,30916.486186252234,1000,collapsed,fixed
401,6.0,30859.912032460372,1000,collapsed,fixed
402,7.0,30647.603777324137,1000,collapsed,fixed
403,6.0,30786.435693170955,1000,collapsed,fixed
404,6.0,30563.15710873951,1000,collapsed,fixed
405,7.0,30083.94073928966,1000,collapsed,fixed
406,6.0,29710.496380930388,1000,collapsed,fixed
407,6.0,29943.041897485753,1000,collapsed,fixed
408,6.0,29869.330139369795,1000,collapsed,fixed
409,6.0,30419.454290736972,1000,collapsed,fixed
410,6.0,29214.69295280607,1000,collapsed,fixed
411,6.0,29949.4826067391,1000,collapsed,fixed
412,6.0,31135.483169262596,1000,collapsed,fixed
413,7.0,30661.632360936062,1000,collapsed,fixed
414,6.0,29884.991341515222,1000,collapsed,fixed
415,6.0,30059.750295707036,1000,collapsed,fixed
416,6.0,29957.565621940998,1000,collapsed,fixed
417,6.0,30997.40862960273,1000,collapsed,fixed
418,6.0,29916.916044839163,1000,collapsed,fixed
419,6.0,29567.27778944284,1000,collapsed,fixed
420,7.0,32256.176406131948,1000,collapsed,fixed
421,6.0,31423.254043525914,1000,collapsed,fixed
422,6.0,29382.662495498374,1000,collapsed,fixed
423,6.0,30267.194312658885,1000,collapsed,fixed
424,6.0,30379.184392243726,1000,collapsed,fixed
425,7.0,30728.26563374212,1000,collapsed,fixed
426,7.0,29243.746169862858,1000,collapsed,fixed
427,6.0,31682.27062583932,1000,collapsed,fixed
428,6.0,30596.99979281706,1000,collapsed,fixed
429,6.0,29393.122887844693,1000,collapsed,fixed
430,6.0,29593.27188554361,1000,collapsed,fixed
431,6.0,30399.299278211285,1000,collapsed,fixed
432,6.0,29278.578205054473,1000,collapsed,fixed
433,6.0,29560.134603348884,1000,collapsed,fixed
434,6.0,30654.77201840036,1000,collapsed,fixed
435,6.0,29174.35376534089,1000,collapsed,fixed
436,7.0,30850.106078220655,1000,collapsed,fixed
437,7.0,31823.54959092603,1000,collapsed,fixed
438,6.0,30180.26989898317,1000,collapsed,fixed
439,6.0,29706.51958198256,1000,collapsed,fixed
440,6.0,30911.739831757255,1000,collapsed,fixed
441,6.0,29004.442156385012,1000,collapsed,fixed
442,6.0,30426.350147260728,1000,collapsed,fixed
443,7.0,30607.32017516586,1000,collapsed,fixed
444,6.0,31676.063537511298,1000,collapsed,fixed
445,7.0,31430.774983630698,1000,collapsed,fixed
446,6.0,30749.84350544623,1000,collapsed,fixed
447,6.0,30820.290686889228,1000,collapsed,fixed
448,7.0,31109.899751494348,1000,collapsed,fixed
449,6.0,30208.509721066424,1000,collapsed,fixed
450,6.0,30462.11957642858,1000,collapsed,fixed
451,6.0,29383.758697793517,1000,collapsed,fixed
452,7.0,31526.477114992467,1000,collapsed,fixed
453,6.0,30153.458770093228,1000,collapsed,fixed
454,6.0,29647.169376083555,1000,collapsed,fixed
455,6.0,28896.378075622062,1000,collapsed,fixed
456,6.0,28866.75972986234,1000,collapsed,fixed
457,6.0,29635.288892565673,1000,collapsed,fixed
458,6.0,29943.518668424706,1000,collapsed,fixed
459,6.0,30004.97561964768,1000,collapsed,fixed
460,6.0,29886.206391060543,1000,collapsed,fixed
461,6.0,30358.906399116364,1000,collapsed,fixed
462,6.0,29557.198316637827,1000,collapsed,fixed
463,6.0,31284.11045388413,1000,collapsed,fixed
464,6.0,30045.812347839477,1000,collapsed,fixed
465,6.0,29729.64894719022,1000,collapsed,fixed
466,6.0,29685.681154904272,1000,collapsed,fixed
467,6.0,30378.706647968735,1000,collapsed,fixed
468,6.0,32224.531464434287,1000,collapsed,fixed
469,6.0,29569.04013441078,1000,collapsed,fixed
470,6.0,30966.061614570463,1000,collapsed,fixed
471,6.0,29841.487887173178,1000,collapsed,fixed
472,7.0,29021.12985970474,1000,collapsed,fixed
473,6.0,30175.311657423983,1000,collapsed,fixed
474,6.0,31938.064765749477,1000,collapsed,fixed
475,6.0,29510.941342207,1000,collapsed,fixed
476,7.0,30254.288148134623,1000,collapsed,fixed
477,6.0,31995.991673883484,1000,collapsed,fixed
478,6.0,29916.704339849304,1000,collapsed,fixed
479,6.0,29078.809243705433,1000,collapsed,fixed
480,6.0,30744.43191551893,1000,collapsed,fixed
481,6.0,30266.842162244324,1000,collapsed,fixed
482,6.0,30350.079289161444,1000,collapsed,fixed
483,7.0,30856.85643854027,1000,collapsed,fixed
484,6.0,31263.43000336059,1000,collapsed,fixed
485,6.0,29052.533009365245,1000,collapsed,fixed
486,6.0,30337.14249643687,1000,collapsed,fixed
487,6.0,30027.756583409016,1000,collapsed,fixed
488,6.0,30200.85427840146,1000,collapsed,fixed
489,6.0,30271.256017460684,1000,collapsed,fixed
490,6.0,30344.868870260656,1000,collapsed,fixed
491,6.0,30138.936370445237,1000,collapsed,fixed
492,6.0,29814.330948184142,1000,collapsed,fixed
493,6.0,31032.796533549565,1000,collapsed,fixed
494,6.0,29257.211764699525,1000,collapsed,fixed
495,6.0,29715.568047410834,1000,collapsed,fixed
496,6.0,30642.70841178281,1000,collapsed,fixed
497,7.0,28621.22099917527,1000,collapsed,fixed
498,6.0,30235.904678428804,1000,collapsed,fixed
499,7.0,29214.90598076237,1000,collapsed,fixed
500,22.0,2049.8286249868897,50,collapsed,free_v
501,11.0,1994.9600496285843,50,collapsed,free_v
502,21.0,64192.14359203319,50,collapsed,free_v
503,11.0,1947.548167441865,50,collapsed,free_v
504,18.0,1564.940480391029,50,collapsed,free_v
505,18.0,2414.661117874607,50,collapsed,free_v
506,15.0,1941.4292865492362,50,collapsed,free_v
507,16.0,370622.88407772395,50,collapsed,free_v
508,17.0,1386.1307751277839,50,collapsed,free_v
509,13.0,1503.6850823078903,50,collapsed,free_v
510,18.0,1931.3297875122114,50,collapsed,free_v
511,15.0,1519.2226142495886,50,collapsed,free_v
512,15.0,2241.3928461808996,50,collapsed,free_v
513,14.0,1693.1712363909817,50,collapsed,free_v
514,15.0,1427.9096651305958,50,collapsed,free_v
515,16.0,2148.4824143605815,50,collapsed,free_v
516,13.0,1449.4482901005206,50,collapsed,free_v
517,11.0,1395.6684144200115,50,collapsed,free_v
518,22.0,2035.646939906756,50,collapsed,free_v
519,15.0,2118.4285314995504,50,collapsed,free_v
520,17.0,1729.236178569084,50,collapsed,free_v
521,15.0,2110.2458651248594,50,collapsed,free_v
522,19.0,132553.70804870725,50,collapsed,free_v
523,14.0,1872.3362106118755,50,collapsed,free_v
524,15.0,1668.148832904031,50,collapsed,free_v
525,21.0,1630.2396599497688,50,collapsed,free_v
526,23.0,1798.4252157592205,50,collapsed,free_v
527,17.0,2041.8041809958095,50,collapsed,free_v
528,18.0,2224979.646444034,50,collapsed,free_v
529,20.0,1604.7158335796046,50,collapsed,free_v
530,17.0,2136.9442966636057,50,collapsed,free_v
531,17.0,2137.987400124017,50,collapsed,free_v
532,29.0,2355.288776410343,50,collapsed,free_v
533,14.0,1746.371614499726,50,collapsed,free_v
534,17.0,5751069.515841851,50,collapsed,free_v
535,13.0,1371.0639030259163,50,collapsed,free_v
536,19.0,2164.178822452084,50,collapsed,free_v
537,18.0,1653.0946061980378,50,collapsed,free_v
538,11.0,1794.6635171978169,50,collapsed,free_v
539,18.0,1584.3085881102845,50,collapsed,free_v
540,16.0,2286.830547234405,50,collapsed,free_v
541,29.0,1610.097403139839,50,collapsed,free_v
542,15.0,1434.204628740919,50,collapsed,free_v
543,14.0,1972.5403382892732,50,collapsed,free_v
544,15.0,1480.6044682836816,50,collapsed,free_v
545,19.0,49313187.19394606,50,collapsed,free_v
546,20.0,2292.470940285392,50,collapsed,free_v
547,17.0,2125.977492664673,50,collapsed,free_v
