Unnamed: 0,t,dist,I,coll,var
549,44.0,1194.9210925661446,50,vanilla,free_v
550,32.0,1131.6949146594102,50,vanilla,free_v
551,38.0,1230.7034078579436,50,vanilla,free_v
552,31.0,1055.937686401525,50,vanilla,free_v
553,36.0,1403.3110507146237,50,vanilla,free_v
554,25.0,1091.5698418608208,50,vanilla,free_v
555,59.0,1209.6408698957712,50,vanilla,free_v
556,17.0,822.0457063548417,50,vanilla,free_v
557,37.0,915.5629319995504,50,vanilla,free_v
558,27.0,1004.555966637546,50,vanilla,free_v
559,19.0,831.675420695369,50,vanilla,free_v
560,102.0,1374.161525770069,50,vanilla,free_v
561,28.0,1296.7375405204684,50,vanilla,free_v
562,470.0,1242.9118630052724,50,vanilla,free_v
563,28.0,868.4171703139363,50,vanilla,free_v
564,43.0,1008.9199324864486,50,vanilla,free_v
565,33.0,1389.7438543580392,50,vanilla,free_v
566,45.0,1008.2643621873988,50,vanilla,free_v
567,36.0,1023.4191550459516,50,vanilla,free_v
568,31.0,1096.4692810954202,50,vanilla,free_v
569,44.0,1379.9838205689,50,vanilla,free_v
570,41.0,1558.832943460145,50,vanilla,free_v
571,26.0,1224.8618991723838,50,vanilla,free_v
572,41.0,1333.0585428047436,50,vanilla,free_v
573,16.0,16641.941080592722,50,vanilla,free_v
574,38.0,919.2219300928566,50,vanilla,free_v
575,34.0,840.7743404207066,50,vanilla,free_v
576,24.0,1220.3389291332253,50,vanilla,free_v
577,44.0,2552.1968024432035,50,vanilla,free_v
578,28.0,1226.0206859744826,50,vanilla,free_v
579,26.0,827.1425847194307,50,vanilla,free_v
580,64.0,1026.212409016831,50,vanilla,free_v
581,36.0,1113.9725476537442,50,vanilla,free_v
582,30.0,998.1499150735148,50,vanilla,free_v
583,43.0,1047.4091577605916,50,vanilla,free_v
584,28.0,1009.8786815960316,50,vanilla,free_v
585,67.0,1129.2743636829605,50,vanilla,free_v
586,27.0,877.1613578001312,50,vanilla,free_v
587,31.0,768.5534008262802,50,vanilla,free_v
588,33.0,3270150964.6356506,50,vanilla,free_v
589,36.0,1039.6989713088306,50,vanilla,free_v
590,38.0,973.2565368681434,50,vanilla,free_v
591,26.0,22325.716240439804,50,vanilla,free_v
592,41.0,1281.071310668598,50,vanilla,free_v
593,22.0,1309.3541388782776,50,vanilla,free_v
594,30.0,933.9213318587418,50,vanilla,free_v
595,29.0,852.2056469718227,50,vanilla,free_v
596,29.0,216224.0051540357,50,vanilla,free_v
597,25.0,1107.8805809710025,50,vanilla,free_v
598,31.0,994.0275445349976,50,vanilla,free_v
599,33.0,940.2401759338468,50,vanilla,free_v
600,71.0,2169.4636188672466,100,vanilla,free_v
601,82.0,2512.67163692466,100,vanilla,free_v
602,52.0,2141.3652293201058,100,vanilla,free_v
603,96.0,2010.314880303125,100,vanilla,free_v
604,85.0,2307.593828983001,100,vanilla,free_v
605,73.0,1953.930799012101,100,vanilla,free_v
606,60.0,2163.916081897707,100,vanilla,free_v
607,49.0,2036.0101723989287,100,vanilla,free_v
608,84.0,2322.9204788961856,100,vanilla,free_v
609,79.0,2403.110739078992,100,vanilla,free_v
610,83.0,1631.3173307377272,100,vanilla,free_v
611,74.0,2331.2766208775943,100,vanilla,free_v
612,57.0,1740.001743914655,100,vanilla,free_v
613,118.0,2253.821038764351,100,vanilla,free_v
614,56.0,2256.331659672121,100,vanilla,free_v
615,90.0,2258.6207103743877,100,vanilla,free_v
616,24.0,1759.7383431656822,100,vanilla,free_v
617,64.0,2275.334343488101,100,vanilla,free_v
618,74.0,2004.8308826334023,100,vanilla,free_v
619,70.0,87619240694.71553,100,vanilla,free_v
620,125.0,2129.342150183837,100,vanilla,free_v
621,82.0,2557.7484501587533,100,vanilla,free_v
622,74.0,2156.347680325723,100,vanilla,free_v
623,76.0,1902.3188812489057,100,vanilla,free_v
624,43.0,2468.991342349831,100,vanilla,free_v
625,72.0,2009.7843714645608,100,vanilla,free_v
626,71.0,1670.7539619114737,100,vanilla,free_v
627,78.0,2181.698008350255,100,vanilla,free_v
628,55.0,1758.2780896359905,100,vanilla,free_v
629,80.0,2016.696716177321,100,vanilla,free_v
630,78.0,3901.678442228215,100,vanilla,free_v
631,67.0,2249.834150649236,100,vanilla,free_v
632,41.0,2034.3188612601136,100,vanilla,free_v
633,83.0,1997.1246719516887,100,vanilla,free_v
634,65.0,2119.8370135278387,100,vanilla,free_v
635,78.0,1856.5800576081456,100,vanilla,free_v
636,66.0,2003.489651241252,100,vanilla,free_v
637,74.0,2158.466187740188,100,vanilla,free_v
638,102.0,1927.493638651595,100,vanilla,free_v
639,94.0,2207.7037776539496,100,vanilla,free_v
640,51.0,2576.692388914063,100,vanilla,free_v
641,62.0,2188.624079480834,100,vanilla,free_v
642,113.0,2287.3495431117035,100,vanilla,free_v
643,131.0,1577.5022764841474,100,vanilla,free_v
644,59.0,1860.5814181835356,100,vanilla,free_v
645,45.0,2131.424399910243,100,vanilla,free_v
646,68.0,1889129.0797429343,100,vanilla,free_v
647,61.0,5598.475871505205,100,vanilla,free_v
648,62.0,2094.113045880672,100,vanilla,free_v
649,44.0,1782.7912976265573,100,vanilla,free_v
650,65.0,2303.449652102396,100,vanilla,free_v
651,122.0,2134.9323046492004,100,vanilla,free_v
652,83.0,2438.159915570392,100,vanilla,free_v
653,74.0,2009.375653204856,100,vanilla,free_v
654,74.0,2318.086881001568,100,vanilla,free_v
655,68.0,2016.9664301085163,100,vanilla,free_v
656,69.0,2109.287729705299,100,vanilla,free_v
657,139.0,2139.4564591049098,100,vanilla,free_v
658,73.0,2154.873636195805,100,vanilla,free_v
659,137.0,2150.773472736172,100,vanilla,free_v
660,55.0,1879.570356505008,100,vanilla,free_v
661,95.0,2134.3477375815414,100,vanilla,free_v
662,119.0,1723.692252152377,100,vanilla,free_v
663,75.0,2114.7530180664003,100,vanilla,free_v
664,88.0,2353.9521376488888,100,vanilla,free_v
665,51.0,2133.1706475387005,100,vanilla,free_v
666,73.0,2257.098387527564,100,vanilla,free_v
667,72.0,2325.824776553984,100,vanilla,free_v
668,67.0,2046.6827846166696,100,vanilla,free_v
669,98.0,2485.0598325297674,100,vanilla,free_v
670,100.0,2291.3760975937844,100,vanilla,free_v
671,34.0,1990.8187006171747,100,vanilla,free_v
672,72.0,2418.730998550144,100,vanilla,free_v
673,72.0,2000.069123586081,100,vanilla,free_v
674,44.0,2064.073924970552,100,vanilla,free_v
675,52.0,2239.060856608181,100,vanilla,free_v
676,89.0,2416.7927442634345,100,vanilla,free_v
677,79.0,2170.6742140796373,100,vanilla,free_v
678,49.0,9092.234214388503,100,vanilla,free_v
679,80.0,1734.8199944595744,100,vanilla,free_v
680,176.0,2405.542362314603,100,vanilla,free_v
681,41.0,19933.723253815504,100,vanilla,free_v
682,117.0,2624.938679790156,100,vanilla,free_v
683,79.0,1937.6759617924884,100,vanilla,free_v
684,77.0,1785.9704013106812,100,vanilla,free_v
685,68.0,1932.933348465477,100,vanilla,free_v
686,59.0,2228.619863393545,100,vanilla,free_v
687,63.0,1914.4082899497257,100,vanilla,free_v
688,91.0,2035.1582107079485,100,vanilla,free_v
689,82.0,2393.519970813504,100,vanilla,free_v
690,69.0,2501.6687206669776,100,vanilla,free_v
691,71.0,2189.048088722944,100,vanilla,free_v
692,78.0,2541.2316867767013,100,vanilla,free_v
693,59.0,2200.5949696160733,100,vanilla,free_v
694,49.0,2211.957219685285,100,vanilla,free_v
695,71.0,1869.322502261134,100,vanilla,free_v
696,60.0,1773.006383996978,100,vanilla,free_v
697,138.0,2471.967403951414,100,vanilla,free_v
698,90.0,2235.698330323441,100,vanilla,free_v
699,84.0,2026.7369296197216,100,vanilla,free_v
700,159.0,4651.739129117796,250,vanilla,free_v
701,165.0,5220.410843339661,250,vanilla,free_v
702,161.0,4616.523977854955,250,vanilla,free_v
703,145.0,5015.205255985889,250,vanilla,free_v
704,200.0,4924.747485033503,250,vanilla,free_v
705,188.0,5486.738803143309,250,vanilla,free_v
706,132.0,4767.8261420242125,250,vanilla,free_v
707,144.0,5066.999590353456,250,vanilla,free_v
708,141.0,5054.807478504316,250,vanilla,free_v
709,121.0,5168.462774029169,250,vanilla,free_v
710,312.0,5310.634788671309,250,vanilla,free_v
711,146.0,5144.089152524551,250,vanilla,free_v
712,304.0,4936.977018700921,250,vanilla,free_v
713,147.0,4515.532866998856,250,vanilla,free_v
714,154.0,4691.337485799069,250,vanilla,free_v
715,183.0,75291633.55273937,250,vanilla,free_v
716,160.0,4767.003570243073,250,vanilla,free_v
717,174.0,5225.9871439407625,250,vanilla,free_v
718,205.0,4948.2576541146,250,vanilla,free_v
719,107.0,5096.60457323799,250,vanilla,free_v
720,181.0,5471.952649928455,250,vanilla,free_v
721,130.0,5449.625890357066,250,vanilla,free_v
722,196.0,4577.161693625834,250,vanilla,free_v
723,187.0,5291.585537720733,250,vanilla,free_v
724,159.0,5312.477541280224,250,vanilla,free_v
725,186.0,5226.987470657942,250,vanilla,free_v
726,150.0,4545.418684728851,250,vanilla,free_v
727,174.0,4958.562417224345,250,vanilla,free_v
728,145.0,5049.221344718843,250,vanilla,free_v
729,199.0,5966.211398875342,250,vanilla,free_v
730,155.0,4803.3048767078535,250,vanilla,free_v
731,105.0,22999.705664858586,250,vanilla,free_v
732,161.0,4428.37181825296,250,vanilla,free_v
733,169.0,5085.204824748745,250,vanilla,free_v
734,173.0,5098.203205928534,250,vanilla,free_v
735,199.0,114922.40874242406,250,vanilla,free_v
736,171.0,4542.483365462318,250,vanilla,free_v
737,185.0,5029.684481069497,250,vanilla,free_v
738,161.0,4698.552760898124,250,vanilla,free_v
739,140.0,4948.975755306718,250,vanilla,free_v
740,180.0,5240.626276374988,250,vanilla,free_v
741,154.0,5266.954329238671,250,vanilla,free_v
742,159.0,4626.591277168171,250,vanilla,free_v
743,157.0,4481.933021310188,250,vanilla,free_v
744,1000.0,7323.919647036821,250,vanilla,free_v
745,157.0,4607.31435936271,250,vanilla,free_v
746,174.0,4567.978440983919,250,vanilla,free_v
747,175.0,5228.372215502051,250,vanilla,free_v
748,163.0,5288.736273103668,250,vanilla,free_v
749,165.0,5185.544959934232,250,vanilla,free_v
750,187.0,4749.769420491901,250,vanilla,free_v
751,336.0,5816.643302053388,250,vanilla,free_v
752,173.0,4706.938239602017,250,vanilla,free_v
753,237.0,5472.997813119649,250,vanilla,free_v
754,178.0,4973.66080874013,250,vanilla,free_v
755,183.0,4687.18942425094,250,vanilla,free_v
756,141.0,5501.369527416287,250,vanilla,free_v
757,197.0,5230.526335798303,250,vanilla,free_v
758,149.0,5171.179948008376,250,vanilla,free_v
759,105.0,4407.08700276913,250,vanilla,free_v
760,169.0,5341.034009016622,250,vanilla,free_v
761,172.0,5339.739605393944,250,vanilla,free_v
762,155.0,5034.020942879732,250,vanilla,free_v
763,190.0,5213.801258201411,250,vanilla,free_v
764,183.0,4745.050694507738,250,vanilla,free_v
765,164.0,5165.108909052863,250,vanilla,free_v
766,119.0,5276.194948044862,250,vanilla,free_v
767,153.0,4632.84435055519,250,vanilla,free_v
768,82.0,5705.081749582995,250,vanilla,free_v
769,151.0,4840.571155342464,250,vanilla,free_v
770,145.0,4670.41911498207,250,vanilla,free_v
771,116.0,4559.536848473264,250,vanilla,free_v
772,117.0,4372.454501724847,250,vanilla,free_v
773,159.0,4989.562025690492,250,vanilla,free_v
774,111.0,5319.18933480075,250,vanilla,free_v
775,198.0,5398.317934060592,250,vanilla,free_v
776,122.0,4797.499215265774,250,vanilla,free_v
777,199.0,5414.70414170016,250,vanilla,free_v
778,147.0,5706.760063889447,250,vanilla,free_v
779,183.0,4699.354862628659,250,vanilla,free_v
780,140.0,5461.412097928209,250,vanilla,free_v
781,135.0,5218.920702785745,250,vanilla,free_v
782,153.0,2176658361.703346,250,vanilla,free_v
783,153.0,4865.2321252412185,250,vanilla,free_v
784,169.0,5509.92618507734,250,vanilla,free_v
785,208.0,4818.382112339906,250,vanilla,free_v
786,189.0,5261.577360891181,250,vanilla,free_v
787,61.0,5134.663293584846,250,vanilla,free_v
788,106.0,5241.4251614817085,250,vanilla,free_v
789,102.0,5070.293917726136,250,vanilla,free_v
790,168.0,5203.390820267748,250,vanilla,free_v
791,160.0,5286.939132967453,250,vanilla,free_v
792,144.0,4500.300593586474,250,vanilla,free_v
793,142.0,5175.827780198429,250,vanilla,free_v
794,118.0,5367.617413680536,250,vanilla,free_v
795,184.0,4866.966954055308,250,vanilla,free_v
796,138.0,5298.875083460104,250,vanilla,free_v
797,169.0,5167.774970497715,250,vanilla,free_v
798,185.0,6210.448153890622,250,vanilla,free_v
799,184.0,5253.23371416665,250,vanilla,free_v
800,346.0,10490.663658581134,500,vanilla,free_v
801,153.0,10482.452191250526,500,vanilla,free_v
802,329.0,9207.811615681529,500,vanilla,free_v
803,454.0,10293.542909970289,500,vanilla,free_v
804,412.0,10328.681009835202,500,vanilla,free_v
805,426.0,9855.54443804166,500,vanilla,free_v
806,335.0,11013.58792158145,500,vanilla,free_v
807,293.0,9776.486509214095,500,vanilla,free_v
808,311.0,9965.639592816906,500,vanilla,free_v
809,336.0,9624.784450662804,500,vanilla,free_v
810,362.0,10173.173880356206,500,vanilla,free_v
811,430.0,9859.597644075762,500,vanilla,free_v
812,393.0,10401.707781547871,500,vanilla,free_v
813,253.0,10128.611591395686,500,vanilla,free_v
814,372.0,9368.801980994824,500,vanilla,free_v
815,194.0,9419.499196355668,500,vanilla,free_v
816,394.0,9074.180306002869,500,vanilla,free_v
817,244.0,9878.701557975077,500,vanilla,free_v
818,436.0,10674.700438662252,500,vanilla,free_v
819,394.0,9625.221729100667,500,vanilla,free_v
820,416.0,10433.851538163664,500,vanilla,free_v
821,481.0,9426.521054891276,500,vanilla,free_v
822,347.0,8983.727436387304,500,vanilla,free_v
823,414.0,10449.83626173975,500,vanilla,free_v
824,530.0,10053.632763086467,500,vanilla,free_v
825,398.0,9184.440691116126,500,vanilla,free_v
826,410.0,10104.686616100404,500,vanilla,free_v
827,452.0,10091.717742217204,500,vanilla,free_v
828,396.0,10656.544830361923,500,vanilla,free_v
829,351.0,9924.040109359144,500,vanilla,free_v
830,391.0,10913.866357221534,500,vanilla,free_v
831,399.0,9731.137704563313,500,vanilla,free_v
832,385.0,10594.82822014042,500,vanilla,free_v
833,745.0,10372.085508466384,500,vanilla,free_v
834,315.0,9961.318323680034,500,vanilla,free_v
835,419.0,10988.610402706903,500,vanilla,free_v
836,590.0,10695.042521541634,500,vanilla,free_v
837,411.0,9643.630373229278,500,vanilla,free_v
838,271.0,10291.838453398876,500,vanilla,free_v
839,389.0,9598.5023967284,500,vanilla,free_v
840,319.0,9574.259617722604,500,vanilla,free_v
841,460.0,8625.08703337984,500,vanilla,free_v
842,396.0,10560.955165223517,500,vanilla,free_v
843,449.0,9776.293216129348,500,vanilla,free_v
844,318.0,10265.768519384488,500,vanilla,free_v
845,373.0,10380.43141089061,500,vanilla,free_v
846,614.0,10415.708839759182,500,vanilla,free_v
847,512.0,10572.782449496568,500,vanilla,free_v
848,385.0,10524.699393310138,500,vanilla,free_v
849,341.0,9753.793296471184,500,vanilla,free_v
850,675.0,9507.084343184615,500,vanilla,free_v
851,404.0,10144.684065968804,500,vanilla,free_v
852,414.0,9947.162312377324,500,vanilla,free_v
853,248.0,10103.784993516823,500,vanilla,free_v
854,372.0,9805.465482661146,500,vanilla,free_v
855,400.0,10227.71574508918,500,vanilla,free_v
856,287.0,10745.079961574358,500,vanilla,free_v
857,579.0,9475.289705958166,500,vanilla,free_v
858,392.0,10719.290580648469,500,vanilla,free_v
859,411.0,9262.948452075763,500,vanilla,free_v
860,441.0,9876.501497938068,500,vanilla,free_v
861,207.0,9585.342465600186,500,vanilla,free_v
862,660.0,10292.649421732847,500,vanilla,free_v
863,329.0,9730.737345140506,500,vanilla,free_v
864,348.0,10085.250435038604,500,vanilla,free_v
865,360.0,10660.057703139824,500,vanilla,free_v
866,432.0,10468.303542093816,500,vanilla,free_v
867,400.0,10071.151279421863,500,vanilla,free_v
868,370.0,10491.850431969857,500,vanilla,free_v
869,378.0,10787.600704184732,500,vanilla,free_v
870,372.0,9898.956519457626,500,vanilla,free_v
871,298.0,9588.932280456736,500,vanilla,free_v
872,742.0,10339.459985688773,500,vanilla,free_v
873,423.0,10581.832137394324,500,vanilla,free_v
874,371.0,9916.833856107618,500,vanilla,free_v
875,365.0,10540.01667274677,500,vanilla,free_v
876,278.0,9813.499134428304,500,vanilla,free_v
877,466.0,9816.860062376718,500,vanilla,free_v
878,423.0,10467.02844746886,500,vanilla,free_v
879,424.0,9889.12141114234,500,vanilla,free_v
880,406.0,10283.23647539109,500,vanilla,free_v
881,229.0,9363.29375165213,500,vanilla,free_v
882,424.0,9878.958424270282,500,vanilla,free_v
883,343.0,10944.481611453222,500,vanilla,free_v
884,317.0,10366.859478335948,500,vanilla,free_v
885,365.0,10003.72994950752,500,vanilla,free_v
886,175.0,9716.134721952949,500,vanilla,free_v
887,356.0,9874.137859381395,500,vanilla,free_v
888,374.0,10259.874678552447,500,vanilla,free_v
889,263.0,12749.427889177232,500,vanilla,free_v
890,447.0,10972.592792289204,500,vanilla,free_v
891,438.0,10306.46547247609,500,vanilla,free_v
892,468.0,9975.592543562703,500,vanilla,free_v
893,622.0,10922.717263068163,500,vanilla,free_v
894,339.0,9546.774385751736,500,vanilla,free_v
895,423.0,9998.835785465051,500,vanilla,free_v
896,319.0,10238.739134278096,500,vanilla,free_v
897,442.0,10994.607788242609,500,vanilla,free_v
898,433.0,10691.79476459679,500,vanilla,free_v
899,257.0,11145.249229065166,500,vanilla,free_v
900,506.0,20112.366486170933,1000,vanilla,free_v
901,702.0,19095.199959281883,1000,vanilla,free_v
902,654.0,19910.289906185066,1000,vanilla,free_v
903,742.0,18233.2757557379,1000,vanilla,free_v
904,735.0,20630.592604501973,1000,vanilla,free_v
905,613.0,19880.57156974916,1000,vanilla,free_v
906,679.0,19104.82528259517,1000,vanilla,free_v
907,775.0,20375.506999040776,1000,vanilla,free_v
908,727.0,21378.495085481987,1000,vanilla,free_v
909,676.0,20107.556281465,1000,vanilla,free_v
910,707.0,19846.18365687542,1000,vanilla,free_v
911,783.0,21180.69155577859,1000,vanilla,free_v
912,565.0,20109.145810889077,1000,vanilla,free_v
913,696.0,19187.90058592055,1000,vanilla,free_v
914,794.0,20167.755459579897,1000,vanilla,free_v
915,827.0,20279.547875987413,1000,vanilla,free_v
916,332.0,18997.216636218436,1000,vanilla,free_v
917,701.0,21480.20271696944,1000,vanilla,free_v
918,573.0,19522.62863124781,1000,vanilla,free_v
919,630.0,19480.772266801807,1000,vanilla,free_v
920,804.0,19347.082961814343,1000,vanilla,free_v
921,703.0,19238.889820756,1000,vanilla,free_v
922,699.0,19090.31384981949,1000,vanilla,free_v
923,534.0,19988.97527281465,1000,vanilla,free_v
924,848.0,19271.59612892585,1000,vanilla,free_v
925,693.0,20089.71420168676,1000,vanilla,free_v
926,1000.0,20838.32577766076,1000,vanilla,free_v
927,478.0,19497.50892613152,1000,vanilla,free_v
928,814.0,20080.391716236827,1000,vanilla,free_v
929,717.0,20266.302540089586,1000,vanilla,free_v
930,769.0,19321.54514124186,1000,vanilla,free_v
931,794.0,19659.281451553485,1000,vanilla,free_v
932,764.0,19283.581368645475,1000,vanilla,free_v
933,792.0,18973.211492295315,1000,vanilla,free_v
934,639.0,19195.91241392947,1000,vanilla,free_v
935,848.0,20254.594445946528,1000,vanilla,free_v
936,713.0,18385.38788780214,1000,vanilla,free_v
937,791.0,19616.405130132876,1000,vanilla,free_v
938,756.0,20588.08812359744,1000,vanilla,free_v
939,811.0,20031.88725483704,1000,vanilla,free_v
940,602.0,19518.87219099162,1000,vanilla,free_v
941,458.0,20932.07563389976,1000,vanilla,free_v
942,1000.0,20367.741198130963,1000,vanilla,free_v
943,659.0,20797.468052465527,1000,vanilla,free_v
944,494.0,20784.228409690262,1000,vanilla,free_v
945,732.0,20105.59562212924,1000,vanilla,free_v
946,842.0,20148.48961979889,1000,vanilla,free_v
947,1000.0,20655.52916896997,1000,vanilla,free_v
948,742.0,20733.75201510129,1000,vanilla,free_v
949,838.0,19204.441655374994,1000,vanilla,free_v
950,858.0,20581.307846942575,1000,vanilla,free_v
951,821.0,19253.682727061987,1000,vanilla,free_v
952,896.0,19858.51735113512,1000,vanilla,free_v
953,571.0,20549.116520901363,1000,vanilla,free_v
954,650.0,21677.71013987827,1000,vanilla,free_v
955,674.0,20601.349174041487,1000,vanilla,free_v
956,521.0,20075.253385817115,1000,vanilla,free_v
957,761.0,20554.7327147382,1000,vanilla,free_v
958,851.0,19981.70832448573,1000,vanilla,free_v
959,874.0,19681.20436362967,1000,vanilla,free_v
960,657.0,18767.45137890417,1000,vanilla,free_v
961,834.0,70799.09174185345,1000,vanilla,free_v
962,603.0,21146.482344128388,1000,vanilla,free_v
963,879.0,20464.85990420317,1000,vanilla,free_v
964,848.0,19998.583945116265,1000,vanilla,free_v
965,715.0,20800.09433608601,1000,vanilla,free_v
966,742.0,19178.393807779263,1000,vanilla,free_v
967,735.0,18785.16777949675,1000,vanilla,free_v
968,689.0,19781.921320928108,1000,vanilla,free_v
969,782.0,19671.52476345471,1000,vanilla,free_v
970,858.0,20809.17138324305,1000,vanilla,free_v
971,814.0,19782.879131294085,1000,vanilla,free_v
972,564.0,18026.100080381544,1000,vanilla,free_v
973,652.0,19218.36112885188,1000,vanilla,free_v
974,702.0,19919.094984330728,1000,vanilla,free_v
975,833.0,18747.381190958647,1000,vanilla,free_v
976,1000.0,20910.772381028877,1000,vanilla,free_v
977,456.0,20439.64531382656,1000,vanilla,free_v
978,731.0,19607.650199838157,1000,vanilla,free_v
979,787.0,19633.578828791564,1000,vanilla,free_v
980,793.0,20972.751199453996,1000,vanilla,free_v
981,796.0,19878.764633347582,1000,vanilla,free_v
982,958.0,21026.039311227807,1000,vanilla,free_v
983,781.0,19992.49564322563,1000,vanilla,free_v
984,831.0,19556.994452592706,1000,vanilla,free_v
985,840.0,20513.69314525943,1000,vanilla,free_v
986,490.0,19101.422082195597,1000,vanilla,free_v
987,565.0,20270.24317153684,1000,vanilla,free_v
988,786.0,20906.403881998263,1000,vanilla,free_v
989,452.0,19797.21491391408,1000,vanilla,free_v
990,743.0,18026.617651965946,1000,vanilla,free_v
991,686.0,20659.014998691942,1000,vanilla,free_v
992,771.0,20481.770093613264,1000,vanilla,free_v
993,914.0,20933.429891315907,1000,vanilla,free_v
994,788.0,20423.62242538571,1000,vanilla,free_v
995,1000.0,20272.464586104008,1000,vanilla,free_v
996,675.0,20369.712676102637,1000,vanilla,free_v
997,787.0,18960.011961042845,1000,vanilla,free_v
998,795.0,20907.459571952088,1000,vanilla,free_v
999,685.0,20226.82966314991,1000,vanilla,free_v
