Unnamed: 0,t,dist,I,coll,var
426,746.0,19654.15760987075,1000,vanilla,fixed
427,738.0,19345.14710762068,1000,vanilla,fixed
428,756.0,19255.533231320893,1000,vanilla,fixed
429,842.0,20404.598189152155,1000,vanilla,fixed
430,650.0,20004.700909375977,1000,vanilla,fixed
431,798.0,20087.55924022246,1000,vanilla,fixed
432,830.0,20254.06233806044,1000,vanilla,fixed
433,811.0,21134.677660080604,1000,vanilla,fixed
434,905.0,20185.777972363336,1000,vanilla,fixed
435,877.0,19025.37232312428,1000,vanilla,fixed
436,677.0,19924.93711843029,1000,vanilla,fixed
437,872.0,20418.73081229301,1000,vanilla,fixed
438,703.0,20131.873679060413,1000,vanilla,fixed
439,753.0,18924.460402324534,1000,vanilla,fixed
440,691.0,19227.772978350367,1000,vanilla,fixed
441,816.0,19955.525809261053,1000,vanilla,fixed
442,865.0,20544.2355959701,1000,vanilla,fixed
443,828.0,20062.44119633384,1000,vanilla,fixed
444,771.0,20258.766348923717,1000,vanilla,fixed
445,677.0,19351.738707318083,1000,vanilla,fixed
446,589.0,20303.59147154267,1000,vanilla,fixed
447,461.0,20187.862781717136,1000,vanilla,fixed
448,741.0,19683.718799504008,1000,vanilla,fixed
449,750.0,20184.94056728442,1000,vanilla,fixed
450,731.0,20580.956806011367,1000,vanilla,fixed
451,620.0,20312.21931725388,1000,vanilla,fixed
452,671.0,19625.131428189005,1000,vanilla,fixed
453,652.0,19923.295608065226,1000,vanilla,fixed
454,843.0,18891.84959624449,1000,vanilla,fixed
455,773.0,19168.17543896608,1000,vanilla,fixed
456,540.0,19443.23478465385,1000,vanilla,fixed
457,771.0,19877.12687791528,1000,vanilla,fixed
458,748.0,19706.015881643387,1000,vanilla,fixed
459,723.0,19364.604912191076,1000,vanilla,fixed
460,670.0,19449.698848143315,1000,vanilla,fixed
461,767.0,21138.111672352417,1000,vanilla,fixed
462,892.0,19892.66180726394,1000,vanilla,fixed
463,747.0,19812.048964221045,1000,vanilla,fixed
464,609.0,20172.633434870324,1000,vanilla,fixed
465,645.0,21301.292818446054,1000,vanilla,fixed
466,617.0,20882.01983904656,1000,vanilla,fixed
467,772.0,20094.644675302152,1000,vanilla,fixed
468,507.0,21091.23473425385,1000,vanilla,fixed
469,675.0,20477.538547695,1000,vanilla,fixed
470,758.0,20139.69541044194,1000,vanilla,fixed
471,835.0,21088.265853285724,1000,vanilla,fixed
472,775.0,19638.105079914072,1000,vanilla,fixed
473,664.0,19570.081378508738,1000,vanilla,fixed
474,729.0,20635.956531373435,1000,vanilla,fixed
475,1000.0,20819.411070598755,1000,vanilla,fixed
476,770.0,20107.288987485408,1000,vanilla,fixed
477,857.0,18985.664206098616,1000,vanilla,fixed
478,724.0,19843.272916194583,1000,vanilla,fixed
479,875.0,21857.41137059791,1000,vanilla,fixed
480,777.0,19826.055589237712,1000,vanilla,fixed
481,789.0,20433.443512845974,1000,vanilla,fixed
482,854.0,20040.57825662149,1000,vanilla,fixed
483,694.0,19453.77413642517,1000,vanilla,fixed
484,850.0,20027.445058003417,1000,vanilla,fixed
485,696.0,19553.102144512668,1000,vanilla,fixed
486,641.0,19735.31729162464,1000,vanilla,fixed
487,690.0,19084.908840344648,1000,vanilla,fixed
488,726.0,20006.381953723223,1000,vanilla,fixed
489,669.0,20155.592276510582,1000,vanilla,fixed
490,738.0,20394.466079950136,1000,vanilla,fixed
491,602.0,19083.37139134444,1000,vanilla,fixed
492,720.0,20049.00946827185,1000,vanilla,fixed
493,1000.0,21081.773702686634,1000,vanilla,fixed
494,783.0,20446.600875635988,1000,vanilla,fixed
495,828.0,19155.389964356924,1000,vanilla,fixed
496,720.0,19308.1596874104,1000,vanilla,fixed
497,785.0,20019.619369241354,1000,vanilla,fixed
498,811.0,20308.23241565384,1000,vanilla,fixed
499,1000.0,20057.78110895177,1000,vanilla,fixed
500,41.0,1193.319607157346,50,vanilla,free_v
501,46.0,1049.6965919607933,50,vanilla,free_v
502,37.0,1052.8611237494076,50,vanilla,free_v
503,29.0,1189.1850949477955,50,vanilla,free_v
504,24.0,1025.1699726040547,50,vanilla,free_v
505,31.0,904.141238289861,50,vanilla,free_v
506,45.0,1295.8602505496651,50,vanilla,free_v
507,46.0,1088.9059562574048,50,vanilla,free_v
508,24.0,1124.0452095364471,50,vanilla,free_v
509,31.0,933.80149738346,50,vanilla,free_v
510,23.0,1310.8298616874708,50,vanilla,free_v
511,17.0,958.9631182441992,50,vanilla,free_v
512,50.0,1213.326966376031,50,vanilla,free_v
513,42.0,1212.074815684208,50,vanilla,free_v
514,58.0,705.0377881836592,50,vanilla,free_v
515,32.0,5561.645937824364,50,vanilla,free_v
516,13.0,1256.296960841683,50,vanilla,free_v
517,53.0,282175.3791993873,50,vanilla,free_v
518,34.0,899.4822353653781,50,vanilla,free_v
519,36.0,999.1786899256938,50,vanilla,free_v
520,29.0,1080.6093976030838,50,vanilla,free_v
521,31.0,1010.1564962255702,50,vanilla,free_v
522,11.0,932.492784828412,50,vanilla,free_v
523,30.0,1182.5068612235334,50,vanilla,free_v
524,31.0,875.2997229381576,50,vanilla,free_v
525,33.0,2937.9685549406386,50,vanilla,free_v
526,36.0,934.2461731285448,50,vanilla,free_v
527,31.0,1183.298436197447,50,vanilla,free_v
528,27.0,1286.8419750744242,50,vanilla,free_v
529,26.0,1305.6898284471715,50,vanilla,free_v
530,33.0,2368.715649243075,50,vanilla,free_v
531,31.0,826.4941191926721,50,vanilla,free_v
532,34.0,1095.8637222927769,50,vanilla,free_v
533,33.0,978.4306972931048,50,vanilla,free_v
534,24.0,1171.095645789209,50,vanilla,free_v
535,22.0,972.8264520648356,50,vanilla,free_v
536,38.0,1471.4669498498845,50,vanilla,free_v
537,30.0,945.5355782743256,50,vanilla,free_v
538,25.0,1132.728162772546,50,vanilla,free_v
539,43.0,928.3041657284124,50,vanilla,free_v
540,36.0,840.0908072827832,50,vanilla,free_v
541,16.0,1224.5665460446285,50,vanilla,free_v
542,23.0,994.9689085723752,50,vanilla,free_v
543,51.0,1329.8265770688845,50,vanilla,free_v
544,30.0,929224.2564817668,50,vanilla,free_v
545,36.0,1102.4483553895263,50,vanilla,free_v
546,27.0,1049.1877061642035,50,vanilla,free_v
547,39.0,913.0500724189292,50,vanilla,free_v
548,41.0,1310.828009192976,50,vanilla,free_v
