,t,dist,I,coll,var
96,10.0,1434.7954955413534,100,collapsed,fixed
97,10.0,1685.831756482392,100,collapsed,fixed
98,11.0,1382.8211231281011,100,collapsed,fixed
99,12.0,1406.2641257931305,100,collapsed,fixed
100,11.0,5216.06186623574,250,collapsed,fixed
101,13.0,4591.724330883247,250,collapsed,fixed
102,13.0,4662.316744301273,250,collapsed,fixed
103,13.0,4615.404495270453,250,collapsed,fixed
104,13.0,4614.547957843608,250,collapsed,fixed
105,11.0,4460.810881654411,250,collapsed,fixed
106,11.0,5287.6970834283575,250,collapsed,fixed
107,11.0,5202.823096157862,250,collapsed,fixed
108,14.0,5693.839557647168,250,collapsed,fixed
109,12.0,5101.019944371186,250,collapsed,fixed
110,11.0,5222.857402088894,250,collapsed,fixed
111,11.0,4897.944618352698,250,collapsed,fixed
112,20.0,5570.897857834863,250,collapsed,fixed
113,13.0,5014.707487567058,250,collapsed,fixed
114,12.0,5468.166110734141,250,collapsed,fixed
115,13.0,5082.381775729022,250,collapsed,fixed
116,12.0,5480.271047926064,250,collapsed,fixed
117,12.0,5701.7190768601795,250,collapsed,fixed
118,12.0,4968.516560989833,250,collapsed,fixed
119,12.0,5766.848783410194,250,collapsed,fixed
120,12.0,4681.2465985575345,250,collapsed,fixed
121,13.0,5286.319939391454,250,collapsed,fixed
122,13.0,5385.656922054142,250,collapsed,fixed
123,14.0,5341.407388518722,250,collapsed,fixed
124,11.0,5516.79354625167,250,collapsed,fixed
125,13.0,5361.7683802976135,250,collapsed,fixed
126,13.0,4846.980065507222,250,collapsed,fixed
127,13.0,5090.510099980115,250,collapsed,fixed
128,12.0,5079.192305886659,250,collapsed,fixed
129,13.0,5661.9866746029375,250,collapsed,fixed
130,12.0,4272.9017446214475,250,collapsed,fixed
131,11.0,5033.013447656118,250,collapsed,fixed
132,13.0,5600.489438217329,250,collapsed,fixed
133,13.0,5406.835788677004,250,collapsed,fixed
134,12.0,5403.217955180511,250,collapsed,fixed
135,12.0,4683.439691324803,250,collapsed,fixed
136,12.0,5616.5111997460945,250,collapsed,fixed
137,11.0,5133.411066785977,250,collapsed,fixed
138,12.0,5637.788914522014,250,collapsed,fixed
139,13.0,5760.318104368093,250,collapsed,fixed
140,13.0,6439.201944184738,250,collapsed,fixed
141,11.0,4881.175340345661,250,collapsed,fixed
142,12.0,4767.225357587888,250,collapsed,fixed
143,12.0,5270.280238084097,250,collapsed,fixed
144,12.0,4771.964530149965,250,collapsed,fixed
145,12.0,5288.658436188924,250,collapsed,fixed
146,12.0,5471.903869293764,250,collapsed,fixed
147,13.0,5114.288619423321,250,collapsed,fixed
148,11.0,5649.264644842822,250,collapsed,fixed
149,13.0,5181.669719783519,250,collapsed,fixed
150,12.0,4735.856600269032,250,collapsed,fixed
151,12.0,5096.667299424413,250,collapsed,fixed
152,12.0,5123.611701848306,250,collapsed,fixed
153,12.0,4930.086944904262,250,collapsed,fixed
154,13.0,4854.8465107423635,250,collapsed,fixed
155,13.0,4134.819227083928,250,collapsed,fixed
156,13.0,4775.365279258294,250,collapsed,fixed
157,14.0,5179.094472075462,250,collapsed,fixed
158,12.0,5429.870712299203,250,collapsed,fixed
159,11.0,5880.698914649183,250,collapsed,fixed
160,11.0,5545.044170219546,250,collapsed,fixed
161,12.0,5423.483230471452,250,collapsed,fixed
162,12.0,4950.024272934409,250,collapsed,fixed
163,13.0,4900.764114400289,250,collapsed,fixed
164,12.0,4788.8584833984705,250,collapsed,fixed
165,13.0,5029.667084344334,250,collapsed,fixed
166,12.0,5449.0082356280745,250,collapsed,fixed
167,13.0,5372.3290284276745,250,collapsed,fixed
168,11.0,5485.256391036094,250,collapsed,fixed
169,13.0,4862.106852960845,250,collapsed,fixed
170,13.0,4974.771997905947,250,collapsed,fixed
171,12.0,4939.707542294216,250,collapsed,fixed
172,13.0,5988.3283346899725,250,collapsed,fixed
173,12.0,5101.669777825282,250,collapsed,fixed
174,12.0,5660.234575207613,250,collapsed,fixed
175,12.0,4727.587213465603,250,collapsed,fixed
176,14.0,4460.40039499997,250,collapsed,fixed
177,12.0,4576.643365860461,250,collapsed,fixed
178,11.0,5400.05788069128,250,collapsed,fixed
179,11.0,4783.870106520313,250,collapsed,fixed
180,13.0,5326.202772855904,250,collapsed,fixed
181,12.0,4991.302798272899,250,collapsed,fixed
182,12.0,5345.071536238293,250,collapsed,fixed
183,12.0,5242.179563438852,250,collapsed,fixed
184,13.0,5152.786470673485,250,collapsed,fixed
185,11.0,4541.426060388748,250,collapsed,fixed
186,12.0,5196.671058812059,250,collapsed,fixed
187,13.0,5380.204120351106,250,collapsed,fixed
188,11.0,5381.221071226578,250,collapsed,fixed
189,13.0,4426.094284256233,250,collapsed,fixed
190,13.0,5875.73076551511,250,collapsed,fixed
191,12.0,4862.245878071403,250,collapsed,fixed
192,11.0,4382.510281247399,250,collapsed,fixed
193,12.0,4740.629285867226,250,collapsed,fixed
194,14.0,4757.124477355915,250,collapsed,fixed
195,12.0,5747.889758368196,250,collapsed,fixed
196,12.0,5027.21694512278,250,collapsed,fixed
197,14.0,5349.0695309119155,250,collapsed,fixed
198,12.0,5190.28224274119,250,collapsed,fixed
199,12.0,6235.899360242315,250,collapsed,fixed
200,13.0,11160.793570114141,500,collapsed,fixed
201,13.0,12476.660760101055,500,collapsed,fixed
202,12.0,11905.335982035289,500,collapsed,fixed
203,13.0,11534.670604608236,500,collapsed,fixed
204,12.0,10276.734551181935,500,collapsed,fixed
205,13.0,11091.72630768483,500,collapsed,fixed
206,12.0,11012.74721746302,500,collapsed,fixed
207,12.0,11216.615140161894,500,collapsed,fixed
208,12.0,11754.819491459115,500,collapsed,fixed
209,13.0,11862.096621197657,500,collapsed,fixed
210,13.0,10386.204426183853,500,collapsed,fixed
211,12.0,11732.01914861684,500,collapsed,fixed
212,13.0,12425.015209376907,500,collapsed,fixed
213,13.0,11395.929497436333,500,collapsed,fixed
214,12.0,10833.394054770064,500,collapsed,fixed
215,12.0,11275.865514178158,500,collapsed,fixed
216,13.0,11450.357894575944,500,collapsed,fixed
217,13.0,11496.126996302746,500,collapsed,fixed
218,12.0,10886.143839116263,500,collapsed,fixed
219,13.0,11454.202546504697,500,collapsed,fixed
220,13.0,10795.681777897125,500,collapsed,fixed
221,13.0,11120.51957271563,500,collapsed,fixed
222,13.0,11814.09107827251,500,collapsed,fixed
223,12.0,10932.257111449822,500,collapsed,fixed
224,12.0,11280.164410717516,500,collapsed,fixed
225,11.0,12584.490469370043,500,collapsed,fixed
226,12.0,10432.79504326208,500,collapsed,fixed
227,13.0,10344.135439630372,500,collapsed,fixed
228,12.0,10807.660825315837,500,collapsed,fixed
229,12.0,11205.966079053447,500,collapsed,fixed
230,12.0,11290.666812602436,500,collapsed,fixed
231,12.0,11280.135419123742,500,collapsed,fixed
232,13.0,12399.943815027393,500,collapsed,fixed
233,12.0,11405.505734900364,500,collapsed,fixed
234,12.0,12097.92084742737,500,collapsed,fixed
235,13.0,10810.180913659751,500,collapsed,fixed
236,12.0,11215.559875653125,500,collapsed,fixed
237,13.0,11949.394792672141,500,collapsed,fixed
238,13.0,10752.769223719026,500,collapsed,fixed
239,12.0,11664.286892024156,500,collapsed,fixed
240,12.0,10786.852079266057,500,collapsed,fixed
241,13.0,10365.632168722464,500,collapsed,fixed
242,13.0,10589.847885661195,500,collapsed,fixed
243,12.0,10492.600309121657,500,collapsed,fixed
244,12.0,10584.064726156876,500,collapsed,fixed
245,11.0,12604.313664433048,500,collapsed,fixed
246,14.0,11590.681125814972,500,collapsed,fixed
247,13.0,11699.954045127633,500,collapsed,fixed
248,12.0,11119.406414076937,500,collapsed,fixed
249,13.0,11508.593112222738,500,collapsed,fixed
250,13.0,11308.24458621893,500,collapsed,fixed
251,13.0,10604.025060314152,500,collapsed,fixed
252,13.0,10525.099182457909,500,collapsed,fixed
253,13.0,12413.953140508884,500,collapsed,fixed
254,13.0,11520.691108122412,500,collapsed,fixed
255,11.0,12518.02229353923,500,collapsed,fixed
256,13.0,12388.566330449743,500,collapsed,fixed
257,12.0,11584.327918921717,500,collapsed,fixed
258,14.0,11380.385517647692,500,collapsed,fixed
259,13.0,11799.982035114253,500,collapsed,fixed
260,12.0,11483.81784525301,500,collapsed,fixed
261,13.0,12162.140994815472,500,collapsed,fixed
262,13.0,11483.86982440111,500,collapsed,fixed
263,12.0,10958.720259519574,500,collapsed,fixed
264,13.0,11581.499061355567,500,collapsed,fixed
265,12.0,11183.92092298452,500,collapsed,fixed
266,12.0,11214.071488727832,500,collapsed,fixed
267,13.0,10948.698695263412,500,collapsed,fixed
268,12.0,11672.100717304864,500,collapsed,fixed
269,14.0,11420.325104908688,500,collapsed,fixed
270,12.0,11638.247140729038,500,collapsed,fixed
271,12.0,10197.589815480644,500,collapsed,fixed
272,13.0,10883.545360144217,500,collapsed,fixed
273,13.0,10747.382059373593,500,collapsed,fixed
274,13.0,11361.131507018794,500,collapsed,fixed
275,12.0,11645.031470803233,500,collapsed,fixed
276,13.0,11252.059278405488,500,collapsed,fixed
277,12.0,11358.188127870011,500,collapsed,fixed
278,12.0,11398.66697373736,500,collapsed,fixed
279,12.0,11044.966203928007,500,collapsed,fixed
280,13.0,11402.138957724177,500,collapsed,fixed
281,13.0,10683.15731396219,500,collapsed,fixed
282,13.0,11139.70641269256,500,collapsed,fixed
283,12.0,11250.337470155173,500,collapsed,fixed
284,13.0,11183.718359295923,500,collapsed,fixed
285,19.0,10729.259872129993,500,collapsed,fixed
286,12.0,12177.021641972313,500,collapsed,fixed
287,12.0,9872.973381122812,500,collapsed,fixed
288,12.0,10628.880676129074,500,collapsed,fixed
289,13.0,11963.238515819652,500,collapsed,fixed
290,13.0,11184.15485753925,500,collapsed,fixed
291,12.0,12354.71693690948,500,collapsed,fixed
292,11.0,11635.185938522334,500,collapsed,fixed
293,12.0,11008.809579076673,500,collapsed,fixed
294,13.0,11633.928495549808,500,collapsed,fixed
295,12.0,12079.549433536695,500,collapsed,fixed
296,13.0,10910.25304561621,500,collapsed,fixed
297,12.0,11347.474695694369,500,collapsed,fixed
298,13.0,10856.143728518293,500,collapsed,fixed
299,13.0,11777.241848012298,500,collapsed,fixed
300,14.0,22016.80014220211,1000,collapsed,fixed
301,13.0,22032.768026265287,1000,collapsed,fixed
302,13.0,23951.248772942035,1000,collapsed,fixed
303,13.0,23112.82413665974,1000,collapsed,fixed
304,13.0,23109.382364251942,1000,collapsed,fixed
305,13.0,22974.15411828656,1000,collapsed,fixed
306,13.0,22184.564289035337,1000,collapsed,fixed
307,13.0,24046.552791207498,1000,collapsed,fixed
308,13.0,21606.023407476918,1000,collapsed,fixed
309,14.0,22947.60427220372,1000,collapsed,fixed
310,13.0,23566.35668637255,1000,collapsed,fixed
311,13.0,23455.150247002573,1000,collapsed,fixed
312,13.0,21557.25969874035,1000,collapsed,fixed
313,13.0,22993.945537489635,1000,collapsed,fixed
314,13.0,21422.44325674752,1000,collapsed,fixed
315,13.0,23325.006304206097,1000,collapsed,fixed
316,13.0,22853.507305436826,1000,collapsed,fixed
317,13.0,23373.499628476056,1000,collapsed,fixed
318,13.0,22059.122654322666,1000,collapsed,fixed
319,14.0,21771.80023884395,1000,collapsed,fixed
320,13.0,25048.324339774954,1000,collapsed,fixed
321,13.0,22516.014188031695,1000,collapsed,fixed
322,14.0,23158.75989775555,1000,collapsed,fixed
323,13.0,21871.36109126843,1000,collapsed,fixed
324,13.0,22658.266924925127,1000,collapsed,fixed
325,13.0,22688.15229961883,1000,collapsed,fixed
326,13.0,23936.8887949106,1000,collapsed,fixed
327,13.0,22861.61463868527,1000,collapsed,fixed
328,13.0,24830.04566014816,1000,collapsed,fixed
329,13.0,21870.21089979872,1000,collapsed,fixed
330,13.0,21435.66243911384,1000,collapsed,fixed
331,14.0,21121.16988683474,1000,collapsed,fixed
332,13.0,21887.433162068275,1000,collapsed,fixed
333,13.0,23018.18166241903,1000,collapsed,fixed
334,14.0,21654.230288033817,1000,collapsed,fixed
335,13.0,22246.12408699079,1000,collapsed,fixed
336,13.0,22800.316533255314,1000,collapsed,fixed
337,13.0,22312.70166267842,1000,collapsed,fixed
338,13.0,21282.28608060094,1000,collapsed,fixed
339,13.0,22375.317863384076,1000,collapsed,fixed
340,13.0,23206.991068990166,1000,collapsed,fixed
341,14.0,21050.776275418997,1000,collapsed,fixed
342,13.0,22579.097496632345,1000,collapsed,fixed
343,13.0,22390.822327727114,1000,collapsed,fixed
344,13.0,22254.89293939015,1000,collapsed,fixed
345,13.0,23178.980991252636,1000,collapsed,fixed
346,13.0,21971.822530472124,1000,collapsed,fixed
347,13.0,24546.848031800702,1000,collapsed,fixed
348,13.0,21279.02232136151,1000,collapsed,fixed
349,13.0,24301.626774326378,1000,collapsed,fixed
350,13.0,23623.187421435752,1000,collapsed,fixed
351,13.0,21844.895197521768,1000,collapsed,fixed
352,14.0,22288.235336161444,1000,collapsed,fixed
353,14.0,24082.956402965232,1000,collapsed,fixed
354,13.0,22381.26090784265,1000,collapsed,fixed
355,13.0,24791.58046676336,1000,collapsed,fixed
356,13.0,20088.65939401674,1000,collapsed,fixed
357,13.0,23398.852833326855,1000,collapsed,fixed
358,12.0,23777.95559748903,1000,collapsed,fixed
359,13.0,22301.784840339493,1000,collapsed,fixed
360,13.0,23696.779847998394,1000,collapsed,fixed
361,13.0,21523.224060466837,1000,collapsed,fixed
362,13.0,21264.67291617594,1000,collapsed,fixed
363,14.0,22502.190950512508,1000,collapsed,fixed
364,12.0,22243.693147397673,1000,collapsed,fixed
365,13.0,22442.98147367001,1000,collapsed,fixed
366,13.0,22408.956127672023,1000,collapsed,fixed
367,13.0,22350.36268043375,1000,collapsed,fixed
368,13.0,23082.629936142686,1000,collapsed,fixed
369,13.0,23356.282104561687,1000,collapsed,fixed
370,13.0,23939.399553766376,1000,collapsed,fixed
371,13.0,21764.0362140989,1000,collapsed,fixed
372,13.0,24083.261943949485,1000,collapsed,fixed
373,13.0,24924.510097844337,1000,collapsed,fixed
374,14.0,21618.202887022064,1000,collapsed,fixed
375,14.0,22392.03732942307,1000,collapsed,fixed
376,13.0,23319.91630317724,1000,collapsed,fixed
377,13.0,23835.282676905437,1000,collapsed,fixed
378,13.0,22186.030588296275,1000,collapsed,fixed
379,13.0,21266.164440493954,1000,collapsed,fixed
380,13.0,21642.54998400435,1000,collapsed,fixed
381,14.0,22954.0258282134,1000,collapsed,fixed
382,13.0,23733.232970761896,1000,collapsed,fixed
383,13.0,22478.67418828144,1000,collapsed,fixed
384,13.0,24713.50255298634,1000,collapsed,fixed
385,13.0,22869.26555340771,1000,collapsed,fixed
386,14.0,22888.729366842927,1000,collapsed,fixed
387,13.0,21541.73004303879,1000,collapsed,fixed
388,13.0,23353.569558684943,1000,collapsed,fixed
389,13.0,22013.572497301724,1000,collapsed,fixed
390,14.0,22928.840992754507,1000,collapsed,fixed
391,13.0,22480.66048644146,1000,collapsed,fixed
392,13.0,23119.27915236765,1000,collapsed,fixed
393,13.0,20828.19753008912,1000,collapsed,fixed
394,13.0,24012.498629227135,1000,collapsed,fixed
395,14.0,25060.361663189964,1000,collapsed,fixed
396,13.0,22375.00752993728,1000,collapsed,fixed
397,13.0,23804.668989933907,1000,collapsed,fixed
398,12.0,22771.870278944734,1000,collapsed,fixed
399,13.0,23172.398469614942,1000,collapsed,fixed
400,165.0,5422.071590287915,100,collapsed,free_v
401,151.0,854.8514442943128,100,collapsed,free_v
402,18.0,1724.3065179143814,100,collapsed,free_v
403,14.0,1356.2727797251443,100,collapsed,free_v
404,37.0,1469.867023619926,100,collapsed,free_v
405,134.0,12575.28567325366,100,collapsed,free_v
406,33.0,1313.5880168817355,100,collapsed,free_v
407,170.0,2230.876450083624,100,collapsed,free_v
408,141.0,1104.3795027399196,100,collapsed,free_v
409,66.0,1419.4659300786902,100,collapsed,free_v
410,298.0,50610.05487320812,100,collapsed,free_v
411,247.0,1241.5578748646099,100,collapsed,free_v
412,138.0,961.189964220608,100,collapsed,free_v
413,103.0,1661.0410696902468,100,collapsed,free_v
414,92.0,1033.396216972067,100,collapsed,free_v
415,43.0,2027.106093554453,100,collapsed,free_v
416,33.0,1812.7886997540172,100,collapsed,free_v
417,133.0,1021.5468600134026,100,collapsed,free_v
418,276.0,1311.1773409136774,100,collapsed,free_v
419,127.0,1213.484161255341,100,collapsed,free_v
420,132.0,116968.91042481121,100,collapsed,free_v
421,100.0,1245.8242909660667,100,collapsed,free_v
422,108.0,1192.4678311342182,100,collapsed,free_v
423,84.0,1164.4889818615534,100,collapsed,free_v
424,62.0,1750.6692092425285,100,collapsed,free_v
425,213.0,1241.2824658196387,100,collapsed,free_v
426,60.0,1522.7701042187948,100,collapsed,free_v
427,209.0,1124.184014391131,100,collapsed,free_v
428,123.0,8922.061120601886,100,collapsed,free_v
429,74.0,1382.253212669611,100,collapsed,free_v
430,150.0,1120.2110761041572,100,collapsed,free_v
431,44.0,2146.1246837793224,100,collapsed,free_v
432,73.0,1793.731017270045,100,collapsed,free_v
433,153.0,1422.882681567115,100,collapsed,free_v
434,216.0,1523.6197842565707,100,collapsed,free_v
435,35.0,1357.128136580131,100,collapsed,free_v
436,70.0,1799.6762428678924,100,collapsed,free_v
437,70.0,1693.427476672649,100,collapsed,free_v
438,139.0,1135.7123956670798,100,collapsed,free_v
439,69.0,1324.229051420263,100,collapsed,free_v
440,247.0,1619.8145168220176,100,collapsed,free_v
441,119.0,885.5788890804578,100,collapsed,free_v
442,46.0,1286.8763072223694,100,collapsed,free_v
443,153.0,1576.6017257149342,100,collapsed,free_v
444,76.0,1351.1513171707893,100,collapsed,free_v
445,43.0,995.4181764647369,100,collapsed,free_v
446,83.0,4466.978365973622,100,collapsed,free_v
447,112.0,1648.7813051941391,100,collapsed,free_v
448,108.0,1984.9305037616218,100,collapsed,free_v
449,121.0,2494.4343023104157,100,collapsed,free_v
450,86.0,939.6958069404105,100,collapsed,free_v
451,29.0,1953.2958029619058,100,collapsed,free_v
452,55.0,3252.066194076438,100,collapsed,free_v
453,51.0,1419.576126773688,100,collapsed,free_v
454,154.0,1437.9047525506264,100,collapsed,free_v
455,53.0,1800.8926546748594,100,collapsed,free_v
456,68.0,1759.74109020582,100,collapsed,free_v
457,166.0,2109.1352236868624,100,collapsed,free_v
458,38.0,1657.9662635653797,100,collapsed,free_v
459,105.0,1520.4863007932752,100,collapsed,free_v
460,96.0,1330.5945107504278,100,collapsed,free_v
461,35.0,1332.9978152611827,100,collapsed,free_v
462,91.0,1375.1281944236882,100,collapsed,free_v
463,31.0,1382.7185432455708,100,collapsed,free_v
464,114.0,1467.613188498167,100,collapsed,free_v
465,109.0,1419.6264272027038,100,collapsed,free_v
466,58.0,876.9016151940566,100,collapsed,free_v
467,203.0,4911962.760239402,100,collapsed,free_v
468,88.0,1843.6360961964351,100,collapsed,free_v
469,37.0,1433.9713192426202,100,collapsed,free_v
470,96.0,946.254339846246,100,collapsed,free_v
471,78.0,999.850321962689,100,collapsed,free_v
472,79.0,2044.314265697287,100,collapsed,free_v
473,75.0,2914.27032310392,100,collapsed,free_v
474,101.0,1400.2875345296638,100,collapsed,free_v
475,121.0,922.0316641493264,100,collapsed,free_v
476,78.0,1325.8562822832585,100,collapsed,free_v
477,77.0,1620.1328455697835,100,collapsed,free_v
478,55.0,1335.704128507217,100,collapsed,free_v
479,47.0,1301.6728509097018,100,collapsed,free_v
480,197.0,1183.868801468944,100,collapsed,free_v
481,145.0,2649.2970138401042,100,collapsed,free_v
482,116.0,2948.1277380486276,100,collapsed,free_v
483,53.0,1478.580814027922,100,collapsed,free_v
484,213.0,1251.8134514108274,100,collapsed,free_v
485,181.0,951.6052101438194,100,collapsed,free_v
486,93.0,1408.0788325763838,100,collapsed,free_v
487,53.0,1717.8035220595893,100,collapsed,free_v
488,167.0,1040.6578752142916,100,collapsed,free_v
489,145.0,1314.2802751025397,100,collapsed,free_v
490,117.0,1179.3884087057988,100,collapsed,free_v
491,176.0,1705.6068199512615,100,collapsed,free_v
492,67.0,1822.8567066308951,100,collapsed,free_v
493,150.0,789.179782581098,100,collapsed,free_v
494,77.0,1505.155517961851,100,collapsed,free_v
495,192.0,1225.218631134856,100,collapsed,free_v
496,70.0,928.2915428380445,100,collapsed,free_v
497,24.0,1410.1456194178263,100,collapsed,free_v
498,62.0,1360.347914041163,100,collapsed,free_v
499,271.0,1675.71601953169,100,collapsed,free_v
500,28.0,5942.777198682936,250,collapsed,free_v
501,17.0,12193.682523896381,250,collapsed,free_v
502,29.0,5315.186918343971,250,collapsed,free_v
503,40.0,3756.8023390930425,250,collapsed,free_v
504,23.0,5384.497144502633,250,collapsed,free_v
505,35.0,4106.441720203485,250,collapsed,free_v
506,33.0,3449.999155688648,250,collapsed,free_v
507,35.0,3580.2544201000696,250,collapsed,free_v
508,32.0,5590.61735049738,250,collapsed,free_v
509,39.0,4490.0624512805325,250,collapsed,free_v
510,32.0,4555.875047473483,250,collapsed,free_v
511,33.0,4422.76892922087,250,collapsed,free_v
512,36.0,3640.3122060605874,250,collapsed,free_v
513,71.0,5140.8191593033725,250,collapsed,free_v
514,28.0,4420.761094675537,250,collapsed,free_v
515,57.0,5538.995505222913,250,collapsed,free_v
516,39.0,3369.8578046112243,250,collapsed,free_v
517,30.0,5643.084055865863,250,collapsed,free_v
518,32.0,4725.785445014257,250,collapsed,free_v
519,34.0,5092.550597673524,250,collapsed,free_v
520,15.0,4862.362144091437,250,collapsed,free_v
521,32.0,4759.8077034331645,250,collapsed,free_v
522,21.0,6729.571222790012,250,collapsed,free_v
523,21.0,3686.0940955979445,250,collapsed,free_v
524,22.0,4512.18746359743,250,collapsed,free_v
525,28.0,5782.5524768241785,250,collapsed,free_v
526,23.0,5092.05768512901,250,collapsed,free_v
527,36.0,6017.382614604459,250,collapsed,free_v
528,42.0,4201.820997017137,250,collapsed,free_v
529,31.0,3987.8294272021008,250,collapsed,free_v
530,36.0,5950.279326536077,250,collapsed,free_v
531,38.0,6028.518547533504,250,collapsed,free_v
532,44.0,5469.791238784847,250,collapsed,free_v
533,49.0,5536.773451507128,250,collapsed,free_v
534,35.0,4151.254920782618,250,collapsed,free_v
535,24.0,6315.750271879305,250,collapsed,free_v
536,33.0,3933.9468143343674,250,collapsed,free_v
537,34.0,3524.790443607092,250,collapsed,free_v
538,40.0,4857.382137260837,250,collapsed,free_v
539,43.0,55715.5995454414,250,collapsed,free_v
540,24.0,4136.5055883319355,250,collapsed,free_v
541,21.0,5037.51332389918,250,collapsed,free_v
542,44.0,3715.7495924411514,250,collapsed,free_v
543,38.0,3825.660281705316,250,collapsed,free_v
544,21.0,5871.948047139738,250,collapsed,free_v
545,44.0,3851.06891766304,250,collapsed,free_v
546,28.0,4915.595314442388,250,collapsed,free_v
547,23.0,4561.358761237165,250,collapsed,free_v
