,t,dist,eps,I,coll,var
0,95.0,1173.9565394123686,0.0030677662594172563,50,vanilla,free_v
1,31.0,53720.848822348824,0.0030677662594172563,50,vanilla,free_v
2,37.0,1092.8433553588661,0.0030677662594172563,50,vanilla,free_v
3,74.0,1086.064500829947,0.0030677662594172563,50,vanilla,free_v
4,68.0,964.6235054443957,0.0030677662594172563,50,vanilla,free_v
5,134.0,594993.985496271,0.0030677662594172563,50,vanilla,free_v
6,54.0,1100.9731831139954,0.0030677662594172563,50,vanilla,free_v
7,76.0,1279.3793745533023,0.0030677662594172563,50,vanilla,free_v
8,95.0,1066.022429978144,0.0030677662594172563,50,vanilla,free_v
9,70.0,747.6065015485395,0.0030677662594172563,50,vanilla,free_v
10,59.0,980.2250988537345,0.0030677662594172563,50,vanilla,free_v
11,72.0,1082.0789257755046,0.0030677662594172563,50,vanilla,free_v
12,76.0,1059.9595501328074,0.0030677662594172563,50,vanilla,free_v
13,75.0,1118.442522663293,0.0030677662594172563,50,vanilla,free_v
14,114.0,1051.9668088432625,0.0030677662594172563,50,vanilla,free_v
15,74.0,1049.701056390532,0.0030677662594172563,50,vanilla,free_v
16,83.0,1084.6056440870605,0.0030677662594172563,50,vanilla,free_v
17,52.0,31167.160594532867,0.0030677662594172563,50,vanilla,free_v
18,81.0,712.136751335661,0.0030677662594172563,50,vanilla,free_v
19,121.0,1153.1519565118294,0.0030677662594172563,50,vanilla,free_v
20,117.0,989.8847334517687,0.0030677662594172563,50,vanilla,free_v
21,29.0,930.4892638975557,0.0030677662594172563,50,vanilla,free_v
22,146.0,888.6211551131001,0.0030677662594172563,50,vanilla,free_v
23,71.0,842.8041607858518,0.0030677662594172563,50,vanilla,free_v
24,73.0,1279.6186423996064,0.0030677662594172563,50,vanilla,free_v
25,50.0,1145.06828439147,0.0030677662594172563,50,vanilla,free_v
26,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
27,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
28,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
29,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
30,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
31,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
32,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
33,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
34,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
35,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
36,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
37,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
38,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
39,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
40,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
41,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
42,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
43,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
44,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
45,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
46,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
47,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
48,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
49,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
50,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
51,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
52,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
53,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
54,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
55,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
56,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
57,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
58,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
59,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
60,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
61,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
62,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
63,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
64,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
65,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
66,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
67,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
68,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
69,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
70,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
71,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
72,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
73,49.0,975.7614320148977,0.0030677662594172563,50,vanilla,free_v
74,51.0,1038.6579794906866,0.0030677662594172563,50,vanilla,free_v
75,79.0,1340.7548131093404,0.0030677662594172563,50,vanilla,free_v
76,41.0,11566.446099125778,0.0030677662594172563,50,vanilla,free_v
77,40.0,957.2068615328557,0.0030677662594172563,50,vanilla,free_v
