config,K,I1,I2,I3,N,rep,meeting_time
I_300_100_30,3,300,100,30,305,18,29
I_300_100_30,3,300,100,30,291,19,13
I_300_100_30,3,300,100,30,326,20,11
I_300_100_30,3,300,100,30,300,21,15
I_300_100_30,3,300,100,30,270,22,13
I_300_100_30,3,300,100,30,318,23,10
I_300_100_30,3,300,100,30,294,24,10
I_300_100_30,3,300,100,30,263,25,11
I_300_100_30,3,300,100,30,299,26,13
I_300_100_30,3,300,100,30,324,27,16
I_300_100_30,3,300,100,30,306,28,35
I_300_100_30,3,300,100,30,276,29,10
I_300_100_30,3,300,100,30,324,30,12
I_300_100_30,3,300,100,30,298,31,10
I_300_100_30,3,300,100,30,285,32,11
I_300_100_30,3,300,100,30,304,33,10
I_300_100_30,3,300,100,30,297,34,10
I_300_100_30,3,300,100,30,328,35,34
I_300_100_30,3,300,100,30,328,36,12
I_300_100_30,3,300,100,30,283,37,14
I_300_100_30,3,300,100,30,269,38,14
I_300_100_30,3,300,100,30,292,39,15
I_300_100_30,3,300,100,30,336,40,10
I_300_100_30,3,300,100,30,326,41,14
I_300_100_30,3,300,100,30,313,42,13
I_300_100_30,3,300,100,30,298,43,16
I_300_100_30,3,300,100,30,298,44,16
I_300_100_30,3,300,100,30,314,45,15
I_300_100_30,3,300,100,30,332,46,10
I_300_100_30,3,300,100,30,306,47,14
I_300_100_30,3,300,100,30,301,48,28
I_300_100_30,3,300,100,30,309,49,10
I_300_100_30,3,300,100,30,306,50,24
I_300_100_30,3,300,100,30,318,51,13
I_300_100_30,3,300,100,30,304,52,10
I_300_100_30,3,300,100,30,270,53,12
I_300_100_30,3,300,100,30,284,54,18
I_300_100_30,3,300,100,30,298,55,10
I_300_100_30,3,300,100,30,267,56,28
I_300_100_30,3,300,100,30,312,57,14
I_300_100_30,3,300,100,30,295,58,14
I_300_100_30,3,300,100,30,319,59,27
I_300_100_30,3,300,100,30,287,60,17
I_300_100_30,3,300,100,30,318,61,14
I_300_100_30,3,300,100,30,310,62,10
I_300_100_30,3,300,100,30,270,63,39
I_300_100_30,3,300,100,30,283,64,17
I_300_100_30,3,300,100,30,292,65,11
I_300_100_30,3,300,100,30,318,66,9
I_300_100_30,3,300,100,30,259,67,12
I_300_100_30,3,300,100,30,288,68,21
I_300_100_30,3,300,100,30,297,69,13
I_300_100_30,3,300,100,30,304,70,9
I_300_100_30,3,300,100,30,312,71,12
I_300_100_30,3,300,100,30,326,72,20
I_300_100_30,3,300,100,30,286,73,23
I_300_100_30,3,300,100,30,283,74,12
I_300_100_30,3,300,100,30,319,75,33
I_300_100_30,3,300,100,30,307,76,12
I_300_100_30,3,300,100,30,285,77,12
I_300_100_30,3,300,100,30,303,78,10
I_300_100_30,3,300,100,30,312,79,15
I_300_100_30,3,300,100,30,295,80,13
I_300_100_30,3,300,100,30,275,81,17
I_300_100_30,3,300,100,30,308,82,30
I_300_100_30,3,300,100,30,288,83,15
I_300_100_30,3,300,100,30,326,84,26
I_300_100_30,3,300,100,30,281,85,20
I_300_100_30,3,300,100,30,285,86,10
I_300_100_30,3,300,100,30,296,87,20
I_300_100_30,3,300,100,30,277,88,24
I_300_100_30,3,300,100,30,282,89,22
I_300_100_30,3,300,100,30,278,90,13
I_300_100_30,3,300,100,30,286,91,10
I_300_100_30,3,300,100,30,295,92,13
I_300_100_30,3,300,100,30,338,93,10
I_300_100_30,3,300,100,30,296,94,15
I_300_100_30,3,300,100,30,277,95,14
I_300_100_30,3,300,100,30,299,96,22
I_300_100_30,3,300,100,30,275,97,14
I_300_100_30,3,300,100,30,308,98,10
I_300_100_30,3,300,100,30,290,99,14
I_300_100_30,3,300,100,30,312,100,30
I_300_100_30,3,300,100,30,336,101,10
I_300_100_30,3,300,100,30,275,102,15
I_300_100_30,3,300,100,30,318,103,18
I_300_100_30,3,300,100,30,311,104,12
I_300_100_30,3,300,100,30,297,105,15
I_300_100_30,3,300,100,30,305,106,13
I_300_100_30,3,300,100,30,297,107,10
I_300_100_30,3,300,100,30,343,108,11
I_300_100_30,3,300,100,30,302,109,11
I_300_100_30,3,300,100,30,323,110,13
I_300_100_30,3,300,100,30,285,111,20
I_300_100_30,3,300,100,30,299,112,10
I_300_100_30,3,300,100,30,318,113,16
I_300_100_30,3,300,100,30,284,114,13
I_300_100_30,3,300,100,30,285,115,11
I_300_100_30,3,300,100,30,274,116,20
I_300_100_30,3,300,100,30,285,117,11
I_300_100_30,3,300,100,30,320,118,14
I_300_100_30,3,300,100,30,297,119,10
I_300_100_30,3,300,100,30,277,120,15
I_300_100_30,3,300,100,30,301,121,10
I_300_100_30,3,300,100,30,320,122,10
I_300_100_30,3,300,100,30,300,123,15
I_300_100_30,3,300,100,30,316,124,10
I_300_100_30,3,300,100,30,290,125,14
I_300_100_30,3,300,100,30,344,126,15
I_300_100_30,3,300,100,30,309,127,10
I_300_100_30,3,300,100,30,274,128,11
I_300_100_30,3,300,100,30,302,129,13
I_300_100_30,3,300,100,30,299,130,23
I_300_100_30,3,300,100,30,306,131,27
I_300_100_30,3,300,100,30,298,132,10
I_300_100_30,3,300,100,30,334,133,10
I_300_100_30,3,300,100,30,296,134,18
I_300_100_30,3,300,100,30,300,135,11
I_300_100_30,3,300,100,30,306,136,24
I_300_100_30,3,300,100,30,297,137,17
I_300_100_30,3,300,100,30,312,138,17
I_300_100_30,3,300,100,30,308,139,17
I_300_100_30,3,300,100,30,285,140,11
I_300_100_30,3,300,100,30,304,141,14
I_300_100_30,3,300,100,30,295,142,31
I_300_100_30,3,300,100,30,308,143,16
I_300_100_30,3,300,100,30,297,144,13
I_300_100_30,3,300,100,30,325,145,11
I_300_100_30,3,300,100,30,296,146,11
I_300_100_30,3,300,100,30,281,147,12
I_300_100_30,3,300,100,30,303,148,12
I_300_100_30,3,300,100,30,320,149,10
I_300_100_30,3,300,100,30,273,150,22
I_300_100_30,3,300,100,30,279,151,16
I_300_100_30,3,300,100,30,307,152,27
I_300_100_30,3,300,100,30,317,153,26
I_300_100_30,3,300,100,30,276,154,10
I_300_100_30,3,300,100,30,266,155,12
I_300_100_30,3,300,100,30,279,156,24
I_300_100_30,3,300,100,30,346,157,13
I_300_100_30,3,300,100,30,292,158,28
I_300_100_30,3,300,100,30,294,159,21
I_300_100_30,3,300,100,30,319,160,11
I_300_100_30,3,300,100,30,318,161,17
I_300_100_30,3,300,100,30,265,162,23
I_300_100_30,3,300,100,30,316,163,17
I_300_100_30,3,300,100,30,278,164,9
I_300_100_30,3,300,100,30,315,165,10
I_300_100_30,3,300,100,30,297,166,16
I_300_100_30,3,300,100,30,313,167,26
I_300_100_30,3,300,100,30,327,168,19
I_300_100_30,3,300,100,30,294,169,14
I_300_100_30,3,300,100,30,267,170,10
I_300_100_30,3,300,100,30,307,171,32
I_300_100_30,3,300,100,30,302,172,13
I_300_100_30,3,300,100,30,299,173,12
I_300_100_30,3,300,100,30,295,174,17
I_300_100_30,3,300,100,30,299,175,10
I_300_100_30,3,300,100,30,290,176,10
I_300_100_30,3,300,100,30,314,177,11
I_300_100_30,3,300,100,30,303,178,11
I_300_100_30,3,300,100,30,289,179,10
I_300_100_30,3,300,100,30,272,180,9
I_300_100_30,3,300,100,30,314,181,32
I_300_100_30,3,300,100,30,302,182,16
I_300_100_30,3,300,100,30,306,183,18
I_300_100_30,3,300,100,30,294,184,10
I_300_100_30,3,300,100,30,303,185,28
I_300_100_30,3,300,100,30,303,186,22
I_300_100_30,3,300,100,30,281,187,14
I_300_100_30,3,300,100,30,305,188,15
I_300_100_30,3,300,100,30,336,189,12
I_300_100_30,3,300,100,30,295,190,14
I_300_100_30,3,300,100,30,351,191,13
I_300_100_30,3,300,100,30,283,192,23
I_300_100_30,3,300,100,30,327,193,11
I_300_100_30,3,300,100,30,296,194,14
I_300_100_30,3,300,100,30,275,195,11
I_300_100_30,3,300,100,30,281,196,10
I_300_100_30,3,300,100,30,284,197,15
I_300_100_30,3,300,100,30,279,198,17
I_300_100_30,3,300,100,30,289,199,11
I_150_75_150,3,150,75,150,1509,0,46
I_150_75_150,3,150,75,150,1473,1,62
I_150_75_150,3,150,75,150,1497,2,58
I_150_75_150,3,150,75,150,1499,3,17
I_150_75_150,3,150,75,150,1614,4,10
I_150_75_150,3,150,75,150,1464,5,9
I_150_75_150,3,150,75,150,1464,6,38
I_150_75_150,3,150,75,150,1464,7,80
I_150_75_150,3,150,75,150,1513,8,49
I_150_75_150,3,150,75,150,1525,9,19
I_150_75_150,3,150,75,150,1498,10,7
I_150_75_150,3,150,75,150,1594,11,24
I_150_75_150,3,150,75,150,1461,12,17
I_150_75_150,3,150,75,150,1456,13,7
I_150_75_150,3,150,75,150,1486,14,18
I_150_75_150,3,150,75,150,1458,15,11
I_150_75_150,3,150,75,150,1432,16,25
I_150_75_150,3,150,75,150,1526,17,15
I_150_75_150,3,150,75,150,1437,18,32
I_150_75_150,3,150,75,150,1499,19,29
I_150_75_150,3,150,75,150,1473,20,42
I_150_75_150,3,150,75,150,1462,21,7
I_150_75_150,3,150,75,150,1505,22,7
I_150_75_150,3,150,75,150,1469,23,8
I_150_75_150,3,150,75,150,1533,24,7
I_150_75_150,3,150,75,150,1506,25,11
I_150_75_150,3,150,75,150,1462,26,83
I_150_75_150,3,150,75,150,1500,27,14
I_150_75_150,3,150,75,150,1444,28,22
I_150_75_150,3,150,75,150,1448,29,91
I_150_75_150,3,150,75,150,1553,30,10
I_150_75_150,3,150,75,150,1428,31,83
I_150_75_150,3,150,75,150,1501,32,10
I_150_75_150,3,150,75,150,1489,33,21
I_150_75_150,3,150,75,150,1465,34,38
I_150_75_150,3,150,75,150,1476,35,7
I_150_75_150,3,150,75,150,1539,36,9
I_150_75_150,3,150,75,150,1509,37,9
I_150_75_150,3,150,75,150,1483,38,13
I_150_75_150,3,150,75,150,1509,39,49
I_150_75_150,3,150,75,150,1515,40,55
I_150_75_150,3,150,75,150,1461,41,21
I_150_75_150,3,150,75,150,1434,42,7
I_150_75_150,3,150,75,150,1487,43,20
I_150_75_150,3,150,75,150,1474,44,23
I_150_75_150,3,150,75,150,1479,45,38
I_150_75_150,3,150,75,150,1429,46,8
I_150_75_150,3,150,75,150,1485,47,18
I_150_75_150,3,150,75,150,1479,48,71
I_150_75_150,3,150,75,150,1516,49,65
I_150_75_150,3,150,75,150,1487,50,34
I_150_75_150,3,150,75,150,1528,51,12
I_150_75_150,3,150,75,150,1512,52,33
I_150_75_150,3,150,75,150,1502,53,73
I_150_75_150,3,150,75,150,1494,54,27
I_150_75_150,3,150,75,150,1511,55,59
I_150_75_150,3,150,75,150,1502,56,35
I_150_75_150,3,150,75,150,1556,57,35
I_150_75_150,3,150,75,150,1494,58,43
I_150_75_150,3,150,75,150,1482,59,37
I_150_75_150,3,150,75,150,1486,60,38
I_150_75_150,3,150,75,150,1555,61,13
I_150_75_150,3,150,75,150,1524,62,19
I_150_75_150,3,150,75,150,1512,63,34
I_150_75_150,3,150,75,150,1495,64,7
I_150_75_150,3,150,75,150,1500,65,25
I_150_75_150,3,150,75,150,1489,66,7
I_150_75_150,3,150,75,150,1515,67,9
I_150_75_150,3,150,75,150,1487,68,11
I_150_75_150,3,150,75,150,1494,69,50
I_150_75_150,3,150,75,150,1479,70,78
I_150_75_150,3,150,75,150,1469,71,21
I_150_75_150,3,150,75,150,1459,72,12
I_150_75_150,3,150,75,150,1491,73,45
I_150_75_150,3,150,75,150,1433,74,99
I_150_75_150,3,150,75,150,1477,75,53
I_150_75_150,3,150,75,150,1483,76,24
I_150_75_150,3,150,75,150,1601,77,12
I_150_75_150,3,150,75,150,1508,78,21
I_150_75_150,3,150,75,150,1522,79,8
I_150_75_150,3,150,75,150,1499,80,32
I_150_75_150,3,150,75,150,1520,81,10
I_150_75_150,3,150,75,150,1495,82,13
I_150_75_150,3,150,75,150,1462,83,44
I_150_75_150,3,150,75,150,1523,84,41
I_150_75_150,3,150,75,150,1497,85,11
I_150_75_150,3,150,75,150,1476,86,20
I_150_75_150,3,150,75,150,1450,87,37
I_150_75_150,3,150,75,150,1520,88,7
I_150_75_150,3,150,75,150,1458,89,29
I_150_75_150,3,150,75,150,1531,90,17
I_150_75_150,3,150,75,150,1486,91,9
I_150_75_150,3,150,75,150,1478,92,8
I_150_75_150,3,150,75,150,1416,93,12
I_150_75_150,3,150,75,150,1494,94,65
I_150_75_150,3,150,75,150,1457,95,38
I_150_75_150,3,150,75,150,1527,96,16
I_150_75_150,3,150,75,150,1490,97,45
I_150_75_150,3,150,75,150,1556,98,48
I_150_75_150,3,150,75,150,1542,99,25
I_150_75_150,3,150,75,150,1505,100,9
I_150_75_150,3,150,75,150,1464,101,8
I_150_75_150,3,150,75,150,1438,102,33
I_150_75_150,3,150,75,150,1557,103,78
I_150_75_150,3,150,75,150,1567,104,15
I_150_75_150,3,150,75,150,1580,105,12
I_150_75_150,3,150,75,150,1591,106,13
I_150_75_150,3,150,75,150,1526,107,13
I_150_75_150,3,150,75,150,1453,108,45
I_150_75_150,3,150,75,150,1490,109,21
I_150_75_150,3,150,75,150,1506,110,34
I_150_75_150,3,150,75,150,1472,111,55
I_150_75_150,3,150,75,150,1583,112,41
I_150_75_150,3,150,75,150,1488,113,25
I_150_75_150,3,150,75,150,1485,114,61
I_150_75_150,3,150,75,150,1521,115,53
I_150_75_150,3,150,75,150,1494,116,76
I_150_75_150,3,150,75,150,1429,117,11
I_150_75_150,3,150,75,150,1461,118,31
I_150_75_150,3,150,75,150,1510,119,23
I_150_75_150,3,150,75,150,1507,120,23
I_150_75_150,3,150,75,150,1451,121,9
I_150_75_150,3,150,75,150,1533,122,17
I_150_75_150,3,150,75,150,1524,123,15
I_150_75_150,3,150,75,150,1582,124,7
I_150_75_150,3,150,75,150,1531,125,9
I_150_75_150,3,150,75,150,1572,126,11
I_150_75_150,3,150,75,150,1573,127,28
I_150_75_150,3,150,75,150,1504,128,12
I_150_75_150,3,150,75,150,1536,129,12
I_150_75_150,3,150,75,150,1551,130,56
I_150_75_150,3,150,75,150,1497,131,41
I_150_75_150,3,150,75,150,1510,132,37
I_150_75_150,3,150,75,150,1534,133,7
I_150_75_150,3,150,75,150,1531,134,25
I_150_75_150,3,150,75,150,1524,135,82
I_150_75_150,3,150,75,150,1446,136,13
I_150_75_150,3,150,75,150,1556,137,33
I_150_75_150,3,150,75,150,1463,138,20
I_150_75_150,3,150,75,150,1473,139,23
I_150_75_150,3,150,75,150,1456,140,10
I_150_75_150,3,150,75,150,1475,141,31
I_150_75_150,3,150,75,150,1541,142,55
I_150_75_150,3,150,75,150,1535,143,18
I_150_75_150,3,150,75,150,1609,144,26
I_150_75_150,3,150,75,150,1488,145,42
I_150_75_150,3,150,75,150,1412,146,30
I_150_75_150,3,150,75,150,1457,147,12
I_150_75_150,3,150,75,150,1485,148,78
I_150_75_150,3,150,75,150,1439,149,12
I_150_75_150,3,150,75,150,1494,150,62
I_150_75_150,3,150,75,150,1508,151,7
I_150_75_150,3,150,75,150,1523,152,10
I_150_75_150,3,150,75,150,1469,153,6
I_150_75_150,3,150,75,150,1481,154,30
I_150_75_150,3,150,75,150,1409,155,17
I_150_75_150,3,150,75,150,1461,156,17
I_150_75_150,3,150,75,150,1479,157,33
I_150_75_150,3,150,75,150,1508,158,7
I_150_75_150,3,150,75,150,1514,159,17
I_150_75_150,3,150,75,150,1544,160,49
I_150_75_150,3,150,75,150,1523,161,52
I_150_75_150,3,150,75,150,1565,162,20
I_150_75_150,3,150,75,150,1499,163,28
I_150_75_150,3,150,75,150,1402,164,40
I_150_75_150,3,150,75,150,1494,165,15
I_150_75_150,3,150,75,150,1492,166,11
I_150_75_150,3,150,75,150,1567,167,34
I_150_75_150,3,150,75,150,1520,168,7
I_150_75_150,3,150,75,150,1451,169,14
I_150_75_150,3,150,75,150,1562,170,9
I_150_75_150,3,150,75,150,1455,171,45
I_150_75_150,3,150,75,150,1505,172,37
I_150_75_150,3,150,75,150,1482,173,45
I_150_75_150,3,150,75,150,1446,174,48
I_150_75_150,3,150,75,150,1486,175,6
I_150_75_150,3,150,75,150,1485,176,24
I_150_75_150,3,150,75,150,1510,177,20
I_150_75_150,3,150,75,150,1518,178,9
I_150_75_150,3,150,75,150,1527,179,27
I_150_75_150,3,150,75,150,1499,180,40
I_150_75_150,3,150,75,150,1499,181,54
I_150_75_150,3,150,75,150,1519,182,9
I_150_75_150,3,150,75,150,1500,183,96
I_150_75_150,3,150,75,150,1472,184,18
I_150_75_150,3,150,75,150,1491,185,8
I_150_75_150,3,150,75,150,1599,186,18
I_150_75_150,3,150,75,150,1434,187,7
I_150_75_150,3,150,75,150,1454,188,39
I_150_75_150,3,150,75,150,1504,189,77
I_150_75_150,3,150,75,150,1470,190,59
I_150_75_150,3,150,75,150,1572,191,11
I_150_75_150,3,150,75,150,1480,192,11
I_150_75_150,3,150,75,150,1543,193,15
I_150_75_150,3,150,75,150,1534,194,13
I_150_75_150,3,150,75,150,1463,195,18
I_150_75_150,3,150,75,150,1538,196,9
I_150_75_150,3,150,75,150,1544,197,7
I_150_75_150,3,150,75,150,1464,198,18
I_150_75_150,3,150,75,150,1509,199,43
I_200_200_50,3,200,200,50,508,0,17
I_200_200_50,3,200,200,50,521,1,10
I_200_200_50,3,200,200,50,495,2,35
I_200_200_50,3,200,200,50,514,3,23
I_200_200_50,3,200,200,50,491,4,9
I_200_200_50,3,200,200,50,489,5,22
I_200_200_50,3,200,200,50,486,6,13
I_200_200_50,3,200,200,50,484,7,23
I_200_200_50,3,200,200,50,514,8,13
I_200_200_50,3,200,200,50,492,9,17
I_200_200_50,3,200,200,50,486,10,9
I_200_200_50,3,200,200,50,503,11,12
I_200_200_50,3,200,200,50,476,12,9
I_200_200_50,3,200,200,50,479,13,24
I_200_200_50,3,200,200,50,509,14,10
I_200_200_50,3,200,200,50,491,15,10
I_200_200_50,3,200,200,50,487,16,29
I_200_200_50,3,200,200,50,521,17,21
I_200_200_50,3,200,200,50,515,18,21
I_200_200_50,3,200,200,50,492,19,13
I_200_200_50,3,200,200,50,520,20,16
I_200_200_50,3,200,200,50,475,21,16
I_200_200_50,3,200,200,50,546,22,10
I_200_200_50,3,200,200,50,476,23,10
I_200_200_50,3,200,200,50,520,24,49
I_200_200_50,3,200,200,50,558,25,10
I_200_200_50,3,200,200,50,484,26,27
I_200_200_50,3,200,200,50,522,27,21
I_200_200_50,3,200,200,50,506,28,22
I_200_200_50,3,200,200,50,536,29,56
I_200_200_50,3,200,200,50,509,30,11
I_200_200_50,3,200,200,50,552,31,28
I_200_200_50,3,200,200,50,542,32,10
I_200_200_50,3,200,200,50,486,33,35
I_200_200_50,3,200,200,50,482,34,21
I_200_200_50,3,200,200,50,494,35,14
I_200_200_50,3,200,200,50,487,36,38
I_200_200_50,3,200,200,50,526,37,16
I_200_200_50,3,200,200,50,508,38,11
I_200_200_50,3,200,200,50,498,39,10
I_200_200_50,3,200,200,50,525,40,14
I_200_200_50,3,200,200,50,499,41,22
I_200_200_50,3,200,200,50,511,42,18
I_200_200_50,3,200,200,50,502,43,10
I_200_200_50,3,200,200,50,504,44,19
I_200_200_50,3,200,200,50,544,45,10
I_200_200_50,3,200,200,50,534,46,12
I_200_200_50,3,200,200,50,512,47,26
I_200_200_50,3,200,200,50,493,48,29
I_200_200_50,3,200,200,50,486,49,15
I_200_200_50,3,200,200,50,504,50,24
I_200_200_50,3,200,200,50,486,51,14
I_200_200_50,3,200,200,50,507,52,10
I_200_200_50,3,200,200,50,511,53,24
I_200_200_50,3,200,200,50,506,54,15
I_200_200_50,3,200,200,50,471,55,17
I_200_200_50,3,200,200,50,481,56,14
I_200_200_50,3,200,200,50,565,57,33
I_200_200_50,3,200,200,50,497,58,15
I_200_200_50,3,200,200,50,491,59,11
I_200_200_50,3,200,200,50,516,60,18
I_200_200_50,3,200,200,50,478,61,10
I_200_200_50,3,200,200,50,515,62,11
I_200_200_50,3,200,200,50,522,63,10
I_200_200_50,3,200,200,50,488,64,12
I_200_200_50,3,200,200,50,486,65,10
I_200_200_50,3,200,200,50,518,66,10
I_200_200_50,3,200,200,50,487,67,21
I_200_200_50,3,200,200,50,530,68,17
I_200_200_50,3,200,200,50,513,69,11
I_200_200_50,3,200,200,50,499,70,29
I_200_200_50,3,200,200,50,493,71,10
I_200_200_50,3,200,200,50,455,72,45
I_200_200_50,3,200,200,50,532,73,22
I_200_200_50,3,200,200,50,512,74,11
I_200_200_50,3,200,200,50,513,75,10
I_200_200_50,3,200,200,50,523,76,12
I_200_200_50,3,200,200,50,493,77,12
I_200_200_50,3,200,200,50,499,78,27
I_200_200_50,3,200,200,50,501,79,18
I_200_200_50,3,200,200,50,522,80,15
I_200_200_50,3,200,200,50,483,81,13
I_200_200_50,3,200,200,50,519,82,17
I_200_200_50,3,200,200,50,484,83,43
I_200_200_50,3,200,200,50,477,84,13
I_200_200_50,3,200,200,50,497,85,11
I_200_200_50,3,200,200,50,519,86,10
I_200_200_50,3,200,200,50,478,87,26
I_200_200_50,3,200,200,50,474,88,23
I_200_200_50,3,200,200,50,494,89,17
I_200_200_50,3,200,200,50,498,90,42
I_200_200_50,3,200,200,50,507,91,10
I_200_200_50,3,200,200,50,509,92,15
I_200_200_50,3,200,200,50,504,93,13
I_200_200_50,3,200,200,50,501,94,16
I_200_200_50,3,200,200,50,515,95,20
I_200_200_50,3,200,200,50,500,96,22
I_200_200_50,3,200,200,50,489,97,10
I_200_200_50,3,200,200,50,441,98,17
I_200_200_50,3,200,200,50,505,99,28
I_200_200_50,3,200,200,50,493,100,12
I_200_200_50,3,200,200,50,479,101,69
I_200_200_50,3,200,200,50,517,102,12
I_200_200_50,3,200,200,50,488,103,18
I_200_200_50,3,200,200,50,517,104,32
I_200_200_50,3,200,200,50,544,105,36
I_200_200_50,3,200,200,50,492,106,10
I_200_200_50,3,200,200,50,510,107,12
I_200_200_50,3,200,200,50,491,108,13
I_200_200_50,3,200,200,50,540,109,29
I_200_200_50,3,200,200,50,498,110,14
I_200_200_50,3,200,200,50,506,111,12
I_200_200_50,3,200,200,50,473,112,11
I_200_200_50,3,200,200,50,529,113,14
I_200_200_50,3,200,200,50,499,114,18
I_200_200_50,3,200,200,50,497,115,19
I_200_200_50,3,200,200,50,440,116,10
I_200_200_50,3,200,200,50,552,117,22
I_200_200_50,3,200,200,50,506,118,16
I_200_200_50,3,200,200,50,501,119,47
I_200_200_50,3,200,200,50,483,120,11
I_200_200_50,3,200,200,50,516,121,23
I_200_200_50,3,200,200,50,487,122,10
I_200_200_50,3,200,200,50,511,123,34
I_200_200_50,3,200,200,50,465,124,20
I_200_200_50,3,200,200,50,477,125,15
I_200_200_50,3,200,200,50,542,126,33
I_200_200_50,3,200,200,50,525,127,12
I_200_200_50,3,200,200,50,468,128,13
I_200_200_50,3,200,200,50,508,129,11
I_200_200_50,3,200,200,50,482,130,17
I_200_200_50,3,200,200,50,470,131,18
I_200_200_50,3,200,200,50,488,132,11
I_200_200_50,3,200,200,50,474,133,16
I_200_200_50,3,200,200,50,478,134,18
I_200_200_50,3,200,200,50,476,135,10
I_200_200_50,3,200,200,50,521,136,25
I_200_200_50,3,200,200,50,503,137,10
I_200_200_50,3,200,200,50,527,138,23
I_200_200_50,3,200,200,50,512,139,12
I_200_200_50,3,200,200,50,508,140,34
I_200_200_50,3,200,200,50,486,141,18
I_200_200_50,3,200,200,50,462,142,24
I_200_200_50,3,200,200,50,445,143,19
I_200_200_50,3,200,200,50,517,144,13
I_200_200_50,3,200,200,50,481,145,14
I_200_200_50,3,200,200,50,468,146,22
I_200_200_50,3,200,200,50,537,147,11
I_200_200_50,3,200,200,50,522,148,15
I_200_200_50,3,200,200,50,508,149,10
I_200_200_50,3,200,200,50,491,150,26
I_200_200_50,3,200,200,50,538,151,10
I_200_200_50,3,200,200,50,493,152,12
I_200_200_50,3,200,200,50,508,153,11
I_200_200_50,3,200,200,50,521,154,32
I_200_200_50,3,200,200,50,501,155,16
I_200_200_50,3,200,200,50,491,156,12
I_200_200_50,3,200,200,50,491,157,11
I_200_200_50,3,200,200,50,520,158,23
I_200_200_50,3,200,200,50,512,159,40
I_200_200_50,3,200,200,50,485,160,10
I_200_200_50,3,200,200,50,501,161,56
I_200_200_50,3,200,200,50,520,162,17
I_200_200_50,3,200,200,50,508,163,17
I_200_200_50,3,200,200,50,470,164,18
I_200_200_50,3,200,200,50,484,165,16
I_200_200_50,3,200,200,50,474,166,16
I_200_200_50,3,200,200,50,509,167,13
I_200_200_50,3,200,200,50,494,168,25
I_200_200_50,3,200,200,50,508,169,13
I_200_200_50,3,200,200,50,488,170,25
I_200_200_50,3,200,200,50,453,171,28
I_200_200_50,3,200,200,50,500,172,20
I_200_200_50,3,200,200,50,522,173,16
I_200_200_50,3,200,200,50,498,174,12
I_200_200_50,3,200,200,50,527,175,12
I_200_200_50,3,200,200,50,514,176,15
I_200_200_50,3,200,200,50,518,177,13
I_200_200_50,3,200,200,50,532,178,41
I_200_200_50,3,200,200,50,508,179,13
I_200_200_50,3,200,200,50,530,180,17
I_200_200_50,3,200,200,50,517,181,11
I_200_200_50,3,200,200,50,516,182,13
I_200_200_50,3,200,200,50,488,183,14
I_200_200_50,3,200,200,50,480,184,16
I_200_200_50,3,200,200,50,499,185,20
I_200_200_50,3,200,200,50,493,186,16
I_200_200_50,3,200,200,50,537,187,10
I_200_200_50,3,200,200,50,443,188,19
I_200_200_50,3,200,200,50,511,189,17
I_200_200_50,3,200,200,50,540,190,18
I_200_200_50,3,200,200,50,505,191,10
I_200_200_50,3,200,200,50,478,192,10
I_200_200_50,3,200,200,50,485,193,27
I_200_200_50,3,200,200,50,473,194,16
I_200_200_50,3,200,200,50,510,195,30
I_200_200_50,3,200,200,50,535,196,17
I_200_200_50,3,200,200,50,501,197,12
I_200_200_50,3,200,200,50,490,198,10
I_200_200_50,3,200,200,50,520,199,23
I_100_200_100,3,100,200,100,1024,0,9
I_100_200_100,3,100,200,100,1034,1,26
I_100_200_100,3,100,200,100,1009,2,17
I_100_200_100,3,100,200,100,953,3,20
I_100_200_100,3,100,200,100,1001,4,28
I_100_200_100,3,100,200,100,984,5,72
I_100_200_100,3,100,200,100,930,6,30
I_100_200_100,3,100,200,100,1043,7,14
I_100_200_100,3,100,200,100,989,8,21
I_100_200_100,3,100,200,100,1020,9,16
I_100_200_100,3,100,200,100,958,10,14
I_100_200_100,3,100,200,100,981,11,15
I_100_200_100,3,100,200,100,1005,12,23
I_100_200_100,3,100,200,100,994,13,9
I_100_200_100,3,100,200,100,1019,14,29
I_100_200_100,3,100,200,100,962,15,9
I_100_200_100,3,100,200,100,997,16,34
I_100_200_100,3,100,200,100,999,17,45
I_100_200_100,3,100,200,100,994,18,8
I_100_200_100,3,100,200,100,964,19,14
I_100_200_100,3,100,200,100,989,20,14
I_100_200_100,3,100,200,100,984,21,9
I_100_200_100,3,100,200,100,979,22,41
I_100_200_100,3,100,200,100,1023,23,29
I_100_200_100,3,100,200,100,1067,24,48
I_100_200_100,3,100,200,100,1016,25,41
I_100_200_100,3,100,200,100,1011,26,60
I_100_200_100,3,100,200,100,982,27,29
I_100_200_100,3,100,200,100,969,28,14
I_100_200_100,3,100,200,100,1010,29,21
I_100_200_100,3,100,200,100,1039,30,13
I_100_200_100,3,100,200,100,1028,31,42
I_100_200_100,3,100,200,100,944,32,8
I_100_200_100,3,100,200,100,967,33,47
I_100_200_100,3,100,200,100,952,34,22
I_100_200_100,3,100,200,100,994,35,10
I_100_200_100,3,100,200,100,1022,36,8
I_100_200_100,3,100,200,100,1039,37,28
I_100_200_100,3,100,200,100,1010,38,43
I_100_200_100,3,100,200,100,957,39,25
I_100_200_100,3,100,200,100,970,40,49
I_100_200_100,3,100,200,100,968,41,42
I_100_200_100,3,100,200,100,984,42,15
